etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
251    | ... | ... | ... | #kˈokkeum# | *#kˈɒkkjʊ# | *#kˈokkju# | *#kˈokcju# | *#kˈɔcju# | *#kˈɔcjə# | *#kˈɔc# {GOLD: >*} | *#kˈɔc# {GOLD: >*} | *#kˈɔc# {GOLD: >*} | *#kˈɔc# {GOLD: #kˈuc#}
252    | ... | ... | ... | #kˈuneum# | *#kˈʊnjʊ# | *#kˈuɲu# | *#kˈuɲu# | *#kˈũɲu# | *#kˈũɲə# | *#kˈũɲ# {GOLD: >*} | *#kˈũɲ# {GOLD: >*} | *#kˈuɲ# {GOLD: >*} | *#kˈuɲ# {GOLD: #kˈuɲ#}
253    | ... | ... | ... | ... | ... | ... | ... | #kˈut͡ʃɛ̃# | *#kˈuːt͡ʃə# | *#kˈuːt͡ʃ# {GOLD: #kˈut͡ʃ#} | *#kˈuːt͡ʃ# {GOLD: >*} | *#kˈut͡ʃ# {GOLD: >*} | *#kˈut͡ʃ# {GOLD: #kˈut͡ʃ#}
254    | ... | ... | ... | #kˈonsulem# | *#kˈʊnsʊlɛ# | *#kˈusulɛ# | *#kˈusulɪ# | *#kˈuʃulɪ# | *#kˈuːʃulˠə# | *#kˈuːʃulˠ# {GOLD: >*} | *#kˈuːʃulˠ# {GOLD: >*} | *#kˈuʃulˠ# {GOLD: >*} | *#kˈuʃulˠ# {GOLD: #kˈuʃulˠ#}
255    | ... | ... | ... | #kˈubitum# | *#kˈʊβʊtʊ# | *#kˈuβutu# | *#kˈuutu# | *#kˈutu# | *#kˈutə# | *#kˈut# {GOLD: >*} | *#kˈut# {GOLD: #kˈuːt#} | *#kˈut# {GOLD: >*} | *#kˈut# {GOLD: #kˈut#}
256    | ... | ... | ... | ... | ... | ... | ... | #kˈutɛ̃# | *#kˈutə# | *#kˈut# {GOLD: #kˈut#} | *#kˈut# {GOLD: >*} | *#kˈut# {GOLD: >*} | *#kˈut# {GOLD: #kˈut#}
257    | ... | ... | ... | #kˈudem# | *#kˈʊdɛ# | *#kˈudɛ# | *#kˈuðɪ# | *#kˈuðɪ# | *#kˈuðə# | *#kˈuð# {GOLD: >*} | *#kˈuð# {GOLD: >*} | *#kˈuð# {GOLD: >*} | *#kˈuð# {GOLD: #kˈuð#}
258    | ... | ... | ... | #kˈudinem# | *#kˈʊdɪnɛ# | *#kˈudenɛ# | *#kˈuðɑ̃ɾ̃ɪ# | *#kˈuðɐɾ̃ɪ# | *#kˈuðɐɾ̃ə# | *#kˈuðəɾ̃# {GOLD: >*} | *#kˈuðəɾ̃# {GOLD: >*} | *#kˈuðəɾ# {GOLD: >*} | *#kˈuðəɾ# {GOLD: #kˈuðəɾ#}
259    | ... | ... | ... | #kˈontrɑː# | *#kˈʊntrɑː# | *#kˈuntrɑ# | *#kˈuntra# | *#kˈũntɾa# | *#kˈũndɾa# | *#kˈũndɾ̩# {GOLD: >*} | *#kˈũndɾ̩# {GOLD: >*} | *#kˈundɾ̩# {GOLD: >*} | *#kˈundəɾ# {GOLD: #kˈundəɾ#}
260    | ... | ... | ... | ... | ... | ... | #kˈɯlɑ# | *#kˈɯlɑ# | *#kˈuːlˠɑ# | *#kˈuːlˠə# {GOLD: >*} | *#kˈuːlˠə# {GOLD: >*} | *#kˈulˠə# {GOLD: >*} | *#kˈulˠə# {GOLD: #kˈulə#}
261    | ... | ... | ... | #kˌukˈurbitɑ# | *#kˌʊkˈʊrbʊtɑ# | *#kkˈurbutɑ# | *#kkˈurbuta# | *#kˈuɾbuta# | *#kˈuːɾbəta# | *#kˈuːɾtə# {GOLD: >*} | *#kˈuːɾtə# {GOLD: >*} | *#kˈuɾtə# {GOLD: >*} | *#kˈuɾtə# {GOLD: #kˈultə#}
262    | ... | ... | ... | #kˈulkitrɑ# | *#kˈʊlkɪtrɑ# | *#kˈulktrɑ# | *#kˈultra# | *#kˈultɾa# | *#kˈuːltɾa# | *#kˈuːltɾ̩# {GOLD: >*} | *#kˈuːltɾ̩# {GOLD: >*} | *#kˈultɾ̩# {GOLD: >*} | *#kˈultəɾ# {GOLD: #kˈultəɾ#}
263    | ... | ... | ... | ... | ... | ... | #kˈʊlbɑ# | *#kˈʊlbɑ# | *#kˈɔːʷlbɑ# | *#kˈəlbə# {GOLD: >*} | *#kˈəlbə# {GOLD: >*} | *#kˈəlbə# {GOLD: >*} | *#kˈəlbə# {GOLD: #kˈulbə#}
264    | ... | ... | ... | #kˈulmen# | *#kˈʊlmɛ# | *#kˈulmɛ# | *#kˈulmɪ# | *#kˈulmɪ# | *#kˈuːlmə# | *#kˈuːlm# {GOLD: >*} | *#kˈuːlm# {GOLD: >*} | *#kˈulm# {GOLD: >*} | *#kˈulm# {GOLD: #kˈulm#}
265    | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... {GOLD: ...} | #kˈuɾt# {GOLD: #kˈuɾt#} | *#kˈuɾt# {GOLD: >*} | *#kˈuɾt# {GOLD: #kˈuɾt#}
266    | ... | ... | ... | ... | ... | ... | ... | ... | #kˈurβɑ# | *#kˈuɾvə# {GOLD: >*} | *#kˈuɾvə# {GOLD: >*} | *#kˈuɾvə# {GOLD: >*} | *#kˈuɾvə# {GOLD: #kˈuɾvə#}
267    | ... | ... | ... | #kˈuppum# | *#kˈʊppʊ# | *#kˈuppu# | *#kˈuppu# | *#kˈupu# | *#kˈupə# | *#kˈup# {GOLD: >*} | *#kˈup# {GOLD: >*} | *#kˈup# {GOLD: >*} | *#kˈup# {GOLD: #kˈup#}
268    | ... | ... | ... | #kˈuppɑm# | *#kˈʊppɑ# | *#kˈuppɑ# | *#kˈuppa# | *#kˈupa# | *#kˈupa# | *#kˈupə# {GOLD: >*} | *#kˈupə# {GOLD: >*} | *#kˈupə# {GOLD: >*} | *#kˈupə# {GOLD: #kˈupə#}
269    | ... | ... | ... | ... | ... | ... | ... | ... | #kˈumʊ# | *#kˈum# {GOLD: >*} | *#kˈum# {GOLD: >*} | *#kˈum# {GOLD: >*} | *#kˈum# {GOLD: #kˈum#}
270    | ... | ... | ... | ... | ... | ... | ... | ... | #kˈumɑ# | *#kˈumə# {GOLD: >*} | *#kˈumə# {GOLD: >*} | *#kˈumə# {GOLD: >*} | *#kˈumə# {GOLD: #kˈumə#}
271    | ... | ... | ... | #kˈumulum# | *#kˈʊmʊlʊ# | *#kˈumulu# | *#kˈumulu# | *#kˈũmulu# | *#kˈũmulˠə# | *#kˈũmulˠ# {GOLD: >*} | *#kˈũmulˠ# {GOLD: >*} | *#kˈumulˠ# {GOLD: >*} | *#kˈumulˠ# {GOLD: #kˈumulˠ#}
272    | ... | ... | ... | #kˈomputum# | *#kˈʊmpʊtʊ# | *#kˈumptu# | *#kˈumtu# | *#kˈũmtu# | *#kˈũmtə# | *#kˈũmt# {GOLD: >*} | *#kˈũmt# {GOLD: >*} | *#kˈumt# {GOLD: >*} | *#kˈumt# {GOLD: #kˈumt#}
273    | ... | ... | ... | #kˈompɑter# | *#kˈʊmpɑtɛr# | *#kˈumptɛr# | *#kˈumtɪr# | *#kˈũmtɪɾ# | *#kˈũmtəɾ# | *#kˈũmtɾ̩# {GOLD: >*} | *#kˈũmtɾ̩# {GOLD: #kˈũmətɾ̩#} | *#kˈumtɾ̩# {GOLD: >*} | *#kˈumtəɾ# {GOLD: #kˈumtəɾ#}
274    | ... | ... | #kˌokkˈumɛːlon# | *#kɐkkˈumbəlon# | *#kɐkkˈʊmbəlʊ# | *#kɐkkˈumbəlu# | *#kɐkkˈumbəlu# | *#kkˈũmbəlu# | *#kkˈũmbəlˠə# | *#kːˈũmbulˠ# {GOLD: >*} | *#kːˈũmbulˠ# {GOLD: >*} | *#kˈumbulˠ# {GOLD: >*} | *#kˈumbulˠ# {GOLD: #kˈumbulˠ#}
275    | ... | ... | ... | #klˌɑwrˈuːlɑ# | *#klˌɑwrˈuːlɑ# | *#klˌɑwrˈylɑ# | *#klˌawrˈyla# | *#klˌaːɾˈyla# | *#klˌaːɾˈyːlˠa# | *#kʎˌaːɾˈyːlˠə# {GOLD: #kʎˈyːɾlə#} | *#kʎˌaːɾˈyːlˠə# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
276    | ... | ... | ... | #klˌɑwsitˈuːrɑm# | *#klˌɑwɪtˈuːrɑ# | *#kleˌyːtˈyrɑ# | *#klɪˌyːtˈyra# | *#klɪˌyːtˈyɾa# | *#kləˌyːtˈyːɾa# | *#kʎˌytˈyːɾə# {GOLD: >*} | *#kʎˌytˈyːɾə# {GOLD: >*} | *#cytˈyɾə# {GOLD: >*} | *#cytˈyɾə# {GOLD: #klytˈyɾə#}
277    | ... | ... | ... | #kˌɑlikesˈɑːnktum# | *#kˌɑlɪkɛsˈɑːnktʊ# | *#kˌɑleksˈɑɲtu# | *#kˌalɪksˈaɲtu# | *#kˌalɪkʃˈãɲtu# | *#kˌaləʃˈɛ̃ɲtə# | *#kˌalʃˈɛ̃ɲt# {GOLD: #kl̩ʃˈɛ̃ɲt#} | *#kˌalʃˈɛ̃ɲt# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
278    | ... | ... | ... | ... | ... | ... | #krˌɑxˈitɪ# | *#kɾˌɑxˈitɪ# | *#kɾˌɑxˈitə# | *#kɾˌaxˈit# {GOLD: >*} | *#kɾˌahˈit# {GOLD: >*} | *#kɾahˈit# {GOLD: >*} | *#kɾahˈit# {GOLD: #kɾahˈit#}
279    | ... | ... | ... | ... | ... | ... | #krˌɑxˈinɑ# | *#kɾˌɑxˈĩnɑ# | *#kɾˌɑxˈĩnɑ# | *#kɾˌaxˈĩnə# {GOLD: >*} | *#kɾˌahˈĩnə# {GOLD: >*} | *#kɾahˈinə# {GOLD: >*} | *#kɾahˈinə# {GOLD: #kɾahˈinə#}
280    | ... | ... | ... | ... | #krˌɪsmˈɒːɲu# | *#krˌesmˈoɲu# | *#krˌezmˈoɲu# | *#kɾˌezmˈɔ̃ɲu# | *#kɾˌɛzmˈɔ̃ɲə# | *#kɾˌɛzmˈɔ̃ɲ# {GOLD: >*} | *#kɾˌɛzmˈɔ̃ɲ# {GOLD: >*} | *#kɾɛzmˈɔɲ# {GOLD: >*} | *#kɾɛzmˈɔj# {GOLD: #kɾɛzmˈɔj#}
281    | ... | ... | ... | #krˈeːtikum# | *#krˈeːtɪkʊ# | *#krˈetku# | *#krˈetku# | *#kɾˈetku# | *#kɾˈɛtkə# | *#kɾˈɛtk# {GOLD: >*} | *#kɾˈɛtk# {GOLD: >*} | *#kɾˈɛtk# {GOLD: >*} | *#kɾˈɛtk# {GOLD: #kɾˈɛkə#}
282    | ... | ... | ... | #krˈistɑm# | *#krˈɪstɑ# | *#krˈestɑ# | *#krˈesta# | *#kɾˈeʃta# | *#kɾˈɛːʃta# | *#kɾˈɛːʃtə# {GOLD: >*} | *#kɾˈɛːʃtə# {GOLD: >*} | *#kɾˈɛʃtə# {GOLD: >*} | *#kɾˈɛʃtə# {GOLD: #kɾˈɛʃtə#}
283    | ... | ... | ... | #krˈispɑ# | *#krˈɪspɑ# | *#krˈespɑ# | *#krˈespa# | *#kɾˈeʃpa# | *#kɾˈɛːʃpa# | *#kɾˈɛːʃpə# {GOLD: >*} | *#kɾˈɛːʃpə# {GOLD: >*} | *#kɾˈɛʃpə# {GOLD: >*} | *#kɾˈɛʃpə# {GOLD: #kɾˈɛʃpə#}
284    | ... | ... | ... | ... | #kʷˌɑdrˈeːsimɑ# | *#kʷˌɑdrˈesimɑ# | *#kˌarrˈesɪma# | *#kəɾɾˈeʃma# | *#kərːˈɛːʃma# | *#kərˈɛːʒm̩# {GOLD: #kərˈɛʃəmə#} | *#kərˈɛːʒm̩# {GOLD: >*} | *#kərˈɛʒm̩# {GOLD: >*} | *#kərˈɛʒəm# {GOLD: #kɾˈɛʒəm#}
285    | ... | ... | ... | ... | #krˈɪsmɑ# | *#krˈesmɑ# | *#krˈezma# | *#kɾˈezma# | *#kɾˈɛːzma# | *#kɾˈɛːzm̩# {GOLD: >*} | *#kɾˈɛːzm̩# {GOLD: >*} | *#kɾˈɛzm̩# {GOLD: >*} | *#kɾˈɛzəm# {GOLD: #kɾˈɛzəm#}
286    | ... | ... | ... | #kˌerebˈellum# | *#kˌɛrɛβˈɛllʊ# | *#kˌɛrˈøːɛlːu# | *#kərˈøːɛlːu# | *#kəɾˈœːlːu# | *#kəɾˈye̯lːə# | *#kəɾˈɛlː# {GOLD: >*} | *#kəɾˈɛlː# {GOLD: >*} | *#kɾˈɛl# {GOLD: >*} | *#kɾˈɛl# {GOLD: #kɾˈɛl#}
287    | ... | ... | ... | #krˈɑːpulum# | *#krˈɑːpʊlʊ# | *#krˈɑpulu# | *#krˈapulu# | *#kɾˈapulu# | *#kɾˈapulˠə# | *#kɾˈapulˠ# {GOLD: >*} | *#kɾˈapulˠ# {GOLD: >*} | *#kɾˈapulˠ# {GOLD: >*} | *#kɾˈapulˠ# {GOLD: #kɾˈɛpulˠ#}
288    | ... | ... | ... | #krˌeˈɑːntiɑ# | *#krˌɛˈɑːnt͡ʃjɑ# | *#krˌɛjˈɑt͡ʃjɑ# | *#krˌiˈet͡ʃa# | *#kɾˌiːjˈesa# | *#kɾˌiːjˈɛːsa# | *#kɾˌiːjˈɛːsə# {GOLD: >*} | *#kɾˌiːjˈɛːsə# {GOLD: >*} | *#kɾijˈɛsə# {GOLD: >*} | *#kɾijˈɛsə# {GOLD: #kɾijˈɛsə#}
289    | ... | ... | ... | #krˌeˈɑːnioː# | *#krˌɛˈɒːnju# | *#krˌɛjˈoɲu# | *#krˌiˈoɲu# | *#kɾˌiːjˈɔ̃ɲu# | *#kɾˌiːjˈɔ̃ɲə# | *#kɾˌiːjˈɔ̃ɲ# {GOLD: >*} | *#kɾˌiːjˈɔ̃ɲ# {GOLD: >*} | *#kɾijˈɔɲ# {GOLD: >*} | *#kɾijˈɔj# {GOLD: #kɾijˈɔj#}
290    | ... | ... | ... | #krˌeɑːtˈuːrɑm# | *#krˌɛɑːtˈuːrɑ# | *#krˌɛjɑtˈyrɑ# | *#krˌiatˈyra# | *#kɾˌiːjətˈyɾa# | *#kɾˌiːjətˈyːɾa# | *#kɾˌiːjətˈyːɾə# {GOLD: #kɾijətˈyːɾə#} | *#kɾˌiːjtˈyːɾə# {GOLD: #kɾijətˈyːɾə#} | *#kɾijtˈyɾə# {GOLD: >*} | *#kɾijtˈyɾə# {GOLD: #kɾijtˈyɾə#}
291    | ... | ... | ... | ... | #kʰrˈiːstu# | *#krˈistu# | *#krˈistu# | *#kɾˈiʃtu# | *#kɾˈiːʃtə# | *#kɾˈiːʃt# {GOLD: >*} | *#kɾˈiːʃt# {GOLD: >*} | *#kɾˈiʃt# {GOLD: >*} | *#kɾˈiʃt# {GOLD: #kɾˈiʃt#}
292    | ... | ... | ... | #kˌerˈebrum# | *#kˌɛrˈɛβrʊ# | *#kˌɛrˈøːru# | *#kərˈøːru# | *#kəɾˈœːɾu# | *#kəɾˈye̯ɾə# | *#kəɾˈye̯# {GOLD: >*} | *#kəɾˈye̯# {GOLD: >*} | *#kɾˈye̯# {GOLD: >*} | *#kɾˈye̯# {GOLD: #kɾˈye̯#}
293    | ... | ... | ... | ... | #krˈuke# | *#krˈuke# | *#krˈucɪ# | *#kɾˈucɪ# | *#kɾˈucə# | *#kɾˈuc# {GOLD: >*} | *#kɾˈuc# {GOLD: >*} | *#kɾˈuc# {GOLD: >*} | *#kɾˈuc# {GOLD: #kɾˈyc#}
294    | ... | ... | ... | #kˌornˈikulum# | *#kˌʊrnˈikʊlʊ# | *#kˌurnˈikulu# | *#kˌurnˈikulu# | *#kˌuːɾnˈikulu# | *#kˌuːrːˈiːlkəː# | *#kˌuːrˈiːʎk# {GOLD: >*} | *#kˌuːrˈiːʎk# {GOLD: >*} | *#kurˈijk# {GOLD: >*} | *#kurˈik# {GOLD: #kɾɔɲɟˈilˠ#}
295    | ... | ... | ... | #krˈokulum# | *#krˈɒkʊlʊ# | *#krˈokulu# | *#krˈokulu# | *#kɾˈɔkulu# | *#kɾˈɔkulˠə# | *#kɾˈɔkulˠ# {GOLD: >*} | *#kɾˈɔkulˠ# {GOLD: >*} | *#kɾˈɔkulˠ# {GOLD: >*} | *#kɾˈɔkulˠ# {GOLD: #kɾˈɔkulˠ#}
296    | ... | ... | ... | #krˈonsokum# | *#krˈʊnsʊkʊ# | *#krˈusku# | *#krˈusku# | *#kɾˈuʃku# | *#kɾˈuːʃkə# | *#kɾˈuːʃk# {GOLD: >*} | *#kɾˈuːʃk# {GOLD: >*} | *#kɾˈuʃk# {GOLD: >*} | *#kɾˈuʃk# {GOLD: #kɾˈuʃk#}
297    | ... | ... | ... | #kˌɑrrˌiːkulˈɑːnioː# | *#kˌɑrrˌikʊlˈɒːnju# | *#kˌɑrrˌikulˈoɲu# | *#kˌarrˌikulˈoɲu# | *#kˌaɾɾˌiːkulˈɔ̃ɲu# | *#kˌarːˌiːkulˠˈɔ̃ɲə# | *#kˌarˌiːkəlˠˈɔ̃ɲ# {GOLD: >*} | *#kˌarˌiːkəlˠˈɔ̃ɲ# {GOLD: >*} | *#kariklˠˈɔɲ# {GOLD: >*} | *#kariklˠˈɔj# {GOLD: #kriklˠˈɔj#}
298    | ... | ... | ... | #kˌɑmpˈɑːnɑ# | *#kˌɑmpˈɑːnɑ# | *#kˌɑmpˈɑnɑ# | *#kˌampˈana# | *#kˌãmpˈãɾ̃a# | *#kˌãmbˈãɾ̃a# | *#kˌãmbˈãɾ̃ə# {GOLD: #km̩bˈɑ̃ɾ̃ə#} | *#kˌə̃mbˈə̃ɾ̃ə# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
299    | ... | ... | ... | ... | ... | ... | #ɡˌɒtˈɒwɔɲ# | *#ɡˌɑtˈɔə̯̃ɲ# | *#ɡˌɑtˈuõ̯ɲ# | *#ɡˌatˈuõ̯ɲ# {GOLD: #ɡˌatˈuo̯ɲ#} | *#ɡˌatˈuã̯ɲ# {GOLD: >*} | *#ɡatˈua̯ɲ# {GOLD: >*} | *#ɡatˈua̯j# {GOLD: #ɡatˈua̯j#}
300    | ... | ... | ... | #ɡˌɑwdiumˈentum# | *#ɡˌɑwd͡ʒjʊmˈɛntʊ# | *#ɡˌɑwd͡ʒjumˈɛntu# | *#ɡˌawd͡ʒumˈɛntu# | *#ɡˌaːzmˈɛ̃ntu# | *#ɡˌaːzmˈɛ̃ndə# | *#ɡˌaːzmˈɛ̃nd# {GOLD: >*} | *#ɡˌaːzmˈɛ̃nd# {GOLD: #ɡazɪmˈɛnd#} | *#ɡazmˈɛnd# {GOLD: >*} | *#ɡazmˈɛnd# {GOLD: #ɡazmˈɛnd#}
301    | ... | ... | ... | ... | ... | ... | #ɡˌɒlˈinɑ# | *#ɡˌɑlˈĩnɑ# | *#ɡˌɑlˈĩnɑ# | *#ɡˌalˈĩnə# {GOLD: >*} | *#ɡˌalˈĩnə# {GOLD: >*} | *#ɡalˈinə# {GOLD: >*} | *#ɡalˈinə# {GOLD: #ɡalˈinə#}
302    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˌɑmˈitɪ# | *#ɡˌamˈit# {GOLD: >*} | *#ɡˌamˈit# {GOLD: >*} | *#ɡamˈit# {GOLD: >*} | *#ɡamˈit# {GOLD: #ɡamˈit#}
303    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˈɑjɪ# | *#ɡˈaj# {GOLD: >*} | *#ɡˈaj# {GOLD: >*} | *#ɡˈaj# {GOLD: >*} | *#ɡˈaj# {GOLD: #ɡˈaj#}
304    | ... | ... | ... | ... | ... | ... | ... | #ɡˈɑʎɪkɑ# | *#ɡˈɑːʎɡɑ# | *#ɡˈaːʎɡə# {GOLD: >*} | *#ɡˈaːʎɡə# {GOLD: >*} | *#ɡˈajɡə# {GOLD: >*} | *#ɡˈajɡə# {GOLD: #ɡˈajɡə#}
305    | ... | ... | ... | ... | ... | ... | #ɡˈɒlwɑ# | *#ɡˈɑlˠwɑ# | *#ɡˈɑːlˠwɑ# | *#ɡˈaːlˠvə# {GOLD: >*} | *#ɡˈaːlˠvə# {GOLD: >*} | *#ɡˈalˠvə# {GOLD: >*} | *#ɡˈalˠvə# {GOLD: #ɡˈalˠvə#}
306    | ... | ... | ... | #ɡˈɑttum# | *#ɡˈɑttʊ# | *#ɡˈɑttu# | *#ɡˈattu# | *#ɡˈatu# | *#ɡˈatə# | *#ɡˈat# {GOLD: >*} | *#ɡˈat# {GOLD: >*} | *#ɡˈat# {GOLD: >*} | *#ɡˈat# {GOLD: #ɡˈat#}
307    | ... | ... | ... | #ɡˈɑttɑ# | *#ɡˈɑttɑ# | *#ɡˈɑttɑ# | *#ɡˈatta# | *#ɡˈata# | *#ɡˈata# | *#ɡˈatə# {GOLD: >*} | *#ɡˈatə# {GOLD: >*} | *#ɡˈatə# {GOLD: >*} | *#ɡˈatə# {GOLD: #ɡˈatə#}
308    | ... | ... | ... | #ɡˈɑwdium# | *#ɡˈɑwd͡ʒjʊ# | *#ɡˈɑwd͡ʒju# | *#ɡˈawd͡ʒu# | *#ɡˈaːzu# | *#ɡˈaːzə# | *#ɡˈaːz# {GOLD: >*} | *#ɡˈaːz# {GOLD: >*} | *#ɡˈaz# {GOLD: >*} | *#ɡˈaz# {GOLD: #ɡˈaz#}
309    | ... | ... | ... | ... | ... | ... | ... | #ɡˈɑʎɑ# | *#ɡˈɑːʎɑ# | *#ɡˈaːlə# {GOLD: >*} | *#ɡˈaːlə# {GOLD: >*} | *#ɡˈalə# {GOLD: >*} | *#ɡˈalə# {GOLD: #ɡˈalə#}
310    | ... | ... | ... | #ɡˈɑlɡulum# | *#ɡˈɑlɡʊlʊ# | *#ɡˈɑlɡulu# | *#ɡˈalɡulu# | *#ɡˈalɡulu# | *#ɡˈaːlɡulˠə# | *#ɡˈaːlɡulˠ# {GOLD: >*} | *#ɡˈaːlɡulˠ# {GOLD: >*} | *#ɡˈalɡulˠ# {GOLD: >*} | *#ɡˈalɡulˠ# {GOLD: #ɡˈaɾɡulˠ#}
311    | ... | ... | ... | ... | ... | ... | #ɡˌʊltˈitɪ# | *#ɡˌʊltˈitɪ# | *#ɡˌʊltˈitə# | *#ɡˌəlˠtˈit# {GOLD: >*} | *#ɡˌəlˠtˈit# {GOLD: >*} | *#ɡəlˠtˈit# {GOLD: >*} | *#ɡəlˠtˈit# {GOLD: #ɡəlˠtˈit#}
312    | ... | ... | ... | #kˌɑstˈɑneɑm# | *#kˌɑstˈɑnjɑ# | *#kˌɑstˈɑɲɑ# | *#kˌastˈaɲa# | *#kˌaʃtˈãɲa# | *#kɐʃtˈɛ̃ɲa# | *#kəʃtˈɛ̃ɲə# {GOLD: #kəʃtˈɛ̃ɲə#} | *#kəʃtˈɛ̃ɲə# {GOLD: >*} | *#kəʃtˈɛɲə# {GOLD: >*} | *#kəʃtˈɛɲə# {GOLD: #ɡəʃtˈɛɲə#}
313    | ... | ... | #ɡˌawzˈaːfon# | *#ɡˌɑwzˈɒːfon# | *#ɡˌɑwzˈɒfʊ# | *#ɡˌɑwzˈofu# | *#ɡəzˈofu# | *#ɡəzˈɔfu# | *#ɡəzˈɔːfə# | *#ɡəzˈɔːf# {GOLD: >*} | *#ɡəzˈɔːf# {GOLD: >*} | *#ɡəzˈɔf# {GOLD: >*} | *#ɡəzˈɔf# {GOLD: #ɡəzˈɔf#}
314    | ... | ... | ... | #kˌɑlkˈɑːriɑm# | *#kˌɑlkˈɑːrjɑ# | *#kˌɑlkˈɑrjɑ# | *#kˌalcˈerja# | *#kəlcˈeɾja# | *#kəlcˈɛːɾja# | *#kl̩cˈɛːɾɛ# {GOLD: #kl̩cɛɾɛ#} | *#ɡl̩cˈɛːɾɛ# {GOLD: >*} | *#ɡl̩cˈɛɾɛ# {GOLD: >*} | *#ɡəlcˈɛɾɛ# {GOLD: #ɡəlcˈɛɾɛ#}
315    | ... | ... | ... | ... | ... | ... | #kˌʊlbˈɑzɑ# | *#kˌʊlbˈɑzɑ# | *#kˌʊlbˈɑːzɑ# | *#kˌəlbˈaːzə# {GOLD: #kˌl̩bˈazə#} | *#ɡˌəlbˈaːzə# {GOLD: >*} | *#ɡəlbˈazə# {GOLD: >*} | *#ɡəlbˈazə# {GOLD: #ɡəlbˈazə#}
316    | ... | ... | ... | ... | ... | ... | #kˌʊrxˈɑtɪ# | *#kˌɔːʷɾxˈɑtɪ# | *#kˌɔːʷɾxˈɑtə# | *#kɾ̩xˈat# {GOLD: >*} | *#ɡɾ̩hˈat# {GOLD: >*} | *#ɡɾ̩hˈat# {GOLD: >*} | *#ɡəɾhˈat# {GOLD: #ɡəɾhˈat#}
317    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡrˌəkˈɨɲɑ# | *#ɡɾ̩kˈiɲə# {GOLD: >*} | *#ɡɾ̩kˈiɲə# {GOLD: >*} | *#ɡɾ̩kˈiɲə# {GOLD: >*} | *#ɡəɾcˈiɲə# {GOLD: #ɡəɾcˈiɲə#}
318    | ... | ... | ... | ... | ... | ... | ... | ... | #kˌərt͡ʃˈɑkʊ# | *#kɾ̩t͡ʃˈak# {GOLD: >*} | *#ɡɾ̩t͡ʃˈak# {GOLD: >*} | *#ɡɾ̩t͡ʃˈak# {GOLD: >*} | *#ɡəɾt͡ʃˈak# {GOLD: #ɡəɾt͡ʃˈak#}
319    | ... | ... | ... | #kˌɑrsˈɑːnɑm# | *#kˌɑrsˈɑːnɑ# | *#kˌɑrsˈɑnɑ# | *#kˌarsˈana# | *#kəɾʃˈãɾ̃a# | *#kəɾʃˈãɾ̃a# | *#kɾ̩ʃˈãɾ̃ə# {GOLD: #kɾ̩ʃˈɑ̃ɾ̃ə#} | *#ɡɾ̩ʃˈə̃ɾ̃ə# {GOLD: >*} | *#ɡɾ̩ʃˈəɾə# {GOLD: >*} | *#ɡəɾʃˈəɾə# {GOLD: #ɡəɾʃˈəɾə#}
320    | ... | ... | #kˌorsɔːtˈon# | *#kɐrsɔːtˈon# | *#kɐrsˈoːtɒn# | *#kɐrsˈøton# | *#kɐrsˈøton# | *#kəɾʃˈœtɔ̃n# | *#kəɾʃˈɛtə# | *#kɾ̩ʃˈɛt# {GOLD: #kɾ̩ʃˈœt#} | *#ɡɾ̩ʃˈɛt# {GOLD: >*} | *#ɡɾ̩ʃˈɛt# {GOLD: >*} | *#ɡəɾʃˈɛt# {GOLD: #ɡəɾʃˈɛt#}
321    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˌʊrdˈɑlɑ# | *#ɡɾ̩dˈalˠə# {GOLD: >*} | *#ɡɾ̩dˈalˠə# {GOLD: >*} | *#ɡɾ̩dˈalˠə# {GOLD: >*} | *#ɡəɾdˈalˠə# {GOLD: #ɡəɾdˈalˠə#}
322    | ... | ... | ... | ... | ... | ... | ... | #ɡˌɒɾdˈɛt͡s# | *#ɡˌɒɾdˈɛːt͡s# | *#ɡˌɔɾdˈɛːt͡s# {GOLD: >*} | *#ɡˌɔɾdˈɛːt͡s# {GOLD: >*} | *#ɡɔɾdˈɛt͡s# {GOLD: >*} | *#ɡɔɾdˈɛt͡s# {GOLD: #ɡəɾdˈɛt͡s#}
323    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˌʊrdˈitɪ# | *#ɡɾ̩dˈit# {GOLD: >*} | *#ɡɾ̩dˈit# {GOLD: >*} | *#ɡɾ̩dˈit# {GOLD: >*} | *#ɡəɾdˈit# {GOLD: #ɡəɾdˈit#}
