etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
1422   | ... | ... | ... | ... | ... | ... | #brˈit͡ʃɪkʊ# | *#bɾˈisɪkə# | *#bɾˈiːskə# | *#bɾˈiːsk# {GOLD: #bɾˈisk#} | *#bɾˈiːsk# {GOLD: >*} | *#bɾˈisk# {GOLD: >*} | *#bɾˈisk# {GOLD: #bɾˈisk#}
1423   | ... | ... | ... | ... | ... | ... | #brˈit͡ʃɪkɑ# | *#bɾˈisɪkɑ# | *#bɾˈiːskɑ# | *#bɾˈiːskə# {GOLD: #bɾˈiskə#} | *#bɾˈiːskə# {GOLD: >*} | *#bɾˈiskə# {GOLD: >*} | *#bɾˈiskə# {GOLD: #bɾˈiskə#}
1424   | ... | ... | ... | #brˈuːmɑm# | *#brˈuːmɑ# | *#brˈymɑ# | *#brˈyma# | *#bɾˈỹma# | *#bɾˈỹma# | *#bɾˈỹmə# {GOLD: >*} | *#bɾˈỹmə# {GOLD: >*} | *#bɾˈymə# {GOLD: >*} | *#bɾˈymə# {GOLD: #bɾˈymə#}
1425   | ... | ... | #brˈukaː# | *#brˈukɑ# | *#brˈʊkɑ# | *#brˈukɑ# | *#brˈuka# | *#bɾˈuka# | *#bɾˈuka# | *#bɾˈukə# {GOLD: >*} | *#bɾˈukə# {GOLD: >*} | *#bɾˈukə# {GOLD: >*} | *#bɾˈukə# {GOLD: #bɾˈukə#}
1426   | ... | ... | ... | #fˌɑlkˈoːnem# | *#fˌɑlkˈɒːnɛ# | *#fˌɑlkˈonɛ# | *#fˌalkˈonɪ# | *#fˌaːlkˈɔ̃ɾ̃ɪ# | *#fˌaːlkˈũo̯ɾ̃ə# | *#fˌaːʎkˈũo̯# {GOLD: #faʎkˈuo̯#} | *#fˌaːʎkˈũa̯# {GOLD: >*} | *#fajkˈua̯# {GOLD: >*} | *#fajkˈua̯# {GOLD: #fajkˈua̯#}
1427   | ... | ... | ... | ... | ... | ... | ... | #fˌakjˈɔli# | *#fˌakjˈɔːlˠə# | *#fˌakjˈɔːlˠ# {GOLD: >*} | *#fˌakjˈɔːlˠ# {GOLD: >*} | *#facˈɔlˠ# {GOLD: >*} | *#facˈɔlˠ# {GOLD: #facˈɔlˠ#}
1428   | ... | ... | ... | #fˌɑseˈolum# | *#fˌɑsjˈɒlʊ# | *#fˌɑsjˈolu# | *#fˌasˈolu# | *#fˌaʃˈɔlu# | *#fˌaʃˈuo̯lˠə# | *#fˌaʃˈuo̯lˠ# {GOLD: #faʃˈuo̯lˠ#} | *#fˌaʃˈua̯lˠ# {GOLD: >*} | *#faʃˈua̯lˠ# {GOLD: >*} | *#faʃˈua̯lˠ# {GOLD: #faʃˈua̯lˠ#}
1429   | ... | ... | ... | #ˌinfˌɑskiˈɑːnioː# | *#ˌɪnfˌɑskjˈɒːnju# | *#ˌefˌɑskjˈoɲu# | *#fˌascˈoɲu# | *#fˌaʃcˈɔ̃ɲu# | *#fɐʃcˈɔ̃ɲə# | *#fəʃcˈɔ̃ɲ# {GOLD: >*} | *#fəʃcˈɔ̃ɲ# {GOLD: >*} | *#fəʃcˈɔɲ# {GOLD: >*} | *#fəʃcˈɔj# {GOLD: #faʃcˈɔj#}
1430   | ... | ... | ... | #fˌɑbrikˈɑːnioː# | *#fˌɑβrɪkˈɒːnju# | *#fˌɑːrkˈoɲu# | *#fˌaːrkˈoɲu# | *#fˌaːɾkˈɔ̃ɲu# | *#fˌaːɾkˈɔ̃ɲə# | *#fˌaːɾkˈɔ̃ɲ# {GOLD: >*} | *#fˌaːɾkˈɔ̃ɲ# {GOLD: >*} | *#faɾkˈɔɲ# {GOLD: >*} | *#faɾkˈɔj# {GOLD: #faɾkˈɔj#}
1431   | ... | ... | ... | #fˈɑllium# | *#fˈɑʎʊ# | *#fˈɑʎu# | *#fˈaʎu# | *#fˈaʎu# | *#fˈaːʎə# | *#fˈaːʎ# {GOLD: >*} | *#fˈaːʎ# {GOLD: >*} | *#fˈaj# {GOLD: >*} | *#fˈaj# {GOLD: #fˈaj#}
1432   | ... | ... | ... | #fˈɑːɡum# | *#fˈɑːɡʊ# | *#fˈɑɡu# | *#fˈaɡu# | *#fˈaɡu# | *#fˈaɡə# | *#fˈaɡ# {GOLD: >*} | *#fˈaɡ# {GOLD: >*} | *#fˈaɡ# {GOLD: >*} | *#fˈaɡ# {GOLD: #fˈaɡ#}
1433   | ... | ... | ... | #fˈɑkieːs# | *#fˈɑkjeː# | *#fˈɑkje# | *#fˈacje# | *#fˈacje# | *#fˈacjɛ# | *#fˈacɛ# {GOLD: >*} | *#fˈacɛ# {GOLD: >*} | *#fˈacɛ# {GOLD: >*} | *#fˈacɛ# {GOLD: #fˈacɛ#}
1434   | ... | ... | ... | #fˈɑskiɑm# | *#fˈɑskjɑ# | *#fˈɑskjɑ# | *#fˈasca# | *#fˈaʃca# | *#fˈaːʃca# | *#fˈaːʃcə# {GOLD: >*} | *#fˈaːʃcə# {GOLD: >*} | *#fˈaʃcə# {GOLD: >*} | *#fˈaʃcə# {GOLD: #fˈaʃcə#}
1435   | ... | ... | ... | #fˈɑːtum# | *#fˈɑːtʊ# | *#fˈɑtu# | *#fˈatu# | *#fˈatu# | *#fˈatə# | *#fˈat# {GOLD: >*} | *#fˈat# {GOLD: >*} | *#fˈat# {GOLD: >*} | *#fˈat# {GOLD: #fˈat#}
1436   | ... | ... | ... | #fˈɑrum# | *#fˈɑrʊ# | *#fˈɑru# | *#fˈaru# | *#fˈaɾu# | *#fˈaːɾə# | *#fˈaːɾ# {GOLD: >*} | *#fˈaːɾ# {GOLD: >*} | *#fˈaɾ# {GOLD: >*} | *#fˈaɾ# {GOLD: #fˈaɾ#}
1437   | ... | ... | ... | #fˈɑbrikɑ# | *#fˈɑβrɪkɑ# | *#fˈɑːrkɑ# | *#fˈaːrka# | *#fˈaːɾka# | *#fˈaːɾka# | *#fˈaːɾkə# {GOLD: #fˈaːɾkə#} | *#fˈaːɾkə# {GOLD: #fˈaːɾkə#} | *#fˈaɾkə# {GOLD: >*} | *#fˈaɾkə# {GOLD: #fˈaɾkə#}
1438   | ... | ... | ... | #fˈɑrmɑkum# | *#fˈɑrmɑkʊ# | *#fˈɑrmɑku# | *#fˈarmaku# | *#fˈaɾmɐku# | *#fˈaːɾmɐkə# | *#fˈaːɾmək# {GOLD: #fˈaɾmək#} | *#fˈaːɾmək# {GOLD: >*} | *#fˈaɾmək# {GOLD: #fˈaɾmək#} | *#fˈaɾmək# {GOLD: #fˈaɾmək#}
1439   | ... | ... | ... | #fˈɑːmɑ# | *#fˈɑːmɑ# | *#fˈɑmɑ# | *#fˈama# | *#fˈãma# | *#fˈama# | *#fˈamə# {GOLD: >*} | *#fˈamə# {GOLD: >*} | *#fˈamə# {GOLD: >*} | *#fˈamə# {GOLD: #fˈamə#}
1440   | ... | ... | ... | #fˈɑmulum# | *#fˈɑmʊlʊ# | *#fˈɑmulu# | *#fˈamulu# | *#fˈãmulu# | *#fˈamulˠə# | *#fˈamulˠ# {GOLD: >*} | *#fˈamulˠ# {GOLD: >*} | *#fˈamulˠ# {GOLD: >*} | *#fˈamulˠ# {GOLD: #fˈamulˠ#}
1441   | ... | ... | ... | #fˌenˈestrɑm# | *#fˌɛnˈɛstrɑ# | *#fˌɛnˈɛstrɑ# | *#fˌɛnˈɛstra# | *#fɪ̃ɾ̃ˈɛːʃtɾa# | *#fə̃ɾ̃ˈie̯ʃtɾa# | *#fə̃ɲˈɛʃtɾ̩# {GOLD: >*} | *#fə̃ɲˈɛʃtɾ̩# {GOLD: >*} | *#fəɲˈɛʃtɾ̩# {GOLD: >*} | *#fəɲˈɛʃtəɾ# {GOLD: #fəɲˈɛʃtəɾ#}
1442   | ... | ... | ... | ... | #fˌonnˈɑːrju# | *#fˌonːˈɑrju# | *#fˌonːˈeru# | *#fˌɔ̃nːˈeɾu# | *#fˌɔ̃nːˈɛːɾə# | *#fˌɔ̃nːˈɛːɾ# {GOLD: >*} | *#fˌɔ̃nˈɛːɾ# {GOLD: >*} | *#fɔnˈɛɾ# {GOLD: >*} | *#fɔnˈɛɾ# {GOLD: #fənˈɛɾ#}
1443   | ... | ... | ... | #fˌɑlkˈiːneɑ# | *#fˌɑlkˈinjɑ# | *#fˌɑlkˈiɲɑ# | *#fˌalcˈiɲa# | *#fəlcˈĩɲa# | *#fəlcˈĩɲa# | *#fl̩cˈĩɲə# {GOLD: #fəʎcˈĩɲə#} | *#fl̩cˈĩɲə# {GOLD: >*} | *#fl̩cˈiɲə# {GOLD: >*} | *#fəlcˈiɲə# {GOLD: #fəlcˈiɲə#}
1444   | ... | ... | ... | #frˌikˈɑːnioː# | *#frˌɪkˈɒːnju# | *#frˌikˈoɲu# | *#frˌikˈoɲu# | *#fɾˌikˈɔ̃ɲu# | *#fɾˌikˈɔ̃ɲə# | *#fɾ̩kˈɔ̃ɲ# {GOLD: >*} | *#fɾ̩kˈɔ̃ɲ# {GOLD: >*} | *#fɾ̩kˈɔɲ# {GOLD: >*} | *#fəɾkˈɔj# {GOLD: #fəɾkˈɔj#}
1445   | ... | ... | ... | #frˌiːɡulˈɑːnioː# | *#frˌiɡʊlˈɒːnju# | *#frˌiɡulˈoɲu# | *#frˌiɡulˈoɲu# | *#fɾˌiɡulˈɔ̃ɲu# | *#fɾˌiɡulˠˈɔ̃ɲə# | *#fɾ̩ɡəlˠˈɔ̃ɲ# {GOLD: >*} | *#fɾ̩ɡəlˠˈɔ̃ɲ# {GOLD: >*} | *#fɾ̩ɡəlˠˈɔɲ# {GOLD: >*} | *#fəɾɡəlˠˈɔj# {GOLD: #fəɾɡəlˠˈɔj#}
1446   | ... | ... | ... | #frˌiːɡˈonioː# | *#frˌiɡˈɒnju# | *#frˌiɡˈoɲu# | *#frˌiɡˈoɲu# | *#fɾˌiɡˈɔ̃ɲu# | *#fɾˌiɡˈɔ̃ɲə# | *#fɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#fɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#fɾ̩ɡˈɔɲ# {GOLD: >*} | *#fəɾɡˈɔj# {GOLD: #fəɾɡˈɔj#}
1447   | ... | ... | ... | #fˌebrˈɑːrium# | *#fˌɛβrˈɒːrjʊ# | *#fˌɛβrˈorju# | *#fˌɛwrˈoru# | *#fˌɛːɾˈɔɾu# | *#fˌɛːɾˈuo̯ɾə# | *#fˌɛːɾˈuo̯ɾ# {GOLD: #fəɾˈuo̯ɾ#} | *#fˌɛːɾˈua̯ɾ# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
1448   | ... | ... | ... | #fˌɑːrinˈɑːtɑ# | *#fˌɑːrɪnˈɑːtɑ# | *#fˌɑrenˈɑtɑ# | *#fˌarɑ̃ɾ̃ˈata# | *#fəɾə̃ɾ̃ˈata# | *#fərːˈata# | *#fərˈatə# {GOLD: >*} | *#fərˈatə# {GOLD: >*} | *#fərˈatə# {GOLD: >*} | *#fərˈatə# {GOLD: #fərˈatə#}
1449   | ... | ... | ... | #fˌɑːrinˈɑːnioː# | *#fˌɑːrɪnˈɒːnju# | *#fˌɑrenˈoɲu# | *#fˌarɑ̃ɾ̃ˈoɲu# | *#fəɾə̃ɾ̃ˈɔ̃ɲu# | *#fərːˈɔ̃ɲə# | *#fərˈɔ̃ɲ# {GOLD: >*} | *#fərˈɔ̃ɲ# {GOLD: >*} | *#fərˈɔɲ# {GOLD: >*} | *#fərˈɔj# {GOLD: #fərˈɔj#}
1450   | ... | ... | ... | #fˌɑmˈiliɑm# | *#fˌɑmˈiʎɑ# | *#fˌɑmˈiʎɑ# | *#fˌamˈiʎa# | *#fˌãmˈiʎa# | *#fˌãmˈiːʎa# | *#fˌãmˈiːʎə# {GOLD: #fəmˈiʎə#} | *#fˌə̃mˈiːʎə# {GOLD: >*} | *#fəmˈijə# {GOLD: >*} | *#fəmˈijə# {GOLD: #fəmˈijə#}
1451   | ... | ... | ... | ... | ... | #fˈɑnɡo# | *#fˈanɡo# | *#fˈãnɡɔ# | *#fˈãnɡə# | *#fˈãŋɡ# {GOLD: #fˈãnɡ#} | *#fˈə̃ŋɡ# {GOLD: >*} | *#fˈəŋɡ# {GOLD: >*} | *#fˈəŋɡ# {GOLD: #fˈəŋɡ#}
1452   | ... | ... | ... | #fˌidˈɑːnioː# | *#fˌɪdˈɒːnju# | *#fˌedˈoɲu# | *#fɪðˈoɲu# | *#fjˈɔ̃ɲu# | *#fjˈɔ̃ɲə# | *#fjˈɔ̃ɲ# {GOLD: >*} | *#fjˈɔ̃ɲ# {GOLD: >*} | *#fjˈɔɲ# {GOLD: >*} | *#fjˈɔj# {GOLD: #fɛjˈɔj#}
1453   | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... {GOLD: ...} | #fˈɛː# {GOLD: #fˈɛː#} | *#fˈɛ# {GOLD: >*} | *#fˈɛ# {GOLD: #fˈɛ#}
1454   | ... | ... | ... | #fˈilikɑm# | *#fˈɪlɪkɑ# | *#fˈelekɑ# | *#fˈelɪka# | *#fˈelɪka# | *#fˈɛːlka# | *#fˈɛːʎkə# {GOLD: >*} | *#fˈɛːʎkə# {GOLD: >*} | *#fˈɛjkə# {GOLD: >*} | *#fˈɛjkə# {GOLD: #fˈɛjkə#}
1455   | ... | ... | ... | #fˌɑwˈɑliɑm# | *#fˈɑwɑʎɑ# | *#fˈɑwɑʎɑ# | *#fˈawaʎa# | *#fˈaːɐʎa# | *#fˈaːɐʎa# | *#fˈɛːlːə# {GOLD: >*} | *#fˈɛːlːə# {GOLD: >*} | *#fˈɛlə# {GOLD: >*} | *#fˈɛlə# {GOLD: #fˈɛlə#}
1456   | ... | ... | ... | #ˌofˈellɑm# | *#ˌʊfˈɛllɑ# | *#ˌufˈɛlːɑ# | *#fˈɛlːa# | *#fˈɛlːa# | *#fˈɛːlːa# | *#fˈɛːlːə# {GOLD: >*} | *#fˈɛːlːə# {GOLD: >*} | *#fˈɛlə# {GOLD: >*} | *#fˈɛlə# {GOLD: #fˈɛlə#}
1457   | ... | ... | ... | #ˌiːnfˈernum# | *#ˌinfˈɛrnʊ# | *#ˌifˈɛrnu# | *#fˈɛrnu# | *#fˈɛɾnu# | *#fˈɛːrːə# | *#fˈɛːr# {GOLD: >*} | *#fˈɛːr# {GOLD: >*} | *#fˈɛr# {GOLD: >*} | *#fˈɛr# {GOLD: #fˈɛr#}
1458   | ... | ... | ... | #fˈeːminɑm# | *#fˈeːmɪnɑ# | *#fˈemenɑ# | *#fˈemɑ̃ɾ̃a# | *#fˈẽmɐɾ̃a# | *#fˈɛ̃mɐɾ̃a# | *#fˈɛ̃məɾ̃ə# {GOLD: #fˈɛ̃məɾ̃ə#} | *#fˈɛ̃məɾ̃# {GOLD: >*} | *#fˈɛməɾ# {GOLD: >*} | *#fˈɛməɾ# {GOLD: #fˈɛməɾ#}
1459   | ... | ... | ... | #fˌɑlliˈeːnioː# | *#fˌɑʎˈeːnju# | *#fˌɑʎˈeɲu# | *#fˌaʎˈeɲu# | *#fˌɐʎˈẽɲu# | *#fˌɐʎˈɛ̃ɲə# | *#fˌəʎˈɛ̃ɲ# {GOLD: >*} | *#fˌəʎˈɛ̃ɲ# {GOLD: #fəʎˈɛ̃ɲ#} | *#fjˈɛɲ# {GOLD: #fəjˈɛɲ#} | *#fjˈɛj# {GOLD: #fjˈɛj#}
1460   | ... | ... | ... | #fˌiliˈɑster# | *#fˌɪʎˈɑstɛr# | *#fˌeʎˈɑstɛr# | *#fˌeʎˈestɪr# | *#fɪʎˈeʃtɪɾ# | *#fəʎˈɛːʃtəɾ# | *#fəʎˈɛːʃtɾ̩# {GOLD: >*} | *#fəʎˈɛːʃtɾ̩# {GOLD: #fjˈɛʃtɾ̩#} | *#fjˈɛʃtɾ̩# {GOLD: >*} | *#fjˈɛʃtəɾ# {GOLD: #fjˈɛʃtəɾ#}
1461   | ... | ... | ... | #fˌiːleːˈolɑm# | *#fˌiʎˈɒlɑ# | *#fˌiʎˈolɑ# | *#fˌiðjˈola# | *#fɪʎˈɔla# | *#fəʎˈɔːlˠa# | *#fəʎˈɔːlˠə# {GOLD: >*} | *#fəʎˈɔːlˠə# {GOLD: >*} | *#fjˈɔlˠə# {GOLD: >*} | *#fjˈɔlˠə# {GOLD: #fjˈɔlˠə#}
1462   | ... | ... | ... | #fˌistulˈɑːnioː# | *#fˌɪstʊlˈɒːnju# | *#fˌestulˈoɲu# | *#fɪstulˈoɲu# | *#fˌiːʃtulˈɔ̃ɲu# | *#fˌiːʃtulˠˈɔ̃ɲə# | *#fˌiːʃtəlˠˈɔ̃ɲ# {GOLD: >*} | *#fˌiːʃtəlˠˈɔ̃ɲ# {GOLD: >*} | *#fiʃtəlˠˈɔɲ# {GOLD: >*} | *#fiʃtəlˠˈɔj# {GOLD: #fiʃkəlˠˈɔj#}
1463   | ... | ... | ... | #fˌiːliˈɑːnum# | *#fˌiʎˈɑːnʊ# | *#fˌiʎˈɑnu# | *#fˌiʎˈanu# | *#fɪʎˈãɾ̃u# | *#fəʎˈanːə# | *#fəʎˈanː# {GOLD: #fˌiʎˈɑ̃ɾ̃#} | *#fəʎˈan# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
1464   | ... | ... | ... | #fˈiːkum# | *#fˈikʊ# | *#fˈiku# | *#fˈiku# | *#fˈiku# | *#fˈikə# | *#fˈik# {GOLD: >*} | *#fˈik# {GOLD: >*} | *#fˈik# {GOLD: >*} | *#fˈik# {GOLD: #fˈik#}
1465   | ... | ... | ... | #fˈiːlum# | *#fˈilʊ# | *#fˈilu# | *#fˈilu# | *#fˈilu# | *#fˈiːlˠə# | *#fˈiːlˠ# {GOLD: >*} | *#fˈiːlˠ# {GOLD: >*} | *#fˈilˠ# {GOLD: >*} | *#fˈilˠ# {GOLD: #fˈilˠ#}
1466   | ... | ... | ... | #fˌɑktˈuːrɑm# | *#fˌɑktˈuːrɑ# | *#fˌɑçtˈyrɑ# | *#fˌajtˈyra# | *#fˌajtˈyɾa# | *#fˌajtˈyːɾa# | *#fˌajtˈyːɾə# {GOLD: #fətˈyɾə#} | *#fˌajtˈyːɾə# {GOLD: >*} | *#fajtˈyɾə# {GOLD: >*} | *#fajtˈyɾə# {GOLD: #fytˈyɾə#}
1467   | ... | ... | ... | ... | #fˌɑʎˈɒːɲu# | *#fˌɑˈoe̯ɲu# | *#fˌaˈoe̯ɲu# | *#fəˈœ̃ːɲu# | *#fəˈỹe̯ɲə# | *#fˈỹːe̯ɲ# {GOLD: >*} | *#fˈỹːe̯ɲ# {GOLD: >*} | *#fˈye̯ɲ# {GOLD: >*} | *#fˈye̯j# {GOLD: #fˈye̯j#}
1468   | ... | ... | ... | #fˌoliˈɑːtɑm# | *#fˌʊʎˈɑːtɑ# | *#fˌuʎˈɑtɑ# | *#fˌuʎˈata# | *#fˌuʎˈata# | *#fˌɔjlˈɛta# | *#fˌɔjlˈɛtə# {GOLD: >*} | *#fˌɔjlˈɛtə# {GOLD: >*} | *#fɔjlˈɛtə# {GOLD: >*} | *#fɔjlˈɛtə# {GOLD: #fɔjlˈɛtə#}
1469   | ... | ... | ... | #fˈortem# | *#fˈɒrtɛ# | *#fˈortɛ# | *#fˈortɪ# | *#fˈɔɾtɪ# | *#fˈɔːɾtə# | *#fˈɔːɾt# {GOLD: >*} | *#fˈɔːɾt# {GOLD: >*} | *#fˈɔɾt# {GOLD: >*} | *#fˈɔɾt# {GOLD: #fˈɔɾt#}
1470   | ... | ... | ... | #fˌoːrmˈellɑm# | *#fˌurmˈɛllɑ# | *#fˌurmˈɛlːɑ# | *#fˌurmˈɛlːa# | *#fˌuɾmˈɛlːa# | *#fˌuɾmˈɛːlːa# | *#fˌuɾmˈɛːlːə# {GOLD: >*} | *#fˌuɾmˈɛːlːə# {GOLD: >*} | *#fuɾmˈɛlə# {GOLD: >*} | *#fuɾmˈɛlə# {GOLD: #fˈɔɾbəl#}
1471   | ... | ... | ... | ... | ... | ... | #xˈɒldʊ# | *#xlˈɑːðə# | *#xlˈɑːðə# | *#xlˈaːð# {GOLD: >*} | *#hlˈaːð# {GOLD: >*} | *#hlˈað# {GOLD: >*} | *#hlˈað# {GOLD: #flˠˈad#}
1472   | ... | ... | ... | #fˌulkˈiːɑ# | *#fˌʊlkˈiɑ# | *#fˌulkˈijɑ# | *#fˌulcˈija# | *#fˌulcˈija# | *#fˌulcˈija# | *#fˌult͡ʃˈiː# {GOLD: >*} | *#fˌult͡ʃˈiː# {GOLD: >*} | *#fult͡ʃˈi# {GOLD: >*} | *#fult͡ʃˈi# {GOLD: #fucˈi#}
1473   | ... | ... | ... | #fˌuskinˈɑːrium# | *#fˌʊskɪnjˈɒːrjʊ# | *#fˌuskeɲˈorju# | *#fˌuscɪɲˈoru# | *#fˌuʃcɲˈɔɾu# | *#fˌuʃcɲˈuo̯ɾə# | *#fˌuʒɲˈuo̯ɾ# {GOLD: >*} | *#fˌuʒɲˈua̯ɾ# {GOLD: >*} | *#fuʒɲˈua̯ɾ# {GOLD: >*} | *#fuʒɲˈua̯ɾ# {GOLD: #fuʒɲˈaɾ#}
1474   | ... | ... | ... | #fˌilikˈeːtum# | *#fˌɪlɪkˈeːtʊ# | *#fˌelekˈetu# | *#fˌulːɪcˈetu# | *#fˌulːɪcˈetu# | *#fˌulːəcˈɛtə# | *#fˌulːəcˈɛt# {GOLD: >*} | *#fˌulːcˈɛt# {GOLD: >*} | *#fulcˈɛt# {GOLD: >*} | *#fulcˈɛt# {GOLD: #fulcˈɛt#}
1475   | ... | ... | ... | #flˌiktˈɑːriɑm# | *#flˌɪktˈɑːrjɑ# | *#flˌektˈɑrjɑ# | *#flˌektˈerja# | *#flˌektˈeɾja# | *#flˠˌɛtˈɛːɾja# | *#flˠˌɛtˈɛːɾɛ# {GOLD: #fɾ̩tˈɛɾɛ#} | *#flˠˌɛtˈɛːɾɛ# {GOLD: >*} | *#flˠɛtˈɛɾɛ# {GOLD: >*} | *#flˠɛtˈɛɾɛ# {GOLD: #fultˈɛɾɛ#}
1476   | ... | ... | ... | #fˌortˈuːnɑm# | *#fˌʊrtˈuːnɑ# | *#fˌurtˈynɑ# | *#fˌurtˈuna# | *#fˌuɾtˈũna# | *#fˌuɾtˈũna# | *#fˌuɾtˈũnə# {GOLD: >*} | *#fˌuɾtˈũnə# {GOLD: >*} | *#fuɾtˈunə# {GOLD: >*} | *#fuɾtˈunə# {GOLD: #fuɾtˈunə#}
1477   | ... | ... | ... | #fˌornikˈiːɑ# | *#fˌʊrnɪkˈiɑ# | *#fˌurnekˈijɑ# | *#fˌurnɪcˈija# | *#fˌuɾnɪcˈija# | *#fˌurːicˈija# | *#fˌuricˈiː# {GOLD: #fˌurəcˈiː#} | *#fˌuricˈiː# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
1478   | ... | ... | ... | #fˈossɑ# | *#fˈʊssɑ# | *#fˈussɑ# | *#fˈussa# | *#fˈuʃa# | *#fˈuːʃa# | *#fˈuːʃə# {GOLD: >*} | *#fˈuːʃə# {GOLD: >*} | *#fˈuʃə# {GOLD: >*} | *#fˈuʃə# {GOLD: #fˈuʃə#}
1479   | ... | ... | ... | #fˈustulum# | *#fˈʊstʊlʊ# | *#fˈustulu# | *#fˈustulu# | *#fˈuʃtulu# | *#fˈuːʃtulˠə# | *#fˈuːʃtulˠ# {GOLD: >*} | *#fˈuːʃtulˠ# {GOLD: >*} | *#fˈuʃtulˠ# {GOLD: >*} | *#fˈuʃtulˠ# {GOLD: #fˈuʃtulˠ#}
1480   | ... | ... | ... | #fˈuskinɑm# | *#fˈʊskɪnjɑ# | *#fˈuskeɲɑ# | *#fˈuscɪɲa# | *#fˈuʃcɲa# | *#fˈuːʃcɲa# | *#fˈuːʒɲə# {GOLD: #fˈuʃcĩɲə#} | *#fˈuːʒɲə# {GOLD: >*} | *#fˈuʒɲə# {GOLD: >*} | *#fˈuʒɲə# {GOLD: #fˈuʒɲə#}
1481   | ... | ... | ... | #fˈutuoː# | *#fˈʊtwu# | *#fˈutwu# | *#fˈutu# | *#fˈutu# | *#fˈutə# | *#fˈut# {GOLD: >*} | *#fˈut# {GOLD: >*} | *#fˈut# {GOLD: >*} | *#fˈut# {GOLD: #fˈut#}
1482   | ... | ... | ... | #fˈundum# | *#fˈʊndʊ# | *#fˈundu# | *#fˈundu# | *#fˈũndu# | *#fˈũndə# | *#fˈũnd# {GOLD: >*} | *#fˈũnd# {GOLD: #fˈũnd#} | *#fˈund# {GOLD: >*} | *#fˈund# {GOLD: #fˈund#}
1483   | ... | ... | ... | #fˈurkɑm# | *#fˈʊrkɑ# | *#fˈurkɑ# | *#fˈurka# | *#fˈuɾka# | *#fˈuːɾka# | *#fˈuːɾkə# {GOLD: >*} | *#fˈuːɾkə# {GOLD: >*} | *#fˈuɾkə# {GOLD: >*} | *#fˈuɾkə# {GOLD: #fˈuɾkə#}
1484   | ... | ... | ... | #fˈurnum# | *#fˈʊrnʊ# | *#fˈurnu# | *#fˈurnu# | *#fˈuɾnu# | *#fˈuːrːə# | *#fˈuːr# {GOLD: >*} | *#fˈuːr# {GOLD: >*} | *#fˈur# {GOLD: >*} | *#fˈur# {GOLD: #fˈur#}
1485   | ... | ... | ... | #fˈornikem# | *#fˈʊrnɪkɛ# | *#fˈurnekɛ# | *#fˈurnɪcɪ# | *#fˈuɾnɪcɪ# | *#fˈuːrːicə# | *#fˈuːric# {GOLD: #fˈuric#} | *#fˈuːric# {GOLD: >*} | *#fˈuric# {GOLD: >*} | *#fˈuric# {GOLD: #fˈuric#}
1486   | ... | ... | ... | #wˌiːkˈiːnum# | *#wˌikˈinʊ# | *#wˌikˈinu# | *#βˌicˈinu# | *#βɪcˈĩnu# | *#fcˈĩːnə# | *#fcˈĩː# {GOLD: #fcˈĩɲ#} | *#fcˈĩː# {GOLD: >*} | *#fcˈi# {GOLD: >*} | *#fcˈi# {GOLD: #fcˈi#}
1487   | ... | ... | ... | ... | #fˌɑkiˈɔlɑ# | *#fˌɑkjˈolɑ# | *#fˌacˈøla# | *#fəcˈœla# | *#fcˈɔːlˠa# | *#fcˈɔːlˠə# {GOLD: >*} | *#fcˈɔːlˠə# {GOLD: >*} | *#fcˈɔlˠə# {GOLD: >*} | *#fcˈɔlˠə# {GOLD: #fcˈɔlˠə#}
1488   | ... | ... | ... | #fˌossˈɑːtum# | *#fˌʊssˈɑːtʊ# | *#fˌussˈɑtu# | *#fˌussˈatu# | *#fˌuʃˈatu# | *#fʃˈatə# | *#fʃˈat# {GOLD: >*} | *#fʃˈat# {GOLD: >*} | *#fʃˈat# {GOLD: >*} | *#fʃˈat# {GOLD: #fʃˈat#}
1489   | ... | ... | ... | #wˌeːssˈiːkɑm# | *#wˌeːssˈikɑ# | *#wˌessˈikɑ# | *#βɪssˈika# | *#βɪʃˈika# | *#fʃˈika# | *#fʃˈikə# {GOLD: >*} | *#fʃˈikə# {GOLD: >*} | *#fʃˈikə# {GOLD: >*} | *#fʃˈikə# {GOLD: #fʃˈikə#}
1490   | ... | ... | ... | #fˌissˈikulɑ# | *#fˌɪssˈikʊlɑ# | *#fˌessˈikulɑ# | *#fɪssˈikula# | *#fɪʃˈikula# | *#fʃˈikulˠə# | *#fʃˈikulˠ# {GOLD: >*} | *#fʃˈikulˠ# {GOLD: >*} | *#fʃˈikulˠ# {GOLD: >*} | *#fʃˈikulˠ# {GOLD: #fʃˈikulˠ#}
