etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Standard Albanian | Output {GOLD}
1015   | ... | ... | ... | ... | *#ʃˌuʃpˈirju# | *#ʃˌuʃpˈirju# | *#ʃˌuʃpˈiːrj# {GOLD: >*} | *#ʃˌuʃpˈiːɾj# {GOLD: >*} | *#ʃəʃpˈiɾj# {GOLD: >*} | *#ʃət͡ʃpˈiɾj# | *#ʃət͡ʃpˈiɾj# {GOLD: #ʃpˈirə#}
1016   | #sˈurdum# | *#sˈurdu# | *#sˈurðu# | *#sˈurðu# | *#ʃˈurðu# | *#ʃˈurðu# | *#ʃˈuːrð# {GOLD: >*} | *#ʃˈuːɾð# {GOLD: >*} | *#ʃˈuɾð# {GOLD: >*} | *#ʃˈuɾð# | *#ʃˈuɾð# {GOLD: #ʃˈuɾð#}
1017   | ... | ... | ... | *#sərˈinɡɑ# | *#ʃərˈinɡɑ# | *#ʃərˈinɡɑ# | *#ʃərˈĩːnɡə# {GOLD: >*} | *#ʃəɾˈĩːnɡə# {GOLD: >*} | *#ʃəɾˈinɡə# {GOLD: >*} | *#ʃəɾˈinɡə# | *#ʃəɾˈinɡə# {GOLD: #ʃiɾˈiŋɡə#}
1018   | ... | ... | ... | *#təbjˈɛllɑ# | *#təbjˈɛllɑ# | *#təbjˈɛllɑ# | *#təbjˈɛːllə# {GOLD: >*} | *#təbjˈɛːllə# {GOLD: >*} | *#təbjˈɛllə# {GOLD: >*} | *#təbjˈɛllə# | *#təbjˈɛllə# {GOLD: #tabˈɛlə#}
1019   | #tˈɑːktum# | *#tˈɑːktu# | *#tˈɑktu# | *#tˈɑktu# | *#tˈɑftu# | *#tˈɑftu# | *#tˈaːft# {GOLD: >*} | *#tˈaːft# {GOLD: >*} | *#tˈaft# {GOLD: >*} | *#tˈaft# | *#tˈaft# {GOLD: #tˈaft#}
1020   | #tˌɑksitˈɑːnioː# | *#tˌɑksitˈɑːɲoː# | *#tˌɑksetˈɑɲø# | *#təksətˈɑɲɛ# | *#təfʃətˈɑɲɛ# | *#təfʃətˈɑɲɛ# | *#təfʃətˈãːɲ# {GOLD: >*} | *#təfʃətˈəːɲ# {GOLD: >*} | *#təfʃətˈəɲ# {GOLD: >*} | *#təfʃətˈəɲ# | *#təfʃətˈəɲ# {GOLD: #tatˈɔj#}
1021   | #tˈɑːleɑ# | *#tˈɑːʎɑ# | *#tˈɑʎɑ# | *#tˈɛʎɑ# | *#tˈɛʎɑ# | *#tˈɛʎɑ# | *#tˈɛːʎə# {GOLD: #tˈaʎə#} | *#tˈɛːʎə# {GOLD: >*} | *#tˈɛjə# {GOLD: >*} | *#tˈɛjə# | *#tˈɛjə# {GOLD: #tˈajə#}
1022   | #tˈɑliɑ# | *#tˈɑʎɑ# | *#tˈɑʎɑ# | *#tˈɛʎɑ# | *#tˈɛʎɑ# | *#tˈɛʎɑ# | *#tˈɛːʎə# {GOLD: >*} | *#tˈɛːʎə# {GOLD: #tˈaʎə#} | *#tˈɛjə# {GOLD: >*} | *#tˈɛjə# | *#tˈɛjə# {GOLD: #tˈalə#}
1023   | #tˈɑppɑ# | *#tˈɑppɑ# | *#tˈɑppɑ# | *#tˈɑppɑ# | *#tˈɑppɑ# | *#tˈɑppɑ# | *#tˈappə# {GOLD: >*} | *#tˈappə# {GOLD: >*} | *#tˈappə# {GOLD: >*} | *#tˈappə# | *#tˈappə# {GOLD: #tˈapə#}
1024   | #tˌɑwˈernɑm# | *#tˌɑˈernɑ# | *#tˌɑˈɛrnɑ# | *#təjˈɛrnɑ# | *#təjˈɛrnɑ# | *#təjˈɛrnɑ# | *#təjˈɛːrnə# {GOLD: >*} | *#təjˈɛːrə# {GOLD: >*} | *#təjˈɛrə# {GOLD: >*} | *#təjˈɛrə# | *#təjˈɛrə# {GOLD: #tavˈɛrə#}
1025   | #tˈɑwɾiː# | *#tˈɑwɾiː# | *#tˈɑwɾi# | *#tˈɛwɾi# | *#tˈɛwɾi# | *#tˈɛwɾi# | *#tˈɛwɾ# {GOLD: #tˈæːɾ#} | *#tˈɛwɾ# {GOLD: >*} | *#tˈɛwɾ# {GOLD: >*} | *#tˈɛwɾ# | *#tˈɛwɾ# {GOLD: #tˈɛɾ#}
1026   | #tˈɑwɾum# | *#tˈɑwɾu# | *#tˈɑwɾu# | *#tˈɑɾu# | *#tˈɑɾu# | *#tˈɑɾu# | *#tˈaːɾ# {GOLD: #tˈaːɾ#} | *#tˈaːɾ# {GOLD: >*} | *#tˈaɾ# {GOLD: >*} | *#tˈaɾ# | *#tˈaɾ# {GOLD: #tˈaɾ#}
1027   | #tˈeɡminem# | *#tˈeɡməne# | *#tˈɛɡmnɛ# | *#tˈiɡmnɛ# | *#tˈiɡmnɛ# | *#tˈiɡmnɛ# | *#tˈiɡmn# {GOLD: #tˈĩːmɑ̃ɾ̃ə#} | *#tˈiɡmn# {GOLD: >*} | *#tˈiɡmn# {GOLD: >*} | *#tˈiɡmn# | *#tˈiɡmn# {GOLD: #tˈiməɾ#}
1028   | #tˈeːɡulɑ# | *#tˈeːɡəlːɑ# | *#tˈeɡlːɑ# | *#tˈɛɡlːɑ# | *#tˈɛɡlːɑ# | *#tˈɛɡlːɑ# | *#tˈɛɡlːə# {GOLD: >*} | *#tˈɛɡlˠə# {GOLD: >*} | *#tˈɛɡlˠə# {GOLD: >*} | *#tˈɛɡlˠə# | *#tˈɛɡlˠə# {GOLD: #tjˈɛɡulˠ#}
1029   | ... | ... | ... | ... | ... | ... | ... {GOLD: #tˈɛmpl̩ˠ#} | *#tˈɛmpl̩ˠ# {GOLD: >*} | *#tˈɛmpl̩ˠ# {GOLD: >*} | *#tˈɛmpl̩ˠ# | *#tˈɛmpl̩ˠ# {GOLD: #tˈɛmpulˠ#}
1030   | ... | ... | ... | ... | ... | ... | ... {GOLD: #tm̩plˈa#} | *#tm̩plˈa# {GOLD: >*} | *#təplˈa# {GOLD: >*} | *#təplˈa# | *#təplˈa# {GOLD: #təmplˈa#}
1031   | #tˈendɑ# | *#tˈendɑ# | *#tˈɛndɑ# | *#tjˈɛndɑ# | *#?1ˈɛndɑ# | *#?1ˈɛndɑ# | *#?1ˈɛ̃ːndə# {GOLD: #tˈɛ̃ndə#} | *#?1ˈɛ̃ːndə# {GOLD: >*} | *#?1ˈɛndə# {GOLD: >*} | *#?1ˈɛndə# | *#?1ˈɛnə# {GOLD: #tˈɛndə#}
1032   | #tˌerebˈellɑ# | *#tˌereˈelɑ# | *#tˌɛrɛˈɛlɑ# | *#tərəjˈɛlɑ# | *#tərəjˈɛlɑ# | *#tərəjˈɛlɑ# | *#tərəjˈɛːlə# {GOLD: >*} | *#təɾəjˈɛːlə# {GOLD: >*} | *#təɾəjˈɛlə# {GOLD: >*} | *#təɾəjˈɛlə# | *#təɾəjˈɛlə# {GOLD: #tuɾjˈɛlə#}
1033   | #tˌerebˈellɑ# | *#tˌereˈelɑ# | *#tˌɛrɛˈɛlɑ# | *#tərəjˈɛlɑ# | *#tərəjˈɛlɑ# | *#tərəjˈɛlɑ# | *#tərəjˈɛːlə# {GOLD: >*} | *#təɾəjˈɛːlə# {GOLD: >*} | *#təɾəjˈɛlə# {GOLD: >*} | *#təɾəjˈɛlə# | *#təɾəjˈɛlə# {GOLD: #tɾˈye̯lə#}
1034   | #tˌerrae̯mˈoːtum# | *#tˌerːɛmˈoːtu# | *#tˌɛrːɛmˈøtu# | *#tərːəmˈɛtu# | *#tərːəmˈɛtu# | *#tərːəmˈɛtu# | *#tərːə̃mˈɛt# {GOLD: >*} | *#tərə̃mˈɛt# {GOLD: >*} | *#tərəmˈɛt# {GOLD: >*} | *#tərəmˈɛt# | *#tərəmˈɛt# {GOLD: #təɾmˈɛt#}
1035   | #tˌerrˈɑːtikum# | *#tˌerːˈɑːtəku# | *#tˌɛrːˈɑtku# | *#tərːˈɑtku# | *#tərːˈɑtku# | *#tərːˈɑtku# | *#tərːˈatk# {GOLD: >*} | *#tərˈatk# {GOLD: >*} | *#tərˈatk# {GOLD: >*} | *#tərˈatk# | *#tərˈatk# {GOLD: #tɾˈatk#}
1036   | #tˈestiɑm# | *#tˈestjɑ# | *#tˈɛstjɑ# | *#tˈistjɑ# | *#tˈiʃ?1ɑ# | *#tˈiʃ?1ɑ# | *#tˈiːʃ?1ə# {GOLD: >*} | *#tˈiːʃ?1ə# {GOLD: >*} | *#tˈiʃ?1ə# {GOLD: >*} | *#tˈit͡ʃ?1ə# | *#tˈit͡ʃ?1ə# {GOLD: #tˈɛʃə#}
1037   | #ˌintˌestimˈɑːnioː# | *#ˌintˌestimˈɑːɲoː# | *#ˌentˌɛstemˈɑɲø# | *#əntəstəmˈɑɲɛ# | *#əntəʃtəmˈɑɲɛ# | *#əntəʃtəmˈɑɲɛ# | *#hə̃ntəʃtə̃mˈãːɲ# {GOLD: >*} | *#hə̃ntəʃtə̃mˈəːɲ# {GOLD: >*} | *#həntəʃtəmˈəɲ# {GOLD: >*} | *#həntət͡ʃtəmˈəɲ# | *#həntət͡ʃtəmˈəɲ# {GOLD: #dəʃmˈɔj#}
1038   | #tˌiːmˈoːnem# | *#tˌiːmˈoːne# | *#tˌimˈonɛ# | *#təmˈye̯nɛ# | *#təmˈye̯nɛ# | *#təmˈye̯nɛ# | *#tə̃mˈye̯n# {GOLD: #tˌĩmˈuo̯#} | *#tə̃mˈye̯n# {GOLD: ...} | ... {GOLD: ...} | ... | ... {GOLD: ...}
1039   | #tˌimˈoːrem# | *#tˌimˈoːre# | *#tˌemˈorɛ# | *#təmˈye̯rɛ# | *#təmˈye̯rɛ# | *#təmˈye̯rɛ# | *#tə̃mˈye̯r# {GOLD: >*} | *#tə̃mˈye̯ɾ# {GOLD: >*} | *#təmˈye̯ɾ# {GOLD: >*} | *#təmˈye̯ɾ# | *#təmˈye̯ɾ# {GOLD: #tmˈɛr#}
1040   | #tˈiːnɑ# | *#tˈiːnɑ# | *#tˈinɑ# | *#tˈinɑ# | *#tˈinɑ# | *#tˈinɑ# | *#tˈĩːnə# {GOLD: >*} | *#tˈĩːɾə# {GOLD: >*} | *#tˈiɾə# {GOLD: >*} | *#tˈiɾə# | *#tˈiɾə# {GOLD: #tˈinə#}
1041   | #tˈineɑ# | *#tˈiɲɑ# | *#tˈeɲɑ# | *#tˈɛɲɑ# | *#tˈɛɲɑ# | *#tˈɛɲɑ# | *#tˈɛ̃ːɲə# {GOLD: >*} | *#tˈɛ̃ːɲə# {GOLD: >*} | *#tˈɛɲə# {GOLD: >*} | *#tˈɛɲə# | *#tˈɛɲə# {GOLD: #tˈɛɲə#}
1042   | #tˈinkɑ# | *#tˈinkɑ# | *#tˈenkɑ# | *#tˈɛnkɑ# | *#tˈɛnɡɑ# | *#tˈɛnɡɑ# | *#tˈɛ̃ːnɡə# {GOLD: >*} | *#tˈɛ̃ːnɡə# {GOLD: >*} | *#tˈɛnɡə# {GOLD: >*} | *#tˈɛnɡə# | *#tˈɛnɡə# {GOLD: #tˈiŋɡə#}
1043   | #tˌinnˈunkulum# | *#tˌinːˈunkəlːu# | *#tˌenːˈunklːu# | *#tənːˈunklːu# | *#tənːˈunɡlːu# | *#tənːˈunɡlːu# | *#tə̃nːˈũːnɡlː# {GOLD: >*} | *#tə̃nˈũːnɡlˠ# {GOLD: >*} | *#tənˈunɡlˠ# {GOLD: >*} | *#tənˈunɡlˠ# | *#tənˈunɡlˠ# {GOLD: #tˈiŋɡəlˠ#}
1044   | #tˈitulum# | *#tˈitəlːu# | *#tˈetlːu# | *#tˈɛtlːu# | *#tˈɛtlːu# | *#tˈɛtlːu# | *#tˈɛtlː# {GOLD: >*} | *#tˈɛtlˠ# {GOLD: >*} | *#tˈɛtlˠ# {GOLD: >*} | *#tˈɛtlˠ# | *#tˈɛtlˠ# {GOLD: #tˈitulˠ#}
1045   | #tˌokkˈɑːnioː# | *#tˌokkˈɑːɲoː# | *#tˌokkˈɑɲø# | *#təkkˈɑɲɛ# | *#təkkˈɑɲɛ# | *#təkkˈɑɲɛ# | *#təkkˈãːɲ# {GOLD: >*} | *#təkkˈəːɲ# {GOLD: >*} | *#təkkˈəɲ# {GOLD: >*} | *#təkkˈəɲ# | *#təkkˈəɲ# {GOLD: #takˈɔj#}
1046   | #tˈorkulum# | *#tˈorkəlːu# | *#tˈorklːu# | *#tˈɔrklːu# | *#tˈɔrklːu# | *#tˈɔrklːu# | *#tˈɔːrklː# {GOLD: >*} | *#tˈɔːɾklˠ# {GOLD: >*} | *#tˈɔɾklˠ# {GOLD: >*} | *#tˈɔɾklˠ# | *#tˈɔɾklˠ# {GOLD: #tˈɔɾkulˠ#}
1047   | #tˈornum# | *#tˈornu# | *#tˈornu# | *#tˈɔrnu# | *#tˈɔrnu# | *#tˈɔrnu# | *#tˈɔːrn# {GOLD: >*} | *#tˈɔːɾn# {GOLD: >*} | *#tˈɔɾn# {GOLD: >*} | *#tˈɔɾn# | *#tˈɔɾn# {GOLD: #tˈɔrə#}
1048   | #tˈortɑ# | *#tˈortɑ# | *#tˈortɑ# | *#tˈɔrtɑ# | *#tˈɔrtɑ# | *#tˈɔrtɑ# | *#tˈɔːrtə# {GOLD: >*} | *#tˈɔːɾtə# {GOLD: >*} | *#tˈɔɾtə# {GOLD: >*} | *#tˈɔɾtə# | *#tˈɔɾtə# {GOLD: #tˈɔɾtə#}
1049   | #trˈɑbezɑ# | *#trˈɑəzɑ# | *#trˈɑzɑ# | *#trˈɑzɑ# | *#trˈɑzɑ# | *#trˈɑzɑ# | *#trˈaːzə# {GOLD: >*} | *#tɾˈaːzə# {GOLD: >*} | *#tɾˈazə# {GOLD: >*} | *#tɾˈazə# | *#tɾˈazə# {GOLD: #tɾˈye̯zə#}
1050   | #trˈɑbum# | *#trˈɑu# | *#trˈɑu# | *#trˈɑu# | *#trˈɑu# | *#trˈɑu# | *#trˈa# {GOLD: >*} | *#tɾˈa# {GOLD: >*} | *#tɾˈa# {GOLD: >*} | *#tɾˈa# | *#tɾˈa# {GOLD: #tɾˈa#}
1051   | #trˌɑːdˈonioː# | *#trˌɑːdˈoɲoː# | *#trˌɑˈoɲø# | *#trəˈɔɲɛ# | *#trəˈɔɲɛ# | *#trəˈɔɲɛ# | *#trˈɔ̃ːɲ# {GOLD: >*} | *#tɾˈɔ̃ːɲ# {GOLD: >*} | *#tɾˈɔɲ# {GOLD: >*} | *#tɾˈɔɲ# | *#tɾˈɔɲ# {GOLD: #tɾˈua̯j#}
1052   | #trˌɑiˌektˈoːrium# | *#trˌɑjˌektˈoːrju# | *#trˌeˌɛjtˈørju# | *#trəəjtˈɛrju# | *#trəəjtˈɛrju# | *#trəəjtˈɛrju# | *#trəəjtˈɛːrj# {GOLD: >*} | *#tɾəəjtˈɛːɾj# {GOLD: >*} | *#tɾəəjtˈɛɾj# {GOLD: >*} | *#tɾəəjtˈɛɾj# | *#tɾəəjtˈɛɾj# {GOLD: #taftˈaɾ#}
1053   | #trˌɑktˈɑːnioː# | *#trˌɑktˈɑːɲoː# | *#trˌɑktˈɑɲø# | *#trəktˈɑɲɛ# | *#trəftˈɑɲɛ# | *#trəftˈɑɲɛ# | *#trəftˈãːɲ# {GOLD: >*} | *#tɾəftˈəːɲ# {GOLD: >*} | *#tɾəftˈəɲ# {GOLD: >*} | *#tɾəftˈəɲ# | *#tɾəftˈəɲ# {GOLD: #tɾajtˈɔj#}
1054   | #trˈɑktɑ# | *#trˈɑktɑ# | *#trˈɑktɑ# | *#trˈɑktɑ# | *#trˈɑftɑ# | *#trˈɑftɑ# | *#trˈaːftə# {GOLD: >*} | *#tɾˈaːftə# {GOLD: >*} | *#tɾˈaftə# {GOLD: >*} | *#tɾˈaftə# | *#tɾˈaftə# {GOLD: #tɾˈajtə#}
1055   | #trˈɑktum# | *#trˈɑktu# | *#trˈɑktu# | *#trˈɑktu# | *#trˈɑftu# | *#trˈɑftu# | *#trˈaːft# {GOLD: >*} | *#tɾˈaːft# {GOLD: >*} | *#tɾˈaft# {GOLD: >*} | *#tɾˈaft# | *#tɾˈaft# {GOLD: #tɾˈajt#}
1056   | #trˌɑːnsflˈɑːnioː# | *#trˌɑːsflˈɑːɲoː# | *#trˌɑsflˈɑɲø# | *#trəsflˈɑɲɛ# | *#trəʃflˈɑɲɛ# | *#trəʃflˈɑɲɛ# | *#trəʃflˈãːɲ# {GOLD: >*} | *#tɾəʃflˈəːɲ# {GOLD: >*} | *#tɾəʃflˈəɲ# {GOLD: >*} | *#tɾət͡ʃflˈəɲ# | *#tɾət͡ʃflˈəɲ# {GOLD: #tuɾfulˠˈɔj#}
1057   | #trˌɑːnsˌiɡˈonioː# | *#trˌɑːsˌiɡˈoɲoː# | *#trˌɑsˌeɡˈoɲø# | *#trəsəɡˈɔɲɛ# | *#trəʃəɡˈɔɲɛ# | *#trəʃəɡˈɔɲɛ# | *#trəʃəɡˈɔ̃ːɲ# {GOLD: >*} | *#tɾəʃəɡˈɔ̃ːɲ# {GOLD: >*} | *#tɾəʃəɡˈɔɲ# {GOLD: >*} | *#tɾəʃəɡˈɔɲ# | *#tɾəʃəɡˈɔɲ# {GOLD: #tɾaʃəɡˈɔj#}
1058   | #trˈiːbulum# | *#trˈiːəlːu# | *#trˈilːu# | *#trˈilːu# | *#trˈilːu# | *#trˈilːu# | *#trˈiːlː# {GOLD: #tɾˈuo̯lˠ#} | *#tɾˈiːlˠ# {GOLD: >*} | *#tɾˈilˠ# {GOLD: >*} | *#tɾˈilˠ# | *#tɾˈilˠ# {GOLD: #tɾˈua̯lˠ#}
1059   | #trˌɑːnsmˌediˈɑːnioː# | *#trˌɑːsmˌedjˈɑːɲoː# | *#trˌɑsmˌɛdjˈɑɲø# | *#trəsmədjˈɑɲɛ# | *#trəʃmə?1̬ˈɑɲɛ# | *#trəʃmə?1̬ˈɑɲɛ# | *#trəʒm?1̬ˈãːɲ# {GOLD: >*} | *#tɾəʒm?1̬ˈəːɲ# {GOLD: >*} | *#tɾəʒm?1̬ˈəɲ# {GOLD: >*} | *#tɾəʒm?1̬ˈəɲ# | *#tɾəʒm?1̬ˈəɲ# {GOLD: #tɾaməzˈɔj#}
1060   | #trˌifˈoliɑ# | *#trˌifˈoʎɑ# | *#trˌefˈoʎɑ# | *#trəfˈɛʎɑ# | *#trəfˈɛʎɑ# | *#trəfˈɛʎɑ# | *#trəfˈɛːʎə# {GOLD: >*} | *#tɾəfˈɛːʎə# {GOLD: >*} | *#tɾəfˈɛjə# {GOLD: >*} | *#tɾəfˈɛjə# | *#tɾəfˈɛjə# {GOLD: #təɾfˈɔjə#}
1061   | #trˌifˈilium# | *#trˌifˈiʎu# | *#trˌefˈeʎu# | *#trəfˈiʎu# | *#trəfˈiʎu# | *#trəfˈiʎu# | *#trəfˈiːʎ# {GOLD: >*} | *#tɾəfˈiːʎ# {GOLD: >*} | *#tɾəfˈij# {GOLD: >*} | *#tɾəfˈij# | *#tɾəfˈij# {GOLD: #təɾfˈil#}
1062   | #trˌifˈurkum# | *#trˌifˈurku# | *#trˌefˈurku# | *#trəfˈurku# | *#trəfˈurku# | *#trəfˈurku# | *#trəfˈuːrk# {GOLD: >*} | *#tɾəfˈuːɾk# {GOLD: >*} | *#tɾəfˈuɾk# {GOLD: >*} | *#tɾəfˈuɾk# | *#tɾəfˈuɾk# {GOLD: #təɾfˈuɾk#}
1063   | #trˌiːmeːnsˈɑːnɑm# | *#trˌiːmeːsˈɑːnɑ# | *#trˌimesˈɑnɑ# | *#trəməsˈɑnɑ# | *#trəməʃˈɑnɑ# | *#trəməʃˈɑnɑ# | *#trə̃məʃˈãːnə# {GOLD: #tɾˌiʃˈɑ̃ɾ̃ə#} | *#tɾə̃mbəʃˈəːɾə# {GOLD: >*} | *#tɾəmbəʃˈəɾə# {GOLD: >*} | *#tɾəmbəʃˈəɾə# | *#tɾəmbəʃˈəɾə# {GOLD: #təɾʃˈəɾə#}
1064   | #trˈiːnɑ# | *#trˈiːnɑ# | *#trˈinɑ# | *#trˈinɑ# | *#trˈinɑ# | *#trˈinɑ# | *#trˈĩːnə# {GOLD: #tɾˈĩnə#} | *#tɾˈĩːɾə# {GOLD: >*} | *#tɾˈiɾə# {GOLD: >*} | *#tɾˈiɾə# | *#tɾˈiɾə# {GOLD: #tɾˈinə#}
1065   | #trˌistˈɑːnioː# | *#trˌistˈɑːɲoː# | *#trˌestˈɑɲø# | *#trəstˈɑɲɛ# | *#trəʃtˈɑɲɛ# | *#trəʃtˈɑɲɛ# | *#trəʃtˈãːɲ# {GOLD: >*} | *#tɾəʃtˈəːɲ# {GOLD: >*} | *#tɾəʃtˈəɲ# {GOLD: >*} | *#tɾət͡ʃtˈəɲ# | *#tɾət͡ʃtˈəɲ# {GOLD: #tɾiʃtˈɔj#}
1066   | #trˈiːstem# | *#trˈiːste# | *#trˈistɛ# | *#trˈistɛ# | *#trˈiʃtɛ# | *#trˈiʃtɛ# | *#trˈiːʃt# {GOLD: >*} | *#tɾˈiːʃt# {GOLD: >*} | *#tɾˈiʃt# {GOLD: >*} | *#tɾˈit͡ʃt# | *#tɾˈit͡ʃt# {GOLD: #tɾˈiʃt#}
1067   | #trˌuːdikulˈiːnioː# | *#trˌuːdikuʎˈiːɲoː# | *#trˌyekuʎˈiɲø# | *#trəəkəʎˈiɲɛ# | *#trəəkəʎˈiɲɛ# | *#trəəkəʎˈiɲɛ# | *#trəəkəʎˈĩːɲ# {GOLD: #tɾakulˠˈĩɲ#} | *#tɾəəkəʎˈĩːɲ# {GOLD: >*} | *#tɾəəkəjˈiɲ# {GOLD: >*} | *#tɾəəkəjˈiɲ# | *#tɾəəkəjˈiɲ# {GOLD: #tɾakulˠˈij#}
1068   | #trˈuktɑ# | *#trˈuktɑ# | *#trˈuktɑ# | *#trˈuktɑ# | *#trˈuftɑ# | *#trˈuftɑ# | *#trˈuːftə# {GOLD: >*} | *#tɾˈuːftə# {GOLD: >*} | *#tɾˈuftə# {GOLD: >*} | *#tɾˈuftə# | *#tɾˈuftə# {GOLD: #tɾˈɔftə#}
1069   | #trˈumbɑ# | *#trˈumbɑ# | *#trˈumbɑ# | *#trˈumbɑ# | *#trˈumbɑ# | *#trˈumbɑ# | *#trˈũːmbə# {GOLD: >*} | *#tɾˈũːmbə# {GOLD: >*} | *#tɾˈumbə# {GOLD: >*} | *#tɾˈumbə# | *#tɾˈumbə# {GOLD: #tɾˈumbə#}
1070   | ... | ... | *#trˌumpeskˈoɲø# | *#trəmpəskˈɔɲɛ# | *#trəmbəʃkˈɔɲɛ# | *#trəmbəʃkˈɔɲɛ# | *#trə̃mbəʃkˈɔ̃ːɲ# {GOLD: #tɾˌuʃkˈyø̯̃ɲ#} | *#tɾə̃mbəʃkˈɔ̃ːɲ# {GOLD: #tɾuʃkˈye̯ɲ#} | *#tɾəmbəʃkˈɔɲ# {GOLD: >*} | *#tɾəmbət͡ʃkˈɔɲ# | *#tɾəmbət͡ʃkˈɔɲ# {GOLD: #tɾuʃcˈye̯j#}
1071   | #trˈunkum# | *#trˈunku# | *#trˈunku# | *#trˈunku# | *#trˈunɡu# | *#trˈunɡu# | *#trˈũːnɡ# {GOLD: >*} | *#tɾˈũːnɡ# {GOLD: >*} | *#tɾˈunɡ# {GOLD: >*} | *#tɾˈunɡ# | *#tɾˈunɡ# {GOLD: #tɾˈuŋɡ#}
1072   | #tˌortiˈɑːnioː# | *#tˌortjˈɑːɲoː# | *#tˌortjˈɑɲø# | *#tərtjˈɑɲɛ# | *#tər?1ˈɑɲɛ# | *#tər?1ˈɑɲɛ# | *#tər?1ˈãːɲ# {GOLD: >*} | *#təɾ?1ˈəːɲ# {GOLD: >*} | *#təɾ?1ˈəɲ# {GOLD: >*} | *#təɾ?1ˈəɲ# | *#təɾ?1ˈəɲ# {GOLD: #tuɾʃˈɛj#}
1073   | #tˈubulɑ# | *#tˈuəlːɑ# | *#tˈulːɑ# | *#tˈulːɑ# | *#tˈulːɑ# | *#tˈulːɑ# | *#tˈuːlːə# {GOLD: >*} | *#tˈuːlˠə# {GOLD: #tˈuːlˠə#} | *#tˈulˠə# {GOLD: >*} | *#tˈulˠə# | *#tˈulˠə# {GOLD: #tˈulˠə#}
1074   | #tˈufɑm# | *#tˈufɑ# | *#tˈufɑ# | *#tˈufɑ# | *#tˈufɑ# | *#tˈufɑ# | *#tˈuːfə# {GOLD: >*} | *#tˈuːfə# {GOLD: >*} | *#tˈufə# {GOLD: >*} | *#tˈufə# | *#tˈufə# {GOLD: #tˈufə#}
1075   | #tˈumbɑ# | *#tˈumbɑ# | *#tˈumbɑ# | *#tˈumbɑ# | *#tˈumbɑ# | *#tˈumbɑ# | *#tˈũːmbə# {GOLD: >*} | *#tˈũːmbə# {GOLD: >*} | *#tˈumbə# {GOLD: >*} | *#tˈumbə# | *#tˈumbə# {GOLD: #tˈumbə#}
1076   | #tˈumulum# | *#tˈuməlːu# | *#tˈumlːu# | *#tˈumlːu# | *#tˈumlːu# | *#tˈumlːu# | *#tˈũːmlː# {GOLD: >*} | *#tˈũːmlˠ# {GOLD: >*} | *#tˈumlˠ# {GOLD: >*} | *#tˈumlˠ# | *#tˈumlˠ# {GOLD: #tˈumulˠ#}
1077   | #tˈundoː# | *#tˈundoː# | *#tˈundø# | *#tˈundɛ# | *#tˈundɛ# | *#tˈundɛ# | *#tˈũːnd# {GOLD: >*} | *#tˈũːnd# {GOLD: >*} | *#tˈund# {GOLD: >*} | *#tˈund# | *#tˈun# {GOLD: #tˈund#}
1078   | #tˈurbɑ# | *#tˈurbɑ# | *#tˈurbɑ# | *#tˈurbɑ# | *#tˈurbɑ# | *#tˈurbɑ# | *#tˈuːrbə# {GOLD: >*} | *#tˈuːɾbə# {GOLD: >*} | *#tˈuɾbə# {GOLD: >*} | *#tˈuɾbə# | *#tˈuɾbə# {GOLD: #tˈuɾbə#}
1079   | #tˌurbˈɑːnioː# | *#tˌurbˈɑːɲoː# | *#tˌurbˈɑɲø# | *#tərbˈɑɲɛ# | *#tərbˈɑɲɛ# | *#tərbˈɑɲɛ# | *#tərbˈãːɲ# {GOLD: >*} | *#təɾbˈəːɲ# {GOLD: #tˌuɾbˈɔ̃ɲ#} | *#təɾbˈəɲ# {GOLD: >*} | *#təɾbˈəɲ# | *#təɾbˈəɲ# {GOLD: #təɾbˈɔj#}
1080   | #tˌurbulˈɑːnioː# | *#tˌurbulːˈɑːɲoː# | *#tˌurbulːˈɑɲø# | *#tərbəlːˈɑɲɛ# | *#tərbəlːˈɑɲɛ# | *#tərbəlːˈɑɲɛ# | *#tərbəlːˈãːɲ# {GOLD: >*} | *#təɾbəlˠˈəːɲ# {GOLD: >*} | *#təɾbəlˠˈəɲ# {GOLD: >*} | *#təɾbəlˠˈəɲ# | *#təɾbəlˠˈəɲ# {GOLD: #tɾubulˠˈɔj#}
1081   | #tˈurbulum# | *#tˈurbəlːu# | *#tˈurblːu# | *#tˈurblːu# | *#tˈurblːu# | *#tˈurblːu# | *#tˈuːrblː# {GOLD: >*} | *#tˈuːɾblˠ# {GOLD: >*} | *#tˈuɾblˠ# {GOLD: >*} | *#tˈuɾblˠ# | *#tˈuɾblˠ# {GOLD: #tɾˈubulˠ#}
1082   | #tˈurmɑm# | *#tˈurmɑ# | *#tˈurmɑ# | *#tˈurmɑ# | *#tˈurmɑ# | *#tˈurmɑ# | *#tˈuːrmə# {GOLD: >*} | *#tˈuːɾmbə# {GOLD: >*} | *#tˈuɾmbə# {GOLD: >*} | *#tˈuɾmbə# | *#tˈuɾmbə# {GOLD: #tˈuɾmə#}
