etID  | Middle Proto-Albanian | Late Proto-Albanian |  Proto-Tosk |  Old Northern Tosk Albanian | Output [REFERENCE]
1014   | #spˈeːlɪ̯ɑ# | #ʃpˈɛːlɪ̯ə# | #ʃpˈɛːlɪ̯ə# | #ʃpˈɛlɪ̯ə# | #ʃpˈɛlɪ̯ə# {GOLD: #ʃpˈɛlˠə#}
1015   | #spˌerˈɑntjɑ# | #ʃpərˈɛːnd͡ʒə# | #ʃpəɾˈɛ̃ːnzə# | #ʃpəɾˈɛnd͡zə# | #ʃpəɾˈɛnd͡zə# {GOLD: #ʃprˈɛsə#}
1016   | #spˌeːrˈɑːɲoː# | #ʃpərˈɔːɲ# | #ʃpəɾˈɔ̃ːɲ# | #ʃpəɾˈɔɲ# | #ʃpəɾˈɔj# {GOLD: #ʃpəɾˈɛj#}
1017   | #spˈiːnɑ# | #ʃpˈiːnə# | #ʃpˈĩːɾə# | #ʃpˈiɾə# | #ʃpˈiɾə# {GOLD: #ʃpˈinə#}
1018   | #spˌiːrˈɑːɲoː# | #ʃpərˈɔːɲ# | #ʃpəɾˈɔ̃ːɲ# | #ʃpəɾˈɔɲ# | #ʃpəɾˈɔj# {GOLD: #ʃpirˈɔj#}
1019   | #spˈiːrətu# | #ʃpˈiːrt# | #ʃpˈiːɾt# | #ʃpˈiɾt# | #ʃpˈiɾt# {GOLD: #ʃpˈiɾt#}
1020   | #spˈissu# | #ʃpˈɛːʃʃ# | #ʃpˈɛːʃʃ# | #ʃpˈɛʃʃ# | #ʃpˈɛʃʃ# {GOLD: #ʃpɛʃə#}
1021   | #spˈissu# | #ʃpˈɛːʃʃ# | #ʃpˈɛːʃʃ# | #ʃpˈɛʃʃ# | #ʃpˈɛʃʃ# {GOLD: #ʃpˈɛʃ#}
1022   | #splˌenˈetəku# | #ʃplənˈɛtk# | #ʃplə̃ɾˈɛtk# | #ʃpləɾˈɛtk# | #ʃpləɾˈɛtk# {GOLD: #ʃpɾˈɛtkə#}
1023   | #spˈodju# | #ʃpˈɔːd͡ʒ# | #ʃpˈɔːz# | #ʃpˈɔs# | #ʃpˈɔs# {GOLD: #ʃpˈuzə#}
1024   | #spˈortɑ# | #ʃpˈɔːrtə# | #ʃpˈɔːɾtə# | #ʃpˈɔɾtə# | #ʃpˈɔɾtə# {GOLD: #ʃpˈɔɾtə#}
1025   | #stˈɑbəlˠu# | #ʃtˈablˠ# | #ʃtˈablˠ# | #ʃtˈablˠ# | #ʃtˈablˠ# {GOLD: #ʃtˈalˠə#}
1026   | #stˈɑmnu# | #ʃtˈaːm# | #ʃtˈəːmb# | #ʃtˈəmb# | #ʃtˈəmb# {GOLD: #ʃtˈam#}
1027   | #stˈɑnku# | #ʃtˈaːnɡ# | #ʃtˈəːnɡ# | #ʃtˈənɡ# | #ʃtˈənɡ# {GOLD: #ʃtˈəŋɡ#}
1028   | #stˈɑːtiː# | #ʃtˈɛt# | #ʃtˈɛt# | #ʃtˈɛt# | #ʃtˈɛt# {GOLD: #ʃtˈɛt#}
1029   | #stˈɑtu# | #ʃtˈat# | #ʃtˈat# | #ʃtˈat# | #ʃtˈat# {GOLD: #ʃtˈat#}
1030   | #stˌernˈɑːku# | #ʃtərnˈak# | #ʃtərˈak# | #ʃtərˈak# | #ʃtərˈak# {GOLD: #ʃtrˈak#}
1031   | #strˈɑmbu# | #ʃtrˈaːmb# | #ʃtɾˈəːmb# | #ʃtɾˈəmb# | #ʃtɾˈəmb# {GOLD: #ʃtɾˈɛmb#}
1032   | #strˈɑːtu# | #ʃtrˈat# | #ʃtɾˈat# | #ʃtɾˈat# | #ʃtɾˈat# {GOLD: #ʃtɾˈat#}
1033   | #stˌernˈoɲoː# | #ʃtərnˈɔːɲ# | #ʃtərˈɔ̃ːɲ# | #ʃtərˈɔɲ# | #ʃtərˈɔj# {GOLD: #ʃtɾˈɔj#}
1034   | #strˈiːɡɑ# | #ʃtrˈiɡə# | #ʃtɾˈiɡə# | #ʃtɾˈiɡə# | #ʃtɾˈiɡə# {GOLD: #ʃtɾˈiɡə#}
1035   | #strˈinktu# | #ʃtrˈiːnjt# | #ʃtɾˈĩːnjt# | #ʃtɾˈinjt# | #ʃtɾˈinjt# {GOLD: #ʃtɾˈɛɲtə#}
1036   | #strˌinɡˈoɲoː# | #ʃtrənɡˈɔːɲ# | #ʃtɾə̃nɡˈɔ̃ːɲ# | #ʃtɾənɡˈɔɲ# | #ʃtɾənɡˈɔj# {GOLD: #ʃtɾəŋɡˈɔj#}
1037   | #stˈuppɑ# | #ʃtˈuppə# | #ʃtˈuppə# | #ʃtˈuppə# | #ʃtˈuppə# {GOLD: #ʃtˈupə#}
1038   | #stˌuppˈɑːɲoː# | #ʃtəppˈɔːɲ# | #ʃtəppˈɔ̃ːɲ# | #ʃtəppˈɔɲ# | #ʃtəppˈɔj# {GOLD: #ʃtupˈɔj#}
1039   | #stˈurnu# | #ʃtˈuːrn# | #ʃtˈuːɾn# | #ʃtˈuɾn# | #ʃtˈuɾn# {GOLD: #ʃtuɾə#}
1040   | #stˈuːlˠɑ# | #ʃtˈyːlˠə# | #ʃtˈyːlˠə# | #ʃtˈylˠə# | #ʃtˈylˠə# {GOLD: #ʃtˈylˠə#}
1041   | #swˌɑːˈiʎɑ# | #ʃwˈiːʎə# | #ʃwˈiːʎə# | #ʃwˈijə# | #ʃwˈijə# {GOLD: #ʃˈijə#}
1042   | #sˌubjuɡˈɑːɲoː# | #ʃəbjəɡˈɔːɲ# | #ʃəbjəɡˈɔ̃ːɲ# | #ʃəbjəɡˈɔɲ# | #ʃəbjəɡˈɔj# {GOLD: #ʃˈua̯j#}
1043   | #sˌublˈɑːtɑ# | #ʃəblˈatə# | #ʃəblˈatə# | #ʃəblˈatə# | #ʃəblˈatə# {GOLD: #ʃulˠˈatə#}
1044   | #sˌubmɑrˈiːtəkɑ# | #ʃəbmərˈitkə# | #ʃəbmbəɾˈitkə# | #ʃəbmbəɾˈitkə# | #ʃəbmbəɾˈitkə# {GOLD: #ʃɛmˈəɾkə#}
1045   | #sˌubrɑwkˈɑːɲoː# | #ʃəbrkˈɔːɲ# | #ʃəbɾkˈɔ̃ːɲ# | #ʃəbɾkˈɔɲ# | #ʃəbɾkˈɔj# {GOLD: #ʃuɾukˈɔj#}
1046   | #sˌufferˈiːɲoː# | #ʃəffərˈiːɲ# | #ʃəffəɾˈĩːɲ# | #ʃəffəɾˈiɲ# | #ʃəffəɾˈij# {GOLD: #ʃfɾˈɛj#}
1047   | #sˈuktɑ# | #ʃˈuːftə# | #ʃˈuːftə# | #ʃˈuftə# | #ʃˈuftə# {GOLD: #ʃˈujtə#}
1048   | #sˌuktˈɑːɲoː# | #ʃəftˈɔːɲ# | #ʃəftˈɔ̃ːɲ# | #ʃəftˈɔɲ# | #ʃəftˈɔj# {GOLD: #ʃujtˈɔj#}
1049   | #sˈulfər# | #ʃˈuːlfr# | #ʃˈuːlfɾ# | #ʃˈulfɾ# | #ʃˈulfɾ# {GOLD: #scˈufuɾ#}
1050   | #sˈummɑ# | #ʃˈuːmːə# | #ʃˈũːmə# | #ʃˈumə# | #ʃˈumə# {GOLD: #ʃˈumə#}
1051   | #sˌupsˌiːritˈɑːɲoː# | #ʃəpʃərtˈɔːɲ# | #ʃəpʃəɾtˈɔ̃ːɲ# | #ʃəpʃəɾtˈɔɲ# | #ʃəpʃəɾtˈɔj# {GOLD: #pʃɛrətˈij#}
1052   | #sˌupsˈiːrju# | #ʃəpʃˈiːrj# | #ʃəpʃˈiːɾj# | #ʃəpʃˈiɾj# | #ʃəpʃˈiɾj# {GOLD: #pʃˈiɾə#}
1053   | #sˈurdu# | #ʃˈuːrð# | #ʃˈuːɾð# | #ʃˈuɾð# | #ʃˈuɾð# {GOLD: #ʃˈuɾð#}
1054   | #sˌiːrˈinɡɑ# | #ʃərˈɛːnɡə# | #ʃəɾˈɛ̃ːnɡə# | #ʃəɾˈɛnɡə# | #ʃəɾˈɛnɡə# {GOLD: #ʃiɾˈiŋɡə#}
1055   | #tˌɑbˈelɑ# | #təˈɛːlə# | #təˈɛːlə# | #təˈɛlə# | #təˈɛlə# {GOLD: #tabˈɛlə#}
1056   | #tˈɑːktu# | #tˈaːft# | #tˈaːft# | #tˈaft# | #tˈaft# {GOLD: #tˈaft#}
1057   | #tˌɑksitˈɑːɲoː# | #təfʃətˈɔːɲ# | #təfʃətˈɔ̃ːɲ# | #təfʃətˈɔɲ# | #təfʃətˈɔj# {GOLD: #tatˈɔj#}
1058   | #tˈɑːʎɑ# | #tˈaːʎə# | #tˈaːʎə# | #tˈajə# | #tˈajə# {GOLD: #tˈajə#}
1059   | #tˈɑʎɑ# | #tˈaːʎə# | #tˈaːʎə# | #tˈajə# | #tˈajə# {GOLD: #tˈalə#}
1060   | #tˈɑppɑ# | #tˈappə# | #tˈappə# | #tˈappə# | #tˈappə# {GOLD: #tˈapə#}
1061   | #tˌɑˈernɑ# | #tˈɛːrnə# | #tˈɛːrə# | #tˈɛrə# | #tˈɛrə# {GOLD: #tavˈɛrə#}
1062   | #tˈɑwɾiː# | #tˈɛwɾ# | #tˈɛwɾ# | #tˈɛwɾ# | #tˈɛwɾ# {GOLD: #tˈeɾ#}
1063   | #tˈɑwɾu# | #tˈaːɾ# | #tˈaːɾ# | #tˈaɾ# | #tˈaɾ# {GOLD: #tˈaɾ#}
1064   | #tˈeɡməne# | #tˈiɡm# | #tˈiɡmb# | #tˈiɡmb# | #tˈiɡmb# {GOLD: #tˈiməɾ#}
1065   | #tˈeːɡəlˠɑ# | #tˈɛɡlˠə# | #tˈɛɡlˠə# | #tˈɛɡlˠə# | #tˈɛɡlˠə# {GOLD: #tjˈɛɡulˠ#}
1066   | #tˈempəlˠɑ# | #tˈɛːmblˠə# | #tˈɛ̃ːmblˠə# | #tˈɛmblˠə# | #tˈɛmblˠə# {GOLD: #tˈəmpla#}
1067   | #tˈendɑ# | #tˈɛːndə# | #tˈɛ̃ːndə# | #tˈɛndə# | #tˈɛndə# {GOLD: #tˈəndə#}
1068   | #tˌerebˈelu# | #tərbˈɛːl# | #təɾbˈɛːl# | #təɾbˈɛl# | #təɾbˈɛl# {GOLD: #tuɾjˈɛlə#}
1069   | #tˌerebˈelu# | #tərbˈɛːl# | #təɾbˈɛːl# | #təɾbˈɛl# | #təɾbˈɛl# {GOLD: #tɾyˈɛlə#}
1070   | #tˈermənu# | #tˈɛːrm# | #tˈɛːɾmb# | #tˈɛɾmb# | #tˈɛɾmb# {GOLD: #cˈɛrm#}
1071   | #tˌerːɛmˈoːtu# | #tərːəmˈɛt# | #tərə̃mˈɛt# | #tərəmˈɛt# | #tərəmˈɛt# {GOLD: #təɾmˈɛt#}
1072   | #tˌerːˈɑːtəku# | #tərːˈatk# | #tərˈatk# | #tərˈatk# | #tərˈatk# {GOLD: #tɾˈatk#}
1073   | #tˈestɑ# | #tˈɛːʃtə# | #tˈɛːʃtə# | #tˈɛʃtə# | #tˈɛʃtə# {GOLD: #tˈɛʃə#}
1074   | #tˌestimˈoːɲˈɑːɲoː# | #təʃtəmˈɛːɲˈɔːɲ# | #təʃtə̃mˈɛ̃ːɲˈɔ̃ːɲ# | #təʃtəmˈɛɲˈɔɲ# | #təʃtəmˈɛɲˈɔj# {GOLD: #dəʃmˈɔj#}
1075   | #tˌiːmˈoːne# | #təmˈuo̯n# | #tə̃mˈua̯n# | #təmˈua̯n# | #təmˈua̯n# {GOLD: #timˈua̯#}
1076   | #tˌimˈoːre# | #təmˈye̯r# | #tə̃mˈye̯ɾ# | #təmˈye̯ɾ# | #təmˈye̯ɾ# {GOLD: #tmˈɛr#}
1077   | #tˈiːnɑ# | #tˈiːnə# | #tˈĩːɾə# | #tˈiɾə# | #tˈiɾə# {GOLD: #tˈiɾə#}
1078   | #tˈiɲɑ# | #tˈɛːɲə# | #tˈɛ̃ːɲə# | #tˈɛɲə# | #tˈɛɲə# {GOLD: #tˈɛɲə#}
1079   | #tˈinkɑ# | #tˈɛːnɡə# | #tˈɛ̃ːnɡə# | #tˈɛnɡə# | #tˈɛnɡə# {GOLD: #tˈiŋɡə#}
1080   | #tˌinːˈunkəlˠu# | #tənːˈuːnɡlˠ# | #tə̃nˈũːnɡlˠ# | #tənˈunɡlˠ# | #tənˈunɡlˠ# {GOLD: #tˈiŋɡulˠ#}
1081   | #tˈitəlˠu# | #tˈɛtlˠ# | #tˈɛtlˠ# | #tˈɛtlˠ# | #tˈɛtlˠ# {GOLD: #tˈitulˠ#}
1082   | #tˌokkˈɑːɲoː# | #təkkˈɔːɲ# | #təkkˈɔ̃ːɲ# | #təkkˈɔɲ# | #təkkˈɔj# {GOLD: #takˈɔj#}
1083   | #tˈurkəlˠu# | #tˈuːrklˠ# | #tˈuːɾklˠ# | #tˈuɾklˠ# | #tˈuɾklˠ# {GOLD: #tˈɔɾkulˠ#}
1084   | #tˈornu# | #tˈɔːrn# | #tˈɔːɾn# | #tˈɔɾn# | #tˈɔɾn# {GOLD: #tˈɔrə#}
1085   | #tˈortɑ# | #tˈɔːrtə# | #tˈɔːɾtə# | #tˈɔɾtə# | #tˈɔɾtə# {GOLD: #tˈɔɾtə#}
1086   | #trˈɑbəzɑ# | #trˈabzə# | #tɾˈabzə# | #tɾˈabzə# | #tɾˈabzə# {GOLD: #tɾˈyɛzə#}
1087   | #trˈɑbe# | #trˈɛ# | #tɾˈɛ# | #tɾˈɛ# | #tɾˈɛ# {GOLD: #tɾˈa#}
1088   | #trˌɑːdˈoɲoː# | #trðˈɔːɲ# | #tɾðˈɔ̃ːɲ# | #tɾðˈɔɲ# | #tɾðˈɔj# {GOLD: #tɾˈua̯j#}
1089   | #trˌɑjektˈoːrju# | #trəjəjtˈɛːrj# | #tɾəjəjtˈɛːɾj# | #tɾəjəjtˈɛɾj# | #tɾəjəjtˈɛɾj# {GOLD: #taftˈaɾ#}
1090   | #trˌɑktˈɑːɲoː# | #trəftˈɔːɲ# | #tɾəftˈɔ̃ːɲ# | #tɾəftˈɔɲ# | #tɾəftˈɔj# {GOLD: #tɾˌajtˈɔj#}
1091   | #trˈɑktɑ# | #trˈaːftə# | #tɾˈaːftə# | #tɾˈaftə# | #tɾˈaftə# {GOLD: #tɾˈajtə#}
1092   | #trˈɑktu# | #trˈaːft# | #tɾˈaːft# | #tɾˈaft# | #tɾˈaft# {GOLD: #tɾˈajt#}
1093   | #trˌɑːsflˈɑːɲoː# | #trəʃflˈɔːɲ# | #tɾəʃflˈɔ̃ːɲ# | #tɾəʃflˈɔɲ# | #tɾəʃflˈɔj# {GOLD: #tuɾfulˠˈɔj#}
1094   | #trˌɑːsiɡˈoɲoː# | #trəʃəɡˈɔːɲ# | #tɾəʃəɡˈɔ̃ːɲ# | #tɾəʃəɡˈɔɲ# | #tɾəʃəɡˈɔj# {GOLD: #tɾaʃəɡˈɔj#}
1095   | #trˈiːbəlˠu# | #trˈiblˠ# | #tɾˈiblˠ# | #tɾˈiblˠ# | #tɾˈiblˠ# {GOLD: #tɾˈua̯lˠ#}
1096   | #trˌifˈoʎɑ# | #trəfˈɔːʎə# | #tɾəfˈɔːʎə# | #tɾəfˈɔjə# | #tɾəfˈɔjə# {GOLD: #təɾfˈɔjə#}
1097   | #trˌifˈoʎu# | #trəfˈɔːʎ# | #tɾəfˈɔːʎ# | #tɾəfˈɔj# | #tɾəfˈɔj# {GOLD: #təɾfˈil#}
1098   | #trˌifˈurku# | #trəfˈuːrk# | #tɾəfˈuːɾk# | #tɾəfˈuɾk# | #tɾəfˈuɾk# {GOLD: #tərfˈuɾk#}
1099   | #trˌiːmeːsˈɑːnɑ# | #trəməʃˈaːnə# | #tɾə̃mbəʃˈəːɾə# | #tɾəmbəʃˈəɾə# | #tɾəmbəʃˈəɾə# {GOLD: #təɾʃˈəɾə#}
1100   | #trˈiːnɑ# | #trˈiːnə# | #tɾˈĩːɾə# | #tɾˈiɾə# | #tɾˈiɾə# {GOLD: #tɾˈinə#}
1101   | #trˌistˈɑːɲoː# | #trəʃtˈɔːɲ# | #tɾəʃtˈɔ̃ːɲ# | #tɾəʃtˈɔɲ# | #tɾəʃtˈɔj# {GOLD: #tɾiʃtˈɔj#}
1102   | #trˈiːsti# | #trˈiːʃt# | #tɾˈiːʃt# | #tɾˈiʃt# | #tɾˈiʃt# {GOLD: #tɾˈiʃtə#}
1103   | #trˌuːdikulˠˈɑːɲoː# | #trðəkəlˠˈɔːɲ# | #tɾðəkəlˠˈɔ̃ːɲ# | #tɾðəkəlˠˈɔɲ# | #tɾðəkəlˠˈɔj# {GOLD: #tɾakulˠˈij#}
1104   | #trˈuktɑ# | #trˈuːftə# | #tɾˈuːftə# | #tɾˈuftə# | #tɾˈuftə# {GOLD: #tɾˈɔftə#}
1105   | #trˈumbɑ# | #trˈuːmbə# | #tɾˈũːmbə# | #tɾˈumbə# | #tɾˈumbə# {GOLD: #tɾˈumbə#}
1106   | #trˌumpiskˈɑːɲoː# | #trəmbəʃkˈɔːɲ# | #tɾə̃mbəʃkˈɔ̃ːɲ# | #tɾəmbəʃkˈɔɲ# | #tɾəmbəʃkˈɔj# {GOLD: #tɾuʃkˈyɛj#}
1107   | #trˈunku# | #trˈuːnɡ# | #tɾˈũːnɡ# | #tɾˈunɡ# | #tɾˈunɡ# {GOLD: #tɾˈuŋɡ#}
1108   | #trˌuːsˈɑːɲoː# | #trəʃˈɔːɲ# | #tɾəʃˈɔ̃ːɲ# | #tɾəʃˈɔɲ# | #tɾəʃˈɔj# {GOLD: #tuɾʃˈɛj#}
1109   | #tˈubəlˠɑ# | #tˈublˠə# | #tˈublˠə# | #tˈublˠə# | #tˈublˠə# {GOLD: #tˈulˠə#}
1110   | #tˈufɑ# | #tˈuːfə# | #tˈuːfə# | #tˈufə# | #tˈufə# {GOLD: #tˈufə#}
1111   | #tˈumbɑ# | #tˈuːmbə# | #tˈũːmbə# | #tˈumbə# | #tˈumbə# {GOLD: #tˈumbə#}
1112   | #tˈuməlˠu# | #tˈuːmlˠ# | #tˈũːmlˠ# | #tˈumlˠ# | #tˈumlˠ# {GOLD: #tˈumulˠ#}
1113   | #tˈundoː# | #tˈuːnd# | #tˈũːnd# | #tˈund# | #tˈund# {GOLD: #tˈund#}
1114   | #tˈurbɑ# | #tˈuːrbə# | #tˈuːɾbə# | #tˈuɾbə# | #tˈuɾbə# {GOLD: #tˈuɾbə#}
1115   | #tˌurbˈɑːɲoː# | #tərbˈɔːɲ# | #təɾbˈɔ̃ːɲ# | #təɾbˈɔɲ# | #təɾbˈɔj# {GOLD: #təɾbˈɔj#}
1116   | #tˌurbulˠˈɑːɲoː# | #tərbəlˠˈɔːɲ# | #təɾbəlˠˈɔ̃ːɲ# | #təɾbəlˠˈɔɲ# | #təɾbəlˠˈɔj# {GOLD: #tɾubulˠˈɔj#}
1117   | #tˈurbəlˠu# | #tˈuːrblˠ# | #tˈuːɾblˠ# | #tˈuɾblˠ# | #tˈuɾblˠ# {GOLD: #tɾˈubulˠ#}
1118   | #tˈurmɑ# | #tˈuːrmə# | #tˈuːɾmbə# | #tˈuɾmbə# | #tˈuɾmbə# {GOLD: #tˈurmə#}
1119   | #tˈurpe# | #tˈyːrp# | #tˈyːɾp# | #tˈyɾp# | #tˈyɾp# {GOLD: #tˈuɾp#}
1120   | #tˈurːe# | #tˈyːrː# | #tˈyːr# | #tˈyr# | #tˈyr# {GOLD: #tˈurə#}
1121   | #tˈurtəre# | #tˈyːrtr# | #tˈyːɾtɾ# | #tˈyɾtɾ# | #tˈyɾtɾ# {GOLD: #tˈuɾtulˠ#}
1122   | #t͡sˈiːkɑ# | #θˈikə# | #θˈikə# | #θˈikə# | #θˈikə# {GOLD: #θˈikə#}
1123   | #ˌunɡˈeːɲoː# | #ənɟˈɛːɲ# | #ə̃nɟˈɛ̃ːɲ# | #ənɟˈɛɲ# | #ənɟˈɛj# {GOLD: #ɲɟˈyɛj#}
1124   | #ˌunkˈɑːɲoː# | #ənɡˈɔːɲ# | #ə̃nɡˈɔ̃ːɲ# | #ənɡˈɔɲ# | #ənɡˈɔj# {GOLD: #uŋɡɾˈɔj#}
1125   | #ˌuːnktˈuːrɑ# | #ənftˈyːrə# | #ə̃nftˈyːɾə# | #ənftˈyɾə# | #ənftˈyɾə# {GOLD: #yndˈyɾə#}
1126   | #upˈupɑ# | #pˈupə# | #pˈupə# | #pˈupə# | #pˈupə# {GOLD: #pˈupə#}
1127   | #ˌurulˠˈɑːɲoː# | #rəlˠˈɔːɲ# | #ɾəlˠˈɔ̃ːɲ# | #ɾəlˠˈɔɲ# | #ɾəlˠˈɔj# {GOLD: #uləɾˈij#}
1128   | #ˌutrˈiːnu# | #trˈiːn# | #tɾˈĩːn# | #tɾˈin# | #tɾˈin# {GOLD: #tuɾˈi#}
1129   | #βˈɑdu# | #βˈa# | #vˈa# | #vˈa# | #vˈa# {GOLD: #vˈa#}
1130   | #βˌɑɡˈɑːɲoː# | #βəɡˈɔːɲ# | #uɡˈɔ̃ːɲ# | #uɡˈɔɲ# | #uɡˈɔj# {GOLD: #vɛɡˈɔj#}
1131   | #βˈɑku# | #βˈak# | #vˈak# | #vˈak# | #vˈak# {GOLD: #vˈak#}
1132   | #βˌɑlˠˈɑːɲoː# | #βəlˠˈɔːɲ# | #ulˠˈɔ̃ːɲ# | #ulˠˈɔɲ# | #ulˠˈɔj# {GOLD: #vlˈɛj#}
1133   | #βˌɑlˈeːɲoː# | #βəlˈɛːɲ# | #ulˈɛ̃ːɲ# | #ulˈɛɲ# | #ulˈɛj# {GOLD: #vjˈɛj#}
1134   | #βˈɑli# | #βˈaːl# | #vˈaːl# | #vˈal# | #vˈal# {GOLD: #vˈal#}
1135   | #βˌɑlˠˈoːre# | #βəlˠˈye̯r# | #ulˠˈye̯ɾ# | #ulˠˈye̯ɾ# | #ulˠˈye̯ɾ# {GOLD: #vlˈɛɾə#}
1136   | #βˈɑpa# | #βˈapə# | #vˈapə# | #vˈapə# | #vˈapə# {GOLD: #vˈapə#}
1137   | #βˌehˈikəlˠu# | #βˈɛːklˠ# | #vˈɛːklˠ# | #vˈɛklˠ# | #vˈɛklˠ# {GOLD: #vˈɛɡəl#}
1138   | #βˌehˈikəlˠu# | #βˈɛːklˠ# | #vˈɛːklˠ# | #vˈɛklˠ# | #vˈɛklˠ# {GOLD: #vˈɛɟə#}
1139   | #βˌeːktˈuːrɑ# | #βəjtˈyːrə# | #ujtˈyːɾə# | #ujtˈyɾə# | #ujtˈyɾə# {GOLD: #vˌɛtˈyɾə#}
1140   | #βˌeːlˠˈɑːtjoː# | #βəlˠˈɛːt͡ʃ# | #ulˠˈɛːs# | #ulˠˈɛs# | #ulˠˈɛs# {GOLD: #vlˈɛsə#}
1141   | #βˈeːlˠu# | #βˈie̯lˠ# | #vˈie̯lˠ# | #vˈie̯lˠ# | #vˈie̯lˠ# {GOLD: #vˈɛl#}
1142   | #βˌenˈeːnɑ# | #βənˈɛːnə# | #və̃ɾˈɛ̃ːɾə# | #vəɾˈɛɾə# | #vəɾˈɛɾə# {GOLD: #vɾˈɛɾə#}
1143   | #βˌenˈeːnu# | #βənˈɛːn# | #və̃ɾˈɛ̃ːn# | #vəɾˈɛn# | #vəɾˈɛn# {GOLD: #vəɾˈɛɾ#}
1144   | #βˈeɲoː# | #βˈɛːɲ# | #vˈɛ̃ːɲ# | #vˈɛɲ# | #vˈɛj# {GOLD: #vˈij#}
1145   | #βˌentilˠˈɑːɲoː# | #βəntəlˠˈɔːɲ# | #və̃ntəlˠˈɔ̃ːɲ# | #vəntəlˠˈɔɲ# | #vəntəlˠˈɔj# {GOLD: #ftilˠˈɔj#}
1146   | #βˈeːrɑ# | #βˈɛːrə# | #vˈɛːɾə# | #vˈɛɾə# | #vˈɛɾə# {GOLD: #vˈɛɾə#}
1147   | #βˌeːritˈɑːte# | #βərtˈɛt# | #uɾtˈɛt# | #uɾtˈɛt# | #uɾtˈɛt# {GOLD: #vəɾtˈɛt#}
1148   | #βˌerːˈikəlˠu# | #βərːˈɛklˠ# | #urˈɛklˠ# | #urˈɛklˠ# | #urˈɛklˠ# {GOLD: #vɾˈiɡulˠ#}
1149   | #βˈersɑ# | #βˈɛːrʃə# | #vˈɛːɾʃə# | #vˈɛɾʃə# | #vˈɛɾʃə# {GOLD: #vjˈɛɾʃə#}
1150   | #βˌersˈɑːɲoː# | #βərʃˈɔːɲ# | #uɾʃˈɔ̃ːɲ# | #uɾʃˈɔɲ# | #uɾʃˈɔj# {GOLD: #vəɾʃˈɔj#}
1151   | #βˌeskˈoɲoː# | #βəʃkˈɔːɲ# | #uʃkˈɔ̃ːɲ# | #uʃkˈɔɲ# | #uʃkˈɔj# {GOLD: #uʃcˈɛj#}
1152   | #βˈeːsku# | #βˈɛːʃk# | #vˈɛːʃk# | #vˈɛʃk# | #vˈɛʃk# {GOLD: #vˈɛʃk#}
1153   | #βˌeːssˈiːkɑ# | #βəʃʃˈikə# | #uʃʃˈikə# | #uʃʃˈikə# | #uʃʃˈikə# {GOLD: #fʃˈikə#}
1154   | #βˌeːsˈiːkɑ# | #βəʃˈikə# | #uʃˈikə# | #uʃˈikə# | #uʃˈikə# {GOLD: #məʃˈikə#}
1155   | #ˌinweːssˈiːkɑ# | #nwəʃʃˈikə# | #nwəʃʃˈikə# | #nwəʃʃˈikə# | #nwəʃʃˈikə# {GOLD: #məʃˈikə#}
1156   | #βˌestiɡˈɑːɲoː# | #βəʃtəɡˈɔːɲ# | #uʃtəɡˈɔ̃ːɲ# | #uʃtəɡˈɔɲ# | #uʃtəɡˈɔj# {GOLD: #vəʒɡˈɔj#}
1157   | #βˈestjoː# | #βˈɛːʃt͡ʃ# | #vˈɛːʃs# | #vˈɛʃs# | #vˈɛʃs# {GOLD: #vˈɛʃ#}
1158   | #βˈetəre# | #βˈɛtr# | #vˈɛtɾ# | #vˈɛtɾ# | #vˈɛtɾ# {GOLD: #vjˈɛtəɾ#}
1159   | #βˈiɑ# | #βˈɛə# | #vˈɛː# | #vˈɛ# | #vˈɛ# {GOLD: #vˈijə#}
1160   | #βˌiɡˈiʎɑ# | #βəɟˈiːʎə# | #uɟˈiːʎə# | #uɟˈijə# | #uɟˈijə# {GOLD: #vəɟˈile#}
1161   | #βˈikjɑ# | #βˈɛce# | #vˈɛce# | #vˈɛce# | #vˈɛce# {GOLD: #vˈicə#}
1162   | #βˌiːkˈiːnu# | #βəcˈiːn# | #ucˈĩːn# | #ucˈin# | #ucˈin# {GOLD: #fcˈiɲ#}
1163   | #βˌiktˈorjɑ# | #βəjtˈɛːre# | #ujtˈɛːɾe# | #ujtˈɛɾe# | #ujtˈɛɾe# {GOLD: #vitˈɔrɛ#}
1164   | #βˌiktwˈɑːʎɑ# | #βəjtwˈaːʎə# | #ujtwˈaːʎə# | #ujtwˈajə# | #ujtwˈajə# {GOLD: #viɟˈɛ#}
1165   | #βˈilɑ# | #βˈɛːlə# | #vˈɛːlə# | #vˈɛlə# | #vˈɛlə# {GOLD: #vˈilə#}
1166   | #βˌiːlˈɑːɲɑ# | #βəlˈaːɲə# | #ulˈəːɲə# | #ulˈəɲə# | #ulˈəɲə# {GOLD: #vlˠˈaɲə#}
1167   | #βˌiɲˈiʎɑ# | #βəɲˈiːʎə# | #və̃ɲˈiːʎə# | #vəɲˈijə# | #vəɲˈijə# {GOLD: #məɲɟˈilˠ#}
1168   | #ˌinwiɡˈiʎɑ# | #nwəɟˈiːʎə# | #nwəɟˈiːʎə# | #nwəɟˈijə# | #nwəɟˈijə# {GOLD: #məɲɟˈilˠ#}
1169   | #βˈirɡəne# | #βˈɛːrɡn# | #vˈɛːɾɡn# | #vˈɛɾɡn# | #vˈɛɾɡn# {GOLD: #vˈiɾɟəɾ#}
