etID  | Classical Proto-Albanian | Middle Proto-Albanian | Middle Proto-Albanian II | Late Proto-Albanian | Proto-Tosk | Old Northern Tosk Albanian | Output {GOLD}
391    | #kˌɑmpˈɑːnɑ# | *#kˌɑmpˈɑːnɑ# | *#kˌɑmpˈɑnɑ# | *#kˌãmbˈãːnə# | *#kˌə̃mbˈəːɾə# | *#kəmbˈəɾə# | *#kəmbˈəɾə# {GOLD: #kəmbˈaɾə#}
392    | #kˌɑmpˈonɑ# | *#kˌɑmpˈɔnɑ# | *#kˌɑmpˈonɑ# | *#kˌãmbˈɔ̃ːnə# | *#kˌə̃mbˈɔ̃ːɾə# | *#kəmbˈɔɾə# | *#kəmbˈɔɾə# {GOLD: #kəmbˈɔɾə#}
393    | #kˌɑmˈisiɑm# | *#kˌɑmˈɪsjɑ# | *#kˌɑmˈesjɑ# | *#kˌãmjˈɛːʃə# | *#kˌə̃mjˈɛːʃə# | *#kəmjˈɛʃə# | *#kəmjˈɛʃə# {GOLD: #kəmˈiʃə#}
394    | #kˈɑnɑpem# | *#kˈɑnɑpɛ# | *#kˈɑnɑpɛ# | *#kˈãːnap# | *#kˈəːɾap# | *#kˈəɾap# | *#kˈəɾap# {GOLD: #kˈəɾp#}
395    | #kˌɑndˈeːlɑm# | *#kˌɑndˈeːlˠɑ# | *#kˌɑndˈelˠɑ# | *#kˌãndˈɛːlˠə# | *#kˌə̃ndˈɛːlˠə# | *#kəndˈɛlˠə# | *#kəndˈɛlˠə# {GOLD: #kəndˈɛlˠə#}
396    | #kˈɑnem# | *#kˈɑnɛ# | *#kˈɑnɛ# | *#cˈɛ̃ː# | *#cˈɛ̃ː# | *#cˈɛ# | *#cˈɛ# {GOLD: #cˈɛn#}
397    | #kˈɑnnɑ# | *#kˈɑnːɑ# | *#kˈɑnːɑ# | *#kˈãːnːə# | *#kˈəːnə# | *#kˈənə# | *#kˈənə# {GOLD: #kˈanə#}
398    | #kˌɑnnˈɑːtɑm# | *#kˌɑnːˈɑːtɑ# | *#kˌɑnːˈɑtɑ# | *#kˌãnːˈatə# | *#kˌə̃nˈatə# | *#kənˈatə# | *#kənˈatə# {GOLD: #kənˈatə#}
399    | #kˌɑnnˈeːtum# | *#kˌɑnːˈeːtʊ# | *#kˌɑnːˈetu# | *#kˌãnːˈɛt# | *#kˌə̃nˈɛt# | *#kənˈɛt# | *#kənˈɛt# {GOLD: #kənˈɛt#}
400    | #kˌɑntˈɑːnioː# | *#kˌɑntˈɒːɲoː# | *#kˌɑntˈoɲø# | *#kˌãndˈɔ̃ːɲ# | *#kˌə̃ndˈɔ̃ːɲ# | *#kəndˈɔɲ# | *#kəndˈɔj# {GOLD: #kəndˈɔj#}
401    | #kˈɑntʰɑris# | *#kˈɑntɑrɪ# | *#kˈɑntɑri# | *#kˈãːndar# | *#kˈəːndaɾ# | *#kˈəndaɾ# | *#kˈəndaɾ# {GOLD: #kˈəndər#}
402    | #kˈɑntʰɑrum# | *#kˈɑntɑrʊ# | *#kˈɑntɑru# | *#kˈãːndar# | *#kˈəːndaɾ# | *#kˈəndaɾ# | *#kˈəndaɾ# {GOLD: #kˈandəɾ#}
403    | #kˈɑntikɑm# | *#kˈɑntɪkɑ# | *#kˈɑnkɑ# | *#kˈãːnɡə# | *#kˈəːnɡə# | *#kˈənɡə# | *#kˈənɡə# {GOLD: #kˈəŋɡə#}
404    | #kˌɑntikˈellum# | *#kˌɑntɪkˈɛlʊ# | *#kˌɑnkˈɛlu# | *#kˌãnɟˈɛːl# | *#kˌə̃nɟˈɛːl# | *#kənɟˈɛl# | *#kənɟˈɛl# {GOLD: #kəɲɟˈɛl#}
405    | #kˌɑppˈellɑ# | *#kˌɑppˈɛlɑ# | *#kˌɑppˈɛlɑ# | *#kˌapjˈɛːlə# | *#kˌapjˈɛːlə# | *#kˌapjˈɛlə# | *#kapjˈɛlə# {GOLD: #kapˈɛlə#}
406    | #kˈɑprɑ# | *#kˈɑprɑ# | *#kˈɑprɑ# | *#kˈaprə# | *#kˈapɾə# | *#kˈapɾə# | *#kˈapɾə# {GOLD: #cˈɛpəɾ#}
407    | #kˌɑprˈeolum# | *#kˌɑprjˈɔlˠʊ# | *#kˌɑprjˈolˠu# | *#kˌaprˈuo̯lˠ# | *#kˌapɾˈua̯lˠ# | *#kˌapɾˈua̯lˠ# | *#kapɾˈua̯lˠ# {GOLD: #kapɾˈua̯lˠ#}
408    | #kˈɑpreum# | *#kˈɑprjʊ# | *#kˈɑprju# | *#cˈɛpr# | *#cˈɛpɾ# | *#cˈɛpɾ# | *#cˈɛpɾ# {GOLD: #cˈɛpəɾ#}
409    | #kˌɑpissˈonioː# | *#kˌɑpɪssˈɔɲoː# | *#kˌɑpsˈoɲø# | *#kˌapʃˈɔ̃ːɲ# | *#kˌapʃˈɔ̃ːɲ# | *#kˌapʃˈɔɲ# | *#kapʃˈɔj# {GOLD: #kafʃˈɔj#}
410    | #kˌɑːpˈoːnem# | *#kˌɑːpˈoːnɛ# | *#kˌɑpˈonɛ# | *#kˌapˈuõ̯# | *#kˌapˈuã̯# | *#kˌapˈua̯# | *#kapˈua̯# {GOLD: #kapˈua̯#}
411    | #kˈɑptiː# | *#kˈɑptiː# | *#kˈɑpti# | *#cˈɛːft# | *#cˈɛːft# | *#cˈɛft# | *#cˈɛft# {GOLD: #cˈɛft#}
412    | #kˌɑptiˈɑːtɑm# | *#kˌɑptjˈɑːtɑ# | *#kˌɑpt͡ʃjˈɑtɑ# | *#kˌapsˈɛtə# | *#kˌapsˈɛtə# | *#kˌapsˈɛtə# | *#kapsˈɛtə# {GOLD: #kafʃˈatə#}
413    | #kˌɑpˈistrum# | *#kˌɑpˈɪstrʊ# | *#kˌɑpˈestru# | *#kˌapˈɛːʃtr# | *#kˌapˈɛːʃtɾ# | *#kˌapˈɛʃtɾ# | *#kapˈɛʃtɾ# {GOLD: #kəpɾˈɛʃ#}
414    | #kˌɑpitˈiːnɑ# | *#kˌɑpɪtˈiːnɑ# | *#kˌɑptˈinɑ# | *#kˌaftˈĩːnə# | *#kˌaftˈĩːnə# | *#kˌaftˈinə# | *#kaftˈinə# {GOLD: #kaptˈinə#}
415    | #kˌɑrˈɑːnioː# | *#kˌɑrˈɒːɲoː# | *#kˌɑrˈoɲø# | *#kˌarˈɔ̃ːɲ# | *#kˌaɾˈɔ̃ːɲ# | *#kˌaɾˈɔɲ# | *#kaɾˈɔj# {GOLD: #cəɾˈɔj#}
416    | #kˈɑriem# | *#kˈɑrjɛ# | *#kˈɑrjɛ# | *#cˈie̯r# | *#cˈie̯ɾ# | *#cˈie̯ɾ# | *#cˈie̯ɾ# {GOLD: #cˈɛrɛ#}
417    | #kˌɑrpˈutioː# | *#kˌɑrpˈʊtjoː# | *#kˌɑrpˈut͡ʃjø# | *#kˌarpˈuːs# | *#kˌaɾpˈuːs# | *#kˌaɾpˈus# | *#kaɾpˈus# {GOLD: #kəpˈus#}
418    | #kˌɑrriˈoːsum# | *#kˌɑrːjˈoːsʊ# | *#kˌɑrːjˈøsu# | *#kˌarːˈyːʃ# | *#kˌarˈyːʃ# | *#kˌarˈyʃ# | *#karˈyʃ# {GOLD: #cɛɾˈɔs#}
419    | #kˌɑrminˈɑːnioː# | *#kˌɑrmɪɲˈɒːɲoː# | *#kˌɑrmiɲˈoɲø# | *#kˌarɲːˈɔ̃ːɲ# | *#kˌaɾɲˈɔ̃ːɲ# | *#kˌaɾɲˈɔɲ# | *#kaɾɲˈɔj# {GOLD: #kɛɾɲˈɔj#}
420    | #kˈɑrrɑ# | *#kˈɑrːɑ# | *#kˈɑrːɑ# | *#kˈaːrːə# | *#kˈaːrə# | *#kˈarə# | *#kˈarə# {GOLD: #kˈarə#}
421    | #kˈɑrriː# | *#kˈɑrːiː# | *#kˈɑrːi# | *#cˈɛːrː# | *#cˈɛːr# | *#cˈɛr# | *#cˈɛr# {GOLD: #cˈɛr#}
422    | #kˌɑrrˌiːkulˈɑːnioː# | *#kˌɑrːˌiːkʊlˠˈɒːɲoː# | *#kˌɑrːˌikulˠˈoɲø# | *#kˌarːəkəlˠˈɔ̃ːɲ# | *#kˌarəkəlˠˈɔ̃ːɲ# | *#kˌarəkəlˠˈɔɲ# | *#karəkəlˠˈɔj# {GOLD: #kriklˠˈɔj#}
423    | #kˌɑrsˈɑːniɑm# | *#kˌɑrsˈɑːɲɑ# | *#kˌɑrsˈɑɲɑ# | *#kˌarʃˈãːɲə# | *#kˌaɾʃˈəːɲə# | *#kˌaɾʃˈəɲə# | *#kaɾʃˈəɲə# {GOLD: #ɡəɾʃˈəɾə#}
424    | #kʰˈɑrtɑm# | *#kˈɑrtɑ# | *#kˈɑrtɑ# | *#kˈaːrtə# | *#kˈaːɾtə# | *#kˈaɾtə# | *#kˈaɾtə# {GOLD: #kˈaɾtə#}
425    | #kˈɑsinɑ# | *#kˈɑsɪnɑ# | *#kˈɑsinɑ# | *#cˈɛːʃĩnə# | *#cˈɛːʃĩnə# | *#kˈɛʃinə# | *#cˈɛʃinə# {GOLD: #cˈɛʃəɾ#}
426    | #kˌɑstˈɑneɑm# | *#kˌɑstˈɑɲɑ# | *#kˌɑstˈɑɲɑ# | *#kˌaʃtˈãːɲə# | *#kˌaʃtˈəːɲə# | *#kˌaʃtˈəɲə# | *#kaʃtˈəɲə# {GOLD: #ɡəʃtˈɛɲə#}
427    | #kˌɑstɑnˈeːtum# | *#kˌɑstɑnˈeːtʊ# | *#kˌɑstɑnˈetu# | *#kˌaʃtə̃nˈɛt# | *#kˌaʃtə̃ɾˈɛt# | *#kˌaʃtəɾˈɛt# | *#kaʃtəɾˈɛt# {GOLD: #kaʃɲˈɛt#}
428    | #kˌɑstˈellɑm# | *#kˌɑstˈɛlɑ# | *#kˌɑstˈɛlɑ# | *#kˌaʃtjˈɛːlə# | *#kˌaʃtjˈɛːlə# | *#kˌaʃtjˈɛlə# | *#kaʃtjˈɛlə# {GOLD: #kəʃtjˈɛlˠə#}
429    | #kˌɑstˈellum# | *#kˌɑstˈɛlʊ# | *#kˌɑstˈɛlu# | *#kˌaʃtjˈɛːl# | *#kˌaʃtjˈɛːl# | *#kˌaʃtjˈɛl# | *#kaʃtjˈɛl# {GOLD: #kəʃtjˈɛl#}
430    | #kˈɑsulɑ# | *#kˈɑsʊlˠɑ# | *#kˈɑsulˠɑ# | *#kˈaːʃulˠ# | *#kˈaːʃulˠ# | *#kˈaʃulˠ# | *#kˈaʃulˠ# {GOLD: #kˈat͡ʃulə#}
431    | #kˈɑwkɑm# | *#kˈɑwkɑ# | *#kˈɑwkɑ# | *#kˈakə# | *#kˈakə# | *#kˈakə# | *#kˈakə# {GOLD: #kˈafkə#}
432    | #kˈɑwsɑm# | *#kˈɑwsɑ# | *#kˈɑwsɑ# | *#kˈaːʃə# | *#kˈaːʃə# | *#kˈaʃə# | *#kˈaʃə# {GOLD: #kˈafʃə#}
433    | #kˈɑwulɑm# | *#kˈɑwʊlˠɑ# | *#kˈɑulˠɑ# | *#kˈaːlˠ# | *#kˈaːlˠ# | *#kˈalˠ# | *#kˈalˠ# {GOLD: #ɡˈavəɾ#}
434    | #kˈellɑ# | *#kˈɛlɑ# | *#kˈɛlɑ# | *#cˈɛːlə# | *#cˈɛːlə# | *#cˈɛlə# | *#cˈɛlə# {GOLD: #cˈɛlə#}
435    | #kˌellˈɑːnioː# | *#kˌɛlˈɒːɲoː# | *#kˌɛlˈoɲø# | *#kəlˈɔ̃ːɲ# | *#kəlˈɔ̃ːɲ# | *#kəlˈɔɲ# | *#kəlˈɔj# {GOLD: #cəlˠˈɔj#}
436    | #kˈentum# | *#kˈɛntʊ# | *#kˈɛntu# | *#cˈɛ̃ːnd# | *#cˈɛ̃ːnd# | *#cˈɛnd# | *#cˈɛnd# {GOLD: #cˈind#}
437    | #kˈentrum# | *#kˈɛntrʊ# | *#kˈɛntru# | *#cˈɛ̃ːndr# | *#cˈɛ̃ːndɾ# | *#cˈɛndɾ# | *#cˈɛndɾ# {GOLD: #cˈɛndəɾ#}
438    | #kˌentrˈɑːnioː# | *#kˌɛntrˈɒːɲoː# | *#kˌɛntrˈoɲø# | *#kə̃ndrˈɔ̃ːɲ# | *#kə̃ndɾˈɔ̃ːɲ# | *#kəndɾˈɔɲ# | *#kəndɾˈɔj# {GOLD: #cɛndɾˈɔj#}
439    | #kˈeːpɑ# | *#kˈeːpɑ# | *#kˈepɑ# | *#cˈɛpə# | *#cˈɛpə# | *#cˈɛpə# | *#cˈɛpə# {GOLD: #cˈɛpə#}
440    | #kˌeːpˈullɑ# | *#kˌeːpˈʊlɑ# | *#kˌepˈulɑ# | *#kəpˈuːlə# | *#kəpˈuːlə# | *#kəpˈulə# | *#kəpˈulə# {GOLD: #cɛpˈulɛ#}
441    | #kˌerɑsiˈɑːrium# | *#kˌɛrɑsjˈɒːrʊ# | *#kˌɛrɑsjˈoru# | *#kərəʃˈye̯r# | *#kəɾəʃˈye̯ɾ# | *#kəɾəʃˈye̯ɾ# | *#kəɾəʃˈye̯ɾ# {GOLD: #cɛɾʃˈua̯ɾ#}
442    | #kˌerebˈellum# | *#kˌɛrɛbˈɛlʊ# | *#kˌɛrɛbˈɛlu# | *#kərəvjˈɛːl# | *#kəɾəvjˈɛːl# | *#kəɾəvjˈɛl# | *#kəɾəvjˈɛl# {GOLD: #kɾˈɛl#}
443    | #kˌerˈebrum# | *#kˌɛrˈɛbrʊ# | *#kˌɛrˈɛbru# | *#kərjˈɛvr# | *#kəɾjˈɛvɾ# | *#kəɾjˈɛvɾ# | *#kəɾjˈɛvɾ# {GOLD: #kɾˈye̯#}
444    | #kˌerˈesiɑ# | *#kˌɛrˈɛsjɑ# | *#kˌɛrˈɛsjɑ# | *#kərˈiːʃə# | *#kəɾˈiːʃə# | *#kəɾˈiʃə# | *#kəɾˈiʃə# {GOLD: #cɛɾʃˈi#}
445    | #kˈerrum# | *#kˈɛrːʊ# | *#kˈɛrːu# | *#cˈɛːrː# | *#cˈɛːr# | *#cˈɛr# | *#cˈɛr# {GOLD: #cˈar#}
446    | #kˌerrˈeːtum# | *#kˌɛrːˈeːtʊ# | *#kˌɛrːˈetu# | *#kərːˈɛt# | *#kərˈɛt# | *#kərˈɛt# | *#kərˈɛt# {GOLD: #cɛrˈɛt#}
447    | #kʰˌersˈydrɑ# | *#kˌɛrsˈɪdrɑ# | *#kˌɛrsˈedrɑ# | *#kərʃˈɛðrə# | *#kəɾʃˈɛðɾə# | *#kəɾʃˈɛðɾə# | *#kəɾʃˈɛðɾə# {GOLD: #kulʃˈɛdəɾ#}
448    | #kˌertˈɑːnioː# | *#kˌɛrtˈɒːɲoː# | *#kˌɛrtˈoɲø# | *#kərtˈɔ̃ːɲ# | *#kəɾtˈɔ̃ːɲ# | *#kəɾtˈɔɲ# | *#kəɾtˈɔj# {GOLD: #cəɾtˈɔj#}
449    | #kiˈeːnioː# | *#kjˈɶːɲoː# | *#kjˈoɲø# | *#kˈɔ̃ːɲ# | *#kˈɔ̃ːɲ# | *#kˈɔɲ# | *#kˈɔj# {GOLD: #cˈɔj#}
450    | #kˌiːkˈɑːlɑ# | *#kˌiːkˈɑːlˠɑ# | *#kkˈɑlˠɑ# | *#kˈaːlˠə# | *#kˈaːlˠə# | *#kˈalˠə# | *#kˈalˠə# {GOLD: #ɟinkˈalˠə#}
451    | #kˈikerem# | *#kˈɪkɛrɛ# | *#kˈekɛrɛ# | *#cˈicɛr# | *#cˈicɛɾ# | *#cˈicɛɾ# | *#cˈicɛɾ# {GOLD: #cˈicəɾ#}
452    | #kˌikʰˈoreːɑ# | *#kˌɪkˈɔrjɑ# | *#kkˈorjɑ# | *#kˈuo̯r# | *#kˈua̯ɾ# | *#kˈua̯ɾ# | *#kˈua̯ɾ# {GOLD: #kˈɔɾɛ#}
453    | #kˌikˈuːtɑ# | *#kˌɪkˈuːtɑ# | *#kkˈytɑ# | *#cˈytə# | *#cˈytə# | *#cˈytə# | *#cˈytə# {GOLD: #kukˈutə#}
454    | #kˈiːmikem# | *#kˈiːmɪkɛ# | *#kˈimikɛ# | *#cˈĩːmic# | *#cˈĩːmic# | *#cˈimic# | *#cˈimic# {GOLD: #cˈimkə#}
455    | #kˌimˈussɑm# | *#kˌɪmˈʊssɑ# | *#kˌimˈussɑ# | *#kə̃mˈuːʃə# | *#kə̃mˈuːʃə# | *#kəmˈuʃə# | *#kəmˈuʃə# {GOLD: #cimˈuʃə#}
456    | #kˈinɡulɑ# | *#kˈɪnɡʊlˠɑ# | *#kˈenɡulˠɑ# | *#cˈɛ̃ːnɡulˠ# | *#cˈɛ̃ːnɡulˠ# | *#cˈɛnɡulˠ# | *#cˈɛnɡulˠ# {GOLD: #qˈiŋɡəl#}
457    | #kˌirkˈɑːnioː# | *#kˌɪrkˈɒːɲoː# | *#kˌirkˈoɲø# | *#kərkˈɔ̃ːɲ# | *#kəɾkˈɔ̃ːɲ# | *#kəɾkˈɔɲ# | *#kəɾkˈɔj# {GOLD: #kəɾkˈɔj#}
458    | #kˌirkˈellɑ# | *#kˌɪrkˈɛlɑ# | *#kˌirkˈɛlɑ# | *#kərcˈɛːlə# | *#kəɾcˈɛːlə# | *#kəɾcˈɛlə# | *#kəɾcˈɛlə# {GOLD: #kəɾcˈɛlə#}
459    | #kˌirkˈellum# | *#kˌɪrkˈɛlʊ# | *#kˌirkˈɛlu# | *#kərcˈɛːl# | *#kəɾcˈɛːl# | *#kəɾcˈɛl# | *#kəɾcˈɛl# {GOLD: #cˈɛɾθulˠ#}
460    | #kˈirkulum# | *#kˈɪrkʊlˠʊ# | *#kˈerkulˠu# | *#cˈɛːrkulˠ# | *#cˈɛːɾkulˠ# | *#cˈɛɾkulˠ# | *#cˈɛɾkulˠ# {GOLD: #cˈaɾkulˠ#}
461    | #kˈirkum# | *#kˈɪrkʊ# | *#kˈerku# | *#cˈɛːrk# | *#cˈɛːɾk# | *#cˈɛɾk# | *#cˈɛɾk# {GOLD: #cˈaɾk#}
462    | #kˈitrum# | *#kˈɪtrʊ# | *#kˈetru# | *#cˈɛtr# | *#cˈɛtɾ# | *#cˈɛtɾ# | *#cˈɛtɾ# {GOLD: #cˈitəɾ#}
463    | #kˌiːwitˈɑːtem# | *#kˌiːwɪtˈɑːtɛ# | *#kˌiitˈɑtɛ# | *#kətˈɛt# | *#kətˈɛt# | *#kətˈɛt# | *#kətˈɛt# {GOLD: #cytˈɛt#}
464    | #klˌɑːmˈɑːnioː# | *#klˌɑːmˈɒːɲoː# | *#klˌɑmˈoɲø# | *#kʎˌãmˈɔ̃ːɲ# | *#kʎˌə̃mˈɔ̃ːɲ# | *#cəmˈɔɲ# | *#cəmˈɔj# {GOLD: #ɟəmˈɔj#}
465    | #klˌɑːrˈɑːnioː# | *#klˌɑːrˈɒːɲoː# | *#klˌɑrˈoɲø# | *#kʎˌarˈɔ̃ːɲ# | *#kʎˌaɾˈɔ̃ːɲ# | *#cˌaɾˈɔɲ# | *#caɾˈɔj# {GOLD: #cəɾˈɔj#}
466    | #klˈɑːrtɑ# | *#klˈɑːrtɑ# | *#klˈɑrtɑ# | *#kʎˈaːrtə# | *#kʎˈaːɾtə# | *#cˈaɾtə# | *#cˈaɾtə# {GOLD: #cˈaɾtə#}
467    | #klˌɑwsitˈuːrɑm# | *#klˌɑwsɪtˈuːrɑ# | *#klˌɑwstˈyrɑ# | *#kʎˌaʃtˈyːrə# | *#kʎˌaʃtˈyːɾə# | *#kˌaʃtˈyɾə# | *#kaʃtˈyɾə# {GOLD: #klytˈyɾə#}
468    | #klˌɑwsˈuːrɑ# | *#klˌɑwsˈuːrɑ# | *#klˌɑwsˈyrɑ# | *#kʎˌaʃˈyːrə# | *#kʎˌaʃˈyːɾə# | *#kˌaʃˈyɾə# | *#kaʃˈyɾə# {GOLD: #kəlt͡sˈyɾə#}
469    | #klˌɑwsˈuːrɑ# | *#klˌɑwsˈuːrɑ# | *#klˌɑwsˈyrɑ# | *#kʎˌaʃˈyːrə# | *#kʎˌaʃˈyːɾə# | *#kˌaʃˈyɾə# | *#kaʃˈyɾə# {GOLD: #kəʃˈyɾə#}
470    | #klˌeːmˈeːntem# | *#klˌeːmˈeːntɛ# | *#klˌemˈentɛ# | *#kʎə̃mˈɛ̃ːnd# | *#kʎə̃mˈɛ̃ːnd# | *#cəmˈɛnd# | *#cəmˈɛnd# {GOLD: #kɛlmˈɛnd#}
471    | #klˌomˈostrum# | *#klˌʊmˈɔstrʊ# | *#klˌumˈostru# | *#kʎˌũmˈɔːʃtr# | *#kʎˌũmˈɔːʃtɾ# | *#cˌumˈɔʃtɾ# | *#cumˈɔʃtɾ# {GOLD: #cˈuməʃt#}
472    | #kˌoeːmptˈɑːnioː# | *#kˌʊeːmptˈɒːɲoː# | *#kˌuemtˈoɲø# | *#kˌuə̃mtˈɔ̃ːɲ# | *#kˌuə̃mtˈɔ̃ːɲ# | *#kˌuəmtˈɔɲ# | *#kuəmtˈɔj# {GOLD: #cəmtˈɔj#}
473    | #kˌoːɡitˈɑːnioː# | *#kˌuɡɪtˈɒːɲoː# | *#kˌujitˈoɲø# | *#kˌutˈɔ̃ːɲ# | *#kˌutˈɔ̃ːɲ# | *#kˌutˈɔɲ# | *#kutˈɔj# {GOLD: #kujtˈɔj#}
474    | #kˌoɡnˈɑːtum# | *#kˌʊŋnˈɑːtʊ# | *#kˌuŋnˈɑtu# | *#kˌũnːˈat# | *#kˌũnˈat# | *#kˌunˈat# | *#kunˈat# {GOLD: #kunˈat#}
475    | #kˌohˌeːrˈeːdem# | *#kˌʊhˌeːrˈeːdɛ# | *#kˌuhˌerˈedɛ# | *#kˌuːrˈið# | *#kˌuːɾˈið# | *#kˌuɾˈið# | *#kuɾˈið# {GOLD: #kujɾˈi#}
476    | #koˈiːnioː# | *#kwˈiːɲoː# | *#kwˈiɲø# | *#cˈĩːɲ# | *#cˈĩːɲ# | *#cˈiɲ# | *#cˈij# {GOLD: #cˈij#}
477    | #kˌolˈɑːnioː# | *#kˌʊlˠˈɒːɲoː# | *#kˌulˠˈoɲø# | *#kˌulˠˈɔ̃ːɲ# | *#kˌulˠˈɔ̃ːɲ# | *#kˌulˠˈɔɲ# | *#kulˠˈɔj# {GOLD: #kulˠˈɔj#}
478    | #kˌollˈɑːre# | *#kˌʊlˈɑːrɛ# | *#kˌulˈɑrɛ# | *#kˌulˈie̯r# | *#kˌulˈie̯ɾ# | *#kˌulˈie̯ɾ# | *#kulˈie̯ɾ# {GOLD: #kulˈaɾ#}
479    | #kˌollˌuktiˈɑːnioː# | *#kˌʊlˌʊktjˈɒːɲoː# | *#kˌulˌukt͡ʃjˈoɲø# | *#kˌulˌəksˈɛ̃ːɲ# | *#kˌulˌəksˈɛ̃ːɲ# | *#kˌuləksˈɛɲ# | *#kuləksˈɛj# {GOLD: #ɡult͡ʃˈɔj#}
480    | #kˌollˌektˈɑːnioː# | *#kˌʊlˌɛktˈɒːɲoː# | *#kˌulˌɛjtˈoɲø# | *#kˌuləjtˈɔ̃ːɲ# | *#kˌuləjtˈɔ̃ːɲ# | *#kˌuləjtˈɔɲ# | *#kuləjtˈɔj# {GOLD: #ɡultˈɔj#}
481    | #kˌollˌiːmitˈɑːnioː# | *#kˌʊlˌiːmɪtˈɒːɲoː# | *#kˌulˌimitˈoɲø# | *#kˌulə̃mtˈɔ̃ːɲ# | *#kˌulə̃mtˈɔ̃ːɲ# | *#kˌuləmtˈɔɲ# | *#kuləmtˈɔj# {GOLD: #ɟəmtˈɔj#}
482    | #kˌolˈostrum# | *#kˌʊlˠˈɔstrʊ# | *#kˌulˠˈostru# | *#kˌulˠˈɔːʃtr# | *#kˌulˠˈɔːʃtɾ# | *#kˌulˠˈɔʃtɾ# | *#kulˠˈɔʃtɾ# {GOLD: #kulˠˈɔʃtəɾ#}
483    | #kˌolumbˈiːnɑ# | *#kˌʊlˠʊmbɪnˈiːɑ# | *#kˌulˠumbinˈiɑ# | *#kˌulˠũmbə̃nˈiː# | *#kˌulˠũmbə̃ɾˈiː# | *#kˌulˠumbəɾˈi# | *#kulˠumbəɾˈi# {GOLD: #kulˠumbɾˈi#}
484    | #kˌolumnˈɑːtiɑ# | *#kˌʊlˠʊmnˈɑːtjɑ# | *#kˌulˠumnˈɑt͡ʃjɑ# | *#kˌulˠũnːˈɛːsə# | *#kˌulˠũnˈɛːsə# | *#kˌulˠunˈɛsə# | *#kulˠunˈɛsə# {GOLD: #kulˠumˈɛsə#}
485    | #kˈonkʰɑm# | *#kˈʊnkɑ# | *#kˈunkɑ# | *#kˈũːnɡə# | *#kˈũːnɡə# | *#kˈunɡə# | *#kˈunɡə# {GOLD: #kˈuŋɡə#}
486    | #kˈokkɑm# | *#kˈɔkkɑ# | *#kˈokkɑ# | *#kˈɔkə# | *#kˈɔkə# | *#kˈɔkə# | *#kˈɔkə# {GOLD: #kˈɔkə#}
487    | #kˈokkeum# | *#kˈɔkkjʊ# | *#kˈokkju# | *#kˈɔc# | *#kˈɔc# | *#kˈɔc# | *#kˈɔc# {GOLD: #kˈuc#}
488    | #kˈokwum# | *#kˈɔkwʊ# | *#kˈokwu# | *#kˈɔk# | *#kˈɔk# | *#kˈɔk# | *#kˈɔk# {GOLD: #kˈɔk#}
489    | #kˈoksɑm# | *#kˈɔksɑ# | *#kˈoksɑ# | *#kˈɔːfʃə# | *#kˈɔːfʃə# | *#kˈɔfʃə# | *#kˈɔfʃə# {GOLD: #kˈɔfʃə#}
490    | #kˌoktˈorium# | *#kˌʊktˈɔrʊ# | *#kˌuktˈoru# | *#kˌuftˈuo̯r# | *#kˌuftˈua̯ɾ# | *#kˌuftˈua̯ɾ# | *#kuftˈua̯ɾ# {GOLD: #kɔftˈɔɾ#}
491    | #kˈomɑ# | *#kˈɔmɑ# | *#kˈomɑ# | *#kˈɔ̃ːmə# | *#kˈɔ̃ːmə# | *#kˈɔmə# | *#kˈɔmə# {GOLD: #kˈɔmə#}
492    | #kˌommˈerkium# | *#kˌʊmmˈɛrkjʊ# | *#kˌummˈɛrkju# | *#kˌũmːjˈɛːrc# | *#kˌũmjˈɛːɾc# | *#kˌumjˈɛɾc# | *#kumjˈɛɾc# {GOLD: #kumˈɛɾc#}
493    | #kˌommunikˈɑːnioː# | *#kˌʊmmʊnɪkˈɒːɲoː# | *#kˌummunkˈoɲø# | *#kˌũnːɡˈɔ̃ːɲ# | *#kˌũnɡˈɔ̃ːɲ# | *#kˌunɡˈɔɲ# | *#kunɡˈɔj# {GOLD: #kuŋɡˈɔj#}
494    | #kˈompɑter# | *#kˈʊmpɑtɛr# | *#kˈumtɛr# | *#kˈũːmtɛr# | *#kˈũːmtɛɾ# | *#kˈumtɛɾ# | *#kˈumtɛɾ# {GOLD: #kˈumtəɾ#}
495    | #kˌompˌutˈɑːnioː# | *#kˌʊmpˌʊtˈɒːɲoː# | *#kˌumpˌutˈoɲø# | *#kˌũmbˌətˈɔ̃ːɲ# | *#kˌũmbˌətˈɔ̃ːɲ# | *#kˌumbətˈɔɲ# | *#kumbətˈɔj# {GOLD: #kuptˈɔj#}
496    | #kˌompˌutˈɑːnioː# | *#kˌʊmpˌʊtˈɒːɲoː# | *#kˌumpˌutˈoɲø# | *#kˌũmbˌətˈɔ̃ːɲ# | *#kˌũmbˌətˈɔ̃ːɲ# | *#kˌumbətˈɔɲ# | *#kumbətˈɔj# {GOLD: #kumtˈɔj#}
497    | #kˈomputum# | *#kˈʊmpʊtʊ# | *#kˈumtu# | *#kˈũːmt# | *#kˈũːmt# | *#kˈumt# | *#kˈumt# {GOLD: #kˈumt#}
