etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Output {GOLD}
129    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡɾˌaʃˈina# {GOLD: >*} | *#ɡɾˌaʃˈinə# | *#ɡɾˌaʃˈinə# | *#ɡɾaʃˈinə# {GOLD: #ɡɾaʃˈinə#}
130    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡɾˌadˈina# {GOLD: >*} | *#ɡɾˌadˈinə# | *#ɡɾˌadˈinə# | *#ɡɾadˈinə# {GOLD: #ɡɾadˈinə#}
131    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡɾˌabˈit# {GOLD: >*} | *#ɡɾˌabˈit# | *#ɡɾˌabˈit# | *#ɡɾabˈit# {GOLD: #ɡɾabˈit#}
132    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡɾˈada# {GOLD: >*} | *#ɡɾˈadə# | *#ɡɾˈadə# | *#ɡɾˈadə# {GOLD: #ɡɾˈadə#}
133    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡɾ̩bˈaʃ# {GOLD: >*} | *#ɡɾ̩bˈaʃ# | *#ɡɾ̩bˈaʃ# | *#ɡəɾbˈaʃ# {GOLD: #ɡɾɛbˈaʃ#}
134    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˈɔɾʃ# {GOLD: >*} | *#ɡˈɔɾʃ# | *#ɡˈɔɾʃ# | *#ɡˈɔɾʃ# {GOLD: #ɡɾˈɔʃ#}
135    | ... | ... | ... | ... | ... | ... | ... | *#ɡɾˈɒzdɪlɪ# | *#ɡɾˈɒːzdəl# | *#ɡɾˈɔːzdl̩# {GOLD: >*} | *#ɡɾˈɔːzdl̩# | *#ɡɾˈɔzdl̩# | *#ɡɾˈɔzdəl# {GOLD: #ɡɾˈɔʒəl#}
136    | ... | ... | ... | ... | ... | ... | ... | *#ɡˈʊɾʃtɪ# | *#ɡˈɔːʷɾʃt# | *#ɡɾˈuʃt# {GOLD: >*} | *#ɡɾˈuʃt# | *#ɡɾˈuʃt# | *#ɡɾˈuʃt# {GOLD: #ɡɾˈuʃt#}
137    | ... | ... | ... | ... | ... | ... | ... | *#lˠˌɑpˈuʃɪ# | *#lˠˌɑpˈuːʃ# | *#lˠˌapˈuːʃ# {GOLD: >*} | *#lˠˌapˈuːʃ# | *#lˠˌapˈuʃ# | *#lˠapˈuʃ# {GOLD: #lˠapˈuʃ#}
138    | ... | ... | ... | ... | ... | ... | ... | *#lˠˌɑpˈuʃɑ# | *#lˠˌɑpˈuːʃɑ# | *#lˠˌapˈuːʃa# {GOLD: >*} | *#lˠˌapˈuːʃə# | *#lˠˌapˈuʃə# | *#lˠapˈuʃə# {GOLD: #lˠapˈuʃə#}
139    | ... | ... | ... | ... | ... | ... | ... | *#lˠˈɑʃkɑ# | *#lˠˈɑːʃkɑ# | *#lˠˈaːʃka# {GOLD: >*} | *#lˠˈaːʃkə# | *#lˠˈaʃkə# | *#lˠˈaʃkə# {GOLD: #lˠˈaʃkə#}
140    | ... | ... | ... | ... | ... | ... | ... | *#lˠˈɑzɪt͡sɑ# | *#lˠˈɑːst͡sɑ# | *#lˠˈaːst͡sa# {GOLD: >*} | *#lˠˈaːst͡sə# | *#lˠˈast͡sə# | *#lˠˈast͡sə# {GOLD: #lˠˈat͡sə#}
141    | ... | ... | ... | ... | ... | ... | ... | *#lˠˈɔzkɑ# | *#lˠˈɔːskɑ# | *#lˠˈɔːska# {GOLD: >*} | *#lˠˈɔːskə# | *#lˠˈɔskə# | *#lˠˈɔskə# {GOLD: #lˠˈaskə#}
142    | ... | ... | ... | ... | ... | ... | ... | *#lˠˈɑzɒɾɑ# | *#lˠˈɑːzɒɾ# | *#lˠˈaːzɾ̩# {GOLD: >*} | *#lˠˈaːzɾ̩# | *#lˠˈazɾ̩# | *#lˠˈazəɾ# {GOLD: #lˠˈazuɾə#}
143    | ... | ... | ... | ... | ... | ... | ... | *#lˠˈɑ̃nɡɑ# | *#lˠˈɑ̃nɡɑ# | *#lˠˈãŋɡa# {GOLD: #lˠˈɑ̃ŋkə#} | *#lˠˈə̃ŋɡə# | *#lˠˈəŋɡə# | *#lˠˈəŋɡə# {GOLD: #lˠˈəŋɡə#}
144    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#lˠˌɔmˈit# {GOLD: >*} | *#lˠˌɔmˈit# | *#lˠˌɔmˈit# | *#lˠɔmˈit# {GOLD: #lˠɔmˈit#}
145    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#lˠˈɔska# {GOLD: >*} | *#lˠˈɔskə# | *#lˠˈɔskə# | *#lˠˈɔskə# {GOLD: #lˠˈɔskə#}
146    | ... | ... | ... | ... | ... | ... | ... | ... | *#lˈɯkɑ# | *#lˠˈuka# {GOLD: >*} | *#lˠˈukə# | *#lˠˈukə# | *#lˠˈukə# {GOLD: #lˠˈukə#}
147    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ˌukɾˈaja# {GOLD: >*} | *#ˌukɾˈajə# | *#ˌukɾˈajə# | *#ukɾˈajə# {GOLD: #ukɾˈajə#}
148    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ˌudˈɔb# {GOLD: >*} | *#ˌudˈɔb# | *#ˌudˈɔb# | *#udˈɔb# {GOLD: #udˈɔb#}
149    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#jˌunˈak# {GOLD: >*} | *#jˌunˈak# | *#jˌunˈak# | *#junˈak# {GOLD: #unˈak#}
150    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ˌulˈiʃtə# {GOLD: >*} | *#ˌulˈiʃtə# | *#ˌulˈiʃtə# | *#ulˈiʃtə# {GOLD: #ulˈiʃtə#}
151    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ˌuɾˈɔk# {GOLD: >*} | *#ˌuɾˈɔk# | *#ˌuɾˈɔk# | *#uɾˈɔk# {GOLD: #uɾˈɔk#}
152    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#cˈɛ̃ʒna# {GOLD: >*} | *#cˈɛ̃ʒnə# | *#cˈɛʒnə# | *#cˈɛʒnə# {GOLD: #cˈaʒnə#}
153    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#cɛsˈat# {GOLD: >*} | *#cɛsˈat# | *#cɛsˈat# | *#cɛsˈat# {GOLD: #cɛsˈat#}
154    | ... | ... | ... | ... | ... | ... | ... | *#klˌɛpˈɑðlɒ# | *#klˌɛpˈɑːlɒ# | *#kʎˌɛpˈaːlˠa# {GOLD: >*} | *#kʎˌɛpˈaːlˠə# | *#cˌɛpˈalˠə# | *#cɛpˈalˠə# {GOLD: #cɛpˈalˠə#}
155    | ... | ... | ... | ... | ... | ... | ... | *#klˈɛpə# | *#klˈɛp# | *#kʎˈɛp# {GOLD: >*} | *#kʎˈɛp# | *#cˈɛp# | *#cˈɛp# {GOLD: #cˈɛp#}
156    | ... | ... | ... | ... | ... | ... | ... | ... | *#kʎˈuːt͡ʃ# | *#kʎˈuːt͡ʃ# {GOLD: #kʎˈyt͡ʃ#} | *#kʎˈuːt͡ʃ# | *#cˈut͡ʃ# | *#cˈut͡ʃ# {GOLD: #cˈyt͡ʃ#}
157    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡʎˌavnˈit͡sa# {GOLD: >*} | *#ɡʎˌavnˈit͡sə# | *#ɟˌavnˈit͡sə# | *#ɟavnˈit͡sə# {GOLD: #ɟanˈit͡sə#}
158    | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡlˌɒ̃bɒt͡ʃˈɑːr# | *#ɡʎˌɔmbɔt͡ʃˈaːɾ# {GOLD: >*} | *#ɡʎˌɔmbɔt͡ʃˈaːɾ# | *#ɟˌɔmbɔt͡ʃˈaɾ# | *#ɟɔmbɔt͡ʃˈaɾ# {GOLD: #ɟəmbɔt͡ʃˈaɾ#}
159    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɟˌɛzdˈit# {GOLD: >*} | *#ɟˌɛzdˈit# | *#ɟˌɛzdˈit# | *#ɟɛzdˈit# {GOLD: #ɟɛzdˈit#}
160    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡʎˌɔmbɔt͡ʃˈaɾ# {GOLD: >*} | *#ɡʎˌɔmbɔt͡ʃˈaɾ# | *#ɟˌɔmbɔt͡ʃˈaɾ# | *#ɟɔmbɔt͡ʃˈaɾ# {GOLD: #ɟɔmbɔt͡ʃˈaɾ#}
161    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡʎˈɔba# {GOLD: >*} | *#ɡʎˈɔbə# | *#ɟˈɔbə# | *#ɟˈɔbə# {GOLD: #ɟˈɔbə#}
162    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɲˌuxˈat# {GOLD: >*} | *#ɲˌuhˈat# | *#ɲˌuhˈat# | *#ɲuhˈat# {GOLD: #ɲuhˈat#}
163    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈas# {GOLD: >*} | *#t͡ʃˈas# | *#t͡ʃˈas# | *#t͡ʃˈas# {GOLD: #t͡ʃˈas#}
164    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈafka# {GOLD: >*} | *#t͡ʃˈafkə# | *#t͡ʃˈafkə# | *#t͡ʃˈafkə# {GOLD: #t͡ʃˈafkə#}
165    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈam# {GOLD: >*} | *#t͡ʃˈam# | *#t͡ʃˈam# | *#t͡ʃˈam# {GOLD: #t͡ʃˈam#}
166    | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃɪɾnˈɑvɑ# | *#t͡ʃərːˈɑːvɑ# | *#t͡ʃərˈaːva# {GOLD: >*} | *#t͡ʃərˈaːvə# | *#t͡ʃərˈavə# | *#t͡ʃərˈavə# {GOLD: #t͡ʃərˈavə#}
167    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˌɛtˈina# {GOLD: >*} | *#t͡ʃˌɛtˈinə# | *#t͡ʃˌɛtˈinə# | *#t͡ʃɛtˈinə# {GOLD: #t͡ʃɛtˈinə#}
168    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˌɛlˈit# {GOLD: >*} | *#t͡ʃˌɛlˈit# | *#t͡ʃˌɛlˈit# | *#t͡ʃɛlˈit# {GOLD: #t͡ʃɛlˈit#}
169    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˌɛlnˈik# {GOLD: >*} | *#t͡ʃˌɛlnˈik# | *#t͡ʃˌɛlnˈik# | *#t͡ʃɛlnˈik# {GOLD: #t͡ʃɛlnˈik#}
170    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈɛta# {GOLD: >*} | *#t͡ʃˈɛtə# | *#t͡ʃˈɛtə# | *#t͡ʃˈɛtə# {GOLD: #t͡ʃˈɛtə#}
171    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈɛlˠa# {GOLD: >*} | *#t͡ʃˈɛlˠə# | *#t͡ʃˈɛlˠə# | *#t͡ʃˈɛlˠə# {GOLD: #t͡ʃˈɛlə#}
172    | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈɛːɾðɑ# | *#t͡ʃˈie̯ɾðɑ# | *#t͡ʃˈɛɾða# {GOLD: >*} | *#t͡ʃˈɛɾðə# | *#t͡ʃˈɛɾðə# | *#t͡ʃˈɛɾðə# {GOLD: #t͡ʃˈɛɾðə#}
173    | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈɪɾnə# | *#t͡ʃˈɪːrː# | *#t͡ʃˈir# {GOLD: >*} | *#t͡ʃˈir# | *#t͡ʃˈir# | *#t͡ʃˈir# {GOLD: #t͡ʃˈɛr#}
174    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˌɔɾnɔvˈɔda# {GOLD: >*} | *#t͡ʃˌɔɾnɔvˈɔdə# | *#t͡ʃˌɔɾnɔvˈɔdə# | *#t͡ʃɔɾnɔvˈɔdə# {GOLD: #t͡ʃɔɾɔvˈɔdə#}
175    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˌudˈit# {GOLD: >*} | *#t͡ʃˌudˈit# | *#t͡ʃˌudˈit# | *#t͡ʃudˈit# {GOLD: #t͡ʃudˈit#}
176    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈuka# {GOLD: >*} | *#t͡ʃˈukə# | *#t͡ʃˈukə# | *#t͡ʃˈukə# {GOLD: #t͡ʃˈukə#}
177    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈulˠa# {GOLD: >*} | *#t͡ʃˈulˠə# | *#t͡ʃˈulˠə# | *#t͡ʃˈulˠə# {GOLD: #t͡ʃˈulˠə#}
178    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈuda# {GOLD: >*} | *#t͡ʃˈudə# | *#t͡ʃˈudə# | *#t͡ʃˈudə# {GOLD: #t͡ʃˈudə#}
179    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈuba# {GOLD: >*} | *#t͡ʃˈubə# | *#t͡ʃˈubə# | *#t͡ʃˈubə# {GOLD: #t͡ʃˈubə#}
180    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ʃˌatˈɔra# {GOLD: >*} | *#ʃˌatˈɔrə# | *#ʃˌatˈɔrə# | *#ʃatˈɔrə# {GOLD: #ʃatˈɔrɛ#}
181    | ... | ... | ... | ... | ... | ... | ... | *#ʃˈɑkɑ# | *#ʃˈɑkɑ# | *#ʃˈaka# {GOLD: >*} | *#ʃˈakə# | *#ʃˈakə# | *#ʃˈakə# {GOLD: #ʃˈakə#}
182    | ... | ... | ... | ... | ... | ... | ... | *#ʃˈɒɾɑ# | *#ʃˈɒːɾɑ# | *#ʃˈɔːɾa# {GOLD: >*} | *#ʃˈɔːɾə# | *#ʃˈɔɾə# | *#ʃˈɔɾə# {GOLD: #ʃˈaɾə#}
183    | ... | ... | ... | ... | ... | ... | ... | *#ʃˈɒɾkɑ# | *#ʃˈɒːɾkɑ# | *#ʃˈɔːɾka# {GOLD: >*} | *#ʃˈɔːɾkə# | *#ʃˈɔɾkə# | *#ʃˈɔɾkə# {GOLD: #ʃˈaɾkə#}
184    | ... | ... | ... | ... | ... | ... | ... | *#ʃˈɑpə# | *#ʃˈɑp# | *#ʃˈap# {GOLD: >*} | *#ʃˈap# | *#ʃˈap# | *#ʃˈap# {GOLD: #ʃˈap#}
185    | ... | ... | ... | ... | ... | ... | ... | *#ʃˈɛtkɑ# | *#ʃˈɛtkɑ# | *#ʃˈɛtka# {GOLD: >*} | *#ʃˈɛtkə# | *#ʃˈɛtkə# | *#ʃˈɛtkə# {GOLD: #ʃˈɛtkə#}
186    | ... | ... | ... | ... | ... | ... | ... | *#ʃˈɛlɪsɑ# | *#ʃˈɛːləsɑ# | *#ʃˈɛːləsa# {GOLD: >*} | *#ʃˈɛːlt͡sə# | *#ʃˈɛlt͡sə# | *#ʃˈɛlt͡sə# {GOLD: #ʃˈɛlt͡sə#}
187    | ... | ... | ... | ... | ... | ... | ... | *#ʃˈẽnbɾə# | *#ʃˈɛ̃nbɾ# | *#ʃˈɛ̃mbɾ̩# {GOLD: >*} | *#ʃˈɛ̃mbɾ̩# | *#ʃˈɛmbɾ̩# | *#ʃˈɛmbəɾ# {GOLD: #ʃˈɛməɾ#}
188    | ... | ... | ... | ... | ... | ... | ... | *#ʃˌiːtˈɒvɑ# | *#ʃˌiːtˈɒːvɑ# | *#ʃˌiːtˈɔːva# {GOLD: >*} | *#ʃˌiːtˈɔːvə# | *#ʃˌitˈɔvə# | *#ʃitˈɔvə# {GOLD: #ʃitˈɔvə#}
189    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ʃˈipka# {GOLD: >*} | *#ʃˈipkə# | *#ʃˈipkə# | *#ʃˈipkə# {GOLD: #ʃˈipkə#}
190    | ... | ... | ... | ... | ... | ... | ... | *#ʃˌuːˈɛsɪ# | *#ʃˈɛːs# | *#ʃˈɛːs# {GOLD: >*} | *#ʃˈɛːs# | *#ʃˈɛs# | *#ʃˈɛs# {GOLD: #ʃˈye̯t͡s#}
191    | ... | ... | ... | ... | ... | ... | ... | *#ʃˈɒpə# | *#ʃˈɒp# | *#ʃˈɔp# {GOLD: >*} | *#ʃˈɔp# | *#ʃˈɔp# | *#ʃˈɔp# {GOLD: #ʃˈɔp#}
192    | ... | ... | ... | ... | ... | ... | ... | *#ʃkˌɔːə̯ɾðˈɪt͡sɪ# | *#ʃkˌuːo̯ɾðˈɛːt͡s# | *#ʃkˌuːɾðˈɛːt͡s# {GOLD: >*} | *#ʃkˌuːɾðˈɛːt͡s# | *#ʃkˌuɾðˈɛt͡s# | *#ʃkuɾðˈɛt͡s# {GOLD: #ʃkəɾðˈɛt͡s#}
193    | ... | ... | ... | ... | ... | ... | ... | *#ʃkˌɒːpˈitɪ# | *#ʃkˌɒːpˈit# | *#ʃkˌɔːpˈit# {GOLD: >*} | *#ʃkˌɔːpˈit# | *#ʃkˌɔpˈit# | *#ʃkɔpˈit# {GOLD: #ʃkɔpˈit#}
194    | ... | ... | ... | ... | ... | ... | ... | *#ʃkɾˈɑpi# | *#ʃkɾˈɑp# | *#ʃkɾˈap# {GOLD: >*} | *#ʃkɾˈap# | *#ʃkɾˈap# | *#ʃkɾˈap# {GOLD: #ʃkɾˈap#}
195    | ... | ... | ... | ... | ... | ... | ... | *#ʃˌuʃˈit͡sɑ# | *#ʃˌuʃˈiːt͡sɑ# | *#ʃˌuʃˈiːt͡sa# {GOLD: #ʃˌuʃˈit͡sə#} | *#ʃˌuʃˈiːt͡sə# | *#ʃˌuʃˈit͡sə# | *#ʃuʃˈit͡sə# {GOLD: #ʃuʃˈit͡sə#}
196    | ... | ... | ... | ... | ... | ... | ... | *#ʃˌɯpʎˈɑkɑ# | *#ʃˌɯpʎˈɑkɑ# | *#ʃˌuplˈaka# {GOLD: >*} | *#ʃˌuplˈakə# | *#ʃˌuplˈakə# | *#ʃuplˈakə# {GOLD: #ʃuplˈakə#}
197    | ... | ... | ... | ... | ... | ... | ... | *#ʃˈʊlɑ# | *#ʃˈɔːʷlˠɑ# | *#ʃˈulˠa# {GOLD: >*} | *#ʃˈulˠə# | *#ʃˈulˠə# | *#ʃˈulˠə# {GOLD: #ʃˈulˠə#}
198    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ʃˈul# {GOLD: >*} | *#ʃˈul# | *#ʃˈul# | *#ʃˈul# {GOLD: #ʃˈul#}
199    | ... | ... | ... | ... | ... | ... | ... | *#ʃlˈɒtɑ# | *#ʃlˈɒtɑ# | *#ʃkʎˈɔta# {GOLD: >*} | *#ʃkʎˈɔtə# | *#ʃcˈɔtə# | *#ʃcˈɔtə# {GOLD: #ʃcˈɔtə#}
200    | ... | ... | ... | ... | ... | ... | ... | *#ʃtˌʊɾmˈɛ̃nnɛ# | *#ʃtˌʊɾmˈɛ̃nː# | *#ʃtɾ̩mˈɛ̃nː# {GOLD: #ʃtˌɾ̩mˈɛnː#} | *#ʃtɾ̩mˈɛ̃n# | *#ʃtɾ̩mˈɛn# | *#ʃtəɾmˈɛn# {GOLD: #ʃtəɾmˈɛn#}
201    | ... | ... | ... | ... | ... | ... | ... | *#ʃtəpˈɑ̃njɑ# | *#ʃtəpˈɑ̃ːjɑ# | *#ʃtəpˈãːja# {GOLD: #ʃtəpˈɑ̃ɲə#} | *#ʃtəpˈãːjə# | *#ʃtəpˈajə# | *#ʃtəpˈajə# {GOLD: #ʃtəpˈajə#}
202    | ... | ... | ... | ... | ... | ... | ... | *#ʃtəpˈɑ̃nzɑ# | *#ʃtəpˈɑ̃zɑ# | *#ʃtəpˈãza# {GOLD: #ʃtəpˈɑ̃ːzə#} | *#ʃtəpˈə̃zə# | *#ʃtəpˈəzə# | *#ʃtəpˈəzə# {GOLD: #ʃtəpˈəzə#}
203    | ... | ... | ... | ... | ... | ... | ... | *#ʃtəpə̃ɾ̃ˈɛʃɑ# | *#ʃtəpə̃ɾ̃ˈɛːʃɑ# | *#ʃtəpə̃ɾ̃ˈɛːʃa# {GOLD: >*} | *#ʃtəpəɾ̃ˈɛːʃə# | *#ʃtəpɾˈɛʃə# | *#ʃtəpɾˈɛʃə# {GOLD: #ʃtəpɾˈɛʃə#}
204    | ... | ... | ... | ... | ... | ... | ... | *#ʃtəpˈɑ̃ɾ̃ə# | *#ʃtəpˈɑ̃ɾ̃# | *#ʃtəpˈãɾ̃# {GOLD: #ʃtəpˈɑ̃ɾ̃#} | *#ʃtəpˈə̃ɾ̃# | *#ʃtˈəpəɾ# | *#ʃtˈəpəɾ# {GOLD: #ʃtˈəpəɾ#}
205    | ... | ... | ... | ... | ... | ... | ... | *#ʃtˈɯ̃njɑ# | *#ʃtˈɯ̃ɲɑ# | *#ʃtˈũɲa# {GOLD: #ʃtˈũɲə#} | *#ʃtˈũɲə# | *#ʃtˈuɲə# | *#ʃtˈuɲə# {GOLD: #ʃtˈuɲə#}
206    | ... | ... | ... | ... | ... | ... | ... | *#ʃtɾˈɑzɑ# | *#ʃtɾˈɑːzɑ# | *#ʃtɾˈaːza# {GOLD: >*} | *#ʃtɾˈaːzə# | *#ʃtɾˈazə# | *#ʃtɾˈazə# {GOLD: #ʃtɾˈazə#}
207    | ... | ... | ... | ... | ... | ... | ... | *#ʃˌɐɟˈitɪ# | *#ʃˌɐɟˈit# | *#ʃˌəɟˈit# {GOLD: #ʃˌaɡˈit#} | *#ʃˌəɟˈit# | *#ʃəɟˈit# | *#ʃəɟˈit# {GOLD: #ʒaɡˈit#}
208    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ʒˈɛɡ# {GOLD: >*} | *#ʒˈɛɡ# | *#ʒˈɛɡ# | *#ʒˈɛɡ# {GOLD: #ʒˈɛɡ#}
209    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ʒˌũmbˈina# {GOLD: >*} | *#ʒˌumbˈinə# | *#ʒˌumbˈinə# | *#ʒumbˈinə# {GOLD: #ʒumbˈinə#}
210    | ... | ... | ... | ... | ... | ... | ... | ... | *#tˈɒ̃ɡɑ# | *#tˈɔŋɡa# {GOLD: >*} | *#tˈɔŋɡə# | *#tˈɔŋɡə# | *#tˈɔŋɡə# {GOLD: #tˈaŋɡə#}
211    | ... | ... | ... | ... | ... | ... | ... | *#tˌʊɾkˈɑtɪ# | *#tˌʊɾkˈɑt# | *#tɾ̩kˈat# {GOLD: >*} | *#tɾ̩kˈat# | *#tɾ̩kˈat# | *#təɾkˈat# {GOLD: #təɾkˈat#}
212    | ... | ... | ... | ... | ... | ... | ... | *#təɾpˈiːtɪ# | *#təɾpˈiːt# | *#tɾ̩pˈiːt# {GOLD: >*} | *#tɾ̩pˈiːt# | *#tɾ̩pˈit# | *#təɾpˈit# {GOLD: #təɾpˈit#}
213    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˈɛk# {GOLD: >*} | *#tˈɛk# | *#tˈɛk# | *#tˈɛk# {GOLD: #tˈɛk#}
214    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˈis# {GOLD: >*} | *#tˈis# | *#tˈis# | *#tˈis# {GOLD: #tˈis#}
215    | ... | ... | ... | ... | ... | ... | ... | *#tˈɑj̃nɑ# | *#tˈɑj̃nɑ# | *#tˈaj̃na# {GOLD: >*} | *#tˈaj̃nə# | *#tˈajnə# | *#tˈajnə# {GOLD: #tˈinə#}
216    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˈina# {GOLD: >*} | *#tˈinə# | *#tˈinə# | *#tˈinə# {GOLD: #tˈinə#}
217    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˌɔt͡ʃˈilˠa# {GOLD: >*} | *#tˌɔt͡ʃˈilˠə# | *#tˌɔt͡ʃˈilˠə# | *#tɔt͡ʃˈilˠə# {GOLD: #tɔt͡ʃˈilˠə#}
218    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˌɔt͡ʃˈit# {GOLD: >*} | *#tˌɔt͡ʃˈit# | *#tˌɔt͡ʃˈit# | *#tɔt͡ʃˈit# {GOLD: #tɔt͡ʃˈit#}
219    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˌɔɾˈiʃtə# {GOLD: >*} | *#tˌɔɾˈiʃtə# | *#tˌɔɾˈiʃtə# | *#tɔɾˈiʃtə# {GOLD: #tɔɾˈiʃtə#}
220    | ... | ... | ... | ... | ... | ... | ... | *#tˌɒɾˈɔə̯# | *#tˌɒɾˈuo̯# | *#tˌɔɾˈuo̯# {GOLD: >*} | *#tˌɔɾˈua̯# | *#tˌɔɾˈua̯# | *#tɔɾˈua̯# {GOLD: #tɔɾˈua̯#}
221    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˌɔpˈil# {GOLD: >*} | *#tˌɔpˈil# | *#tˌɔpˈil# | *#tɔpˈil# {GOLD: #tɔpˈil#}
222    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˈɔka# {GOLD: >*} | *#tˈɔkə# | *#tˈɔkə# | *#tˈɔkə# {GOLD: #tˈɔkə#}
223    | ... | ... | ... | ... | ... | ... | ... | *#tˈɒpɔɾə# | *#tˈɒpɔɾ# | *#tˈɔpɾ̩# {GOLD: >*} | *#tˈɔpɾ̩# | *#tˈɔpɾ̩# | *#tˈɔpəɾ# {GOLD: #tˈɔpəɾ#}
224    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˌunt͡ʃˈan# {GOLD: >*} | *#tˌunt͡ʃˈan# | *#tˌunt͡ʃˈan# | *#tunt͡ʃˈan# {GOLD: #tunt͡ʃˈan#}
225    | ... | ... | ... | ... | ... | ... | ... | *#tˈɯ̃njɑ# | *#tˈɯ̃ɲɑ# | *#tˈũɲa# {GOLD: #tˈũɲə#} | *#tˈũɲə# | *#tˈuɲə# | *#tˈuɲə# {GOLD: #tˈuɲə#}
226    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˈun# {GOLD: >*} | *#tˈun# | *#tˈun# | *#tˈun# {GOLD: #tˈun#}
227    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tɾˈap# {GOLD: >*} | *#tɾˈap# | *#tɾˈap# | *#tɾˈap# {GOLD: #tɾˈap#}
228    | ... | ... | ... | ... | ... | ... | ... | *#tɾˈɪʃə# | *#tɾˈɪːʃ# | *#tɾˈiʃ# {GOLD: >*} | *#tɾˈiʃ# | *#tɾˈiʃ# | *#tɾˈiʃ# {GOLD: #tɾˈiʃ#}
229    | ... | ... | ... | ... | ... | ... | ... | *#tˈɪɾʃu# | *#tˈɪːɾʃ# | *#tˈɛɾʃ# {GOLD: >*} | *#tˈɛɾʃ# | *#tˈɛɾʃ# | *#tˈɛɾʃ# {GOLD: #tɾˈiʃ#}
230    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tɾˌɔndˈit# {GOLD: >*} | *#tɾˌɔndˈit# | *#tɾˌɔndˈit# | *#tɾɔndˈit# {GOLD: #tɾɔndˈit#}
231    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tɾˈɔxa# {GOLD: >*} | *#tɾˈɔhə# | *#tɾˈɔhə# | *#tɾˈɔhə# {GOLD: #tɾˈɔhə#}
