etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Output {GOLD}
18     | ... | ... | #kˈɑltʰɑ# | *#kˈɑltʰɑ# | *#kˈɑltʰɑ# | *#kˈɑltɑ# | *#kˈalta# | *#kˈalta# | *#kˈaːlta# | *#kˈaːltə# {GOLD: >*} | *#kˈaːltə# | *#kˈaltə# | *#kˈaltə# {GOLD: #kˈaltə#}
19     | ... | ... | #kˈɑltʰinɑ# | *#kˈɑltʰənɑ# | *#kˈɑltʰənɑ# | *#kˈɑltənɑ# | *#kˈaltɑ̃ɾ̃a# | *#kˈaltɐɾ̃a# | *#kˈaːltɐɾ̃a# | *#kˈaːltəɾ̃ə# {GOLD: #kˈaltə̃ɾ̃ə#} | *#kˈaːltəɾ̃# | *#kˈaltəɾ# | *#kˈaltəɾ# {GOLD: #kˈaltəɾ#}
20     | ... | ... | #kˌapnˈon# | *#kɐpnˈon# | *#kˈɑpnɒn# | *#kˈɑpnon# | *#kˈapnon# | *#kˈapnɔ̃n# | *#kˈapnə# | *#kˈamː# {GOLD: >*} | *#kˈam# | *#kˈam# | *#kˈam# {GOLD: #kˈam#}
21     | ... | ... | ... | ... | #kˌɑlˈɔɡɛrɔ# | *#kˌɑlˈoɡɛro# | *#kˌalˈoɟɪro# | *#kəlˠˈɔɟɪɾɔ# | *#kəlˠˈɔɟəɾə# | *#kəlˠˈɔɟɾ̩# {GOLD: >*} | *#kəlˠˈɔɟɾ̩# | *#kəlˠˈɔɟɾ̩# | *#klˠˈɔɟəɾ# {GOLD: #klˠˈɔɟəɾ#}
22     | ... | ... | #kˌokkˈumɛːlon# | *#kɐkkˈumbəlon# | *#kɐkkˈʊmbəlʊ# | *#kɐkkˈumbəlu# | *#kɐkkˈumbəlu# | *#kkˈũmbəlu# | *#kkˈũmbəlˠə# | *#kːˈũmbulˠ# {GOLD: >*} | *#kːˈũmbulˠ# | *#kˈumbulˠ# | *#kˈumbulˠ# {GOLD: #kˈumbulˠ#}
23     | ... | ... | #ɡˌawzˈaːfon# | *#ɡˌɑwzˈɒːfon# | *#ɡˌɑwzˈɒfʊ# | *#ɡˌɑwzˈofu# | *#ɡəzˈofu# | *#ɡəzˈɔfu# | *#ɡəzˈɔːfə# | *#ɡəzˈɔːf# {GOLD: >*} | *#ɡəzˈɔːf# | *#ɡəzˈɔf# | *#ɡəzˈɔf# {GOLD: #ɡəzˈɔf#}
24     | ... | ... | #kˌorsɔːtˈon# | *#kɐrsɔːtˈon# | *#kɐrsˈoːtɒn# | *#kɐrsˈøton# | *#kɐrsˈøton# | *#kəɾʃˈœtɔ̃n# | *#kəɾʃˈɛtə# | *#kɾ̩ʃˈɛt# {GOLD: #kɾ̩ʃˈœt#} | *#ɡɾ̩ʃˈɛt# | *#ɡɾ̩ʃˈɛt# | *#ɡəɾʃˈɛt# {GOLD: #ɡəɾʃˈɛt#}
25     | ... | ... | ... | ... | ... | ... | ... | #ɡrˌafˈɛjɔn# | *#ɡrˌafˈɛjə# | *#ɡɾ̩fˈɛj# {GOLD: >*} | *#ɡɾ̩fˈɛj# | *#ɡɾ̩fˈɛj# | *#ɡəɾfˈɛj# {GOLD: #ɡəɾfˈɛj#}
26     | ... | ... | #ɡrˈamma# | *#ɡrˈɑmmɑ# | *#ɡrˈɑmmɑ# | *#ɡrˈɑmmɑ# | *#ɡrˈamma# | *#ɡɾˈãmːa# | *#ɡɾˈãmːa# | *#ɡɾˈãmːə# {GOLD: >*} | *#ɡɾˈãmə# | *#ɡɾˈəmə# | *#ɡɾˈəmə# {GOLD: #ɡˈəɾmə#}
27     | ... | ... | #ɡˌɔːlˈoːn# | *#ɡˌɔːlˈoːn# | *#ɡˈɒːlɒːn# | *#ɡˈolon# | *#ɡˈolon# | *#ɡˈɔlɔ̃n# | *#ɡˈɔːlˠə# | *#ɡˈɔːlˠ# {GOLD: >*} | *#ɡˈɔːlˠ# | *#ɡˈɔlˠ# | *#ɡˈɔlˠ# {GOLD: #ɡˈɔlˠ#}
28     | ... | ... | #ɦˌɔːlˈenaː# | *#ˌɔːlˈenɑ# | *#ˌʊlˈɛnɑ# | *#ˌulˈɛnɑ# | *#ɔːʷlˈana# | *#ʊlˈãɾ̃a# | *#ʊlˠˈãɾ̃a# | *#lˠˈãɾ̃ə# {GOLD: #lˠˈãɾ̃ə#} | *#lˠˈãɾ̃ə# | *#lˠˈəɾə# | *#lˠˈəɾə# {GOLD: #lˠˈəɾə#}
29     | ... | ... | #kˌerasˈiːa# | *#kˌerɑsˈiːɑ# | *#kˌɛrɑsˈiɑ# | *#kˌɛrɑsˈijɑ# | *#kˌɛrasˈija# | *#cˌɛɾəʃˈija# | *#cˌɛɾəʃˈija# | *#cˌɛɾəʃˈiː# {GOLD: >*} | *#cˌɛɾʃˈiː# | *#cɛɾʃˈi# | *#cɛɾʃˈi# {GOLD: #cɛɾʃˈi#}
30     | ... | ... | #tˈermon# | *#tˈermon# | *#tˈɛrmʊ# | *#tˈɛrmu# | *#tˈɛrmu# | *#tˈɛɾmu# | *#tˈɛːɾmə# | *#tˈɛːɾm# {GOLD: >*} | *#tˈɛːɾm# | *#tˈɛɾm# | *#tˈɛɾm# {GOLD: #cˈɛɾm#}
31     | ... | ... | ... | ... | #stˈɛfɑnɔn# | *#stˈɛfɑnon# | *#stˈɛfɑ̃ɾ̃on# | *#ʃtˈɛfɐɾ̃ɔ̃n# | *#ʃtˈɛːfɐɾ̃ə# | *#ʃtˈɛːfəɾ̃# {GOLD: >*} | *#ʃtˈɛːfəɾ̃# | *#ʃtˈɛfəɾ# | *#ʃtˈɛfəɾ# {GOLD: #cˈɛfəɾ#}
32     | ... | ... | ... | ... | #kˈɛfɑlɔn# | *#kˈɛfɑlon# | *#kˈɛfalon# | *#cˈɛfɐlɔ̃n# | *#cˈɛːfɐlˠə# | *#cˈɛːfulˠ# {GOLD: >*} | *#cˈɛːfulˠ# | *#cˈɛfulˠ# | *#cˈɛfulˠ# {GOLD: #cˈɛfulˠ#}
33     | ... | ... | ... | ... | ... | ... | ... | #kˌiːrˈiːɑ# | *#kˌiːrˈiːɑ# | *#kˌiːɾˈiː# {GOLD: >*} | *#kˌiːɾˈiː# | *#kiɾˈi# | *#ciɾˈi# {GOLD: #ciɾˈi#}
34     | ... | ... | ... | ... | #kʰˈylɔn# | *#kˈylon# | *#kˈylon# | *#cˈylɔ̃n# | *#cˈuːlˠə# | *#cˈuːlˠ# {GOLD: >*} | *#cˈuːlˠ# | *#cˈulˠ# | *#cˈulˠ# {GOLD: #cˈulˠ#}
35     | ... | ... | #sˈarkon# | *#sˈɑrkon# | *#sˈɑrkʊ# | *#sˈɑrku# | *#sˈarku# | *#ʃˈaɾku# | *#ʃˈaːɾkə# | *#ʃˈaːɾk# {GOLD: >*} | *#ʃˈaːɾk# | *#ʃˈaɾk# | *#ʃˈaɾk# {GOLD: #ʃˈaɾk#}
36     | ... | ... | #sˌurˈittioː# | *#sɐrˈiːtt͡ʃoː# | *#sɐrˈitt͡ʃu# | *#sɐrˈitt͡ʃu# | *#sɐrˈitt͡ʃu# | *#ʃəɾˈisu# | *#ʃəɾˈiːsə# | *#ʃəɾˈiːs# {GOLD: >*} | *#ʃəɾˈiːs# | *#ʃəɾˈis# | *#ʃəɾˈis# {GOLD: #ʃəɾˈis#}
37     | ... | ... | #sˈaːsis# | *#sˈɒːsiːs# | *#sˈɒːsi# | *#sˈosi# | *#sˈosɪ# | *#ʃˈɔʃɪ# | *#ʃˈɔːʃə# | *#ʃˈɔːʃ# {GOLD: #ʃˈɔʃ#} | *#ʃˈɔːʃ# | *#ʃˈɔʃ# | *#ʃˈɔʃ# {GOLD: #ʃˈɔʃ#}
38     | ... | ... | #skˈalmaːn# | *#skˈɑlmɑn# | *#skˈɑlmɑ# | *#skˈɑlmɑ# | *#skˈalma# | *#ʃkˈalˠma# | *#ʃkˈaːlˠma# | *#ʃkˈaːlˠmə# {GOLD: >*} | *#ʃkˈaːlˠmə# | *#ʃkˈalˠmə# | *#ʃkˈalˠmə# {GOLD: #ʃkˈalˠmə#}
39     | ... | ... | #skˈaripʰa# | *#skˈɑrəpʰɑ# | *#skˈɑrəpʰɑ# | *#skˈɑrəpɑ# | *#skˈarəpa# | *#ʃkˈaɾəpa# | *#ʃkˈaːɾpa# | *#ʃkˈaːɾpə# {GOLD: >*} | *#ʃkˈaːɾpə# | *#ʃkˈaɾpə# | *#ʃkˈaɾpə# {GOLD: #ʃkˈaɾpə#}
40     | ... | ... | #skˈɑmnon# | *#skˈɑmbon# | *#skˈɑmbʊ# | *#skˈɑmbu# | *#skˈambu# | *#ʃkˈãmbu# | *#ʃkˈãmbə# | *#ʃkˈãmb# {GOLD: >*} | *#ʃkˈãmb# | *#ʃkˈəmb# | *#ʃkˈəmb# {GOLD: #ʃkˈəmb#}
41     | ... | ... | #skˈaːpon# | *#skˈɒːpon# | *#skˈɒːpʊ# | *#skˈopu# | *#skˈopu# | *#ʃkˈɔpu# | *#ʃkˈɔpə# | *#ʃkˈɔp# {GOLD: >*} | *#ʃkˈɔp# | *#ʃkˈɔp# | *#ʃkˈɔp# {GOLD: #ʃkˈɔp#}
42     | ... | ... | #skˌampˈiːnon# | *#skˌuːmpˈiːnon# | *#skˌumpˈinʊ# | *#skˌumpˈinu# | *#skˌumpˈinu# | *#ʃkˌũːmpˈĩnu# | *#ʃkˌũːmbˈĩːnːə# | *#ʃkˌũːmbˈĩːnː# {GOLD: #ʃkumbˈĩːn#} | *#ʃkˌũːmbˈĩːn# | *#ʃkumbˈin# | *#ʃkumbˈin# {GOLD: #ʃkumbˈin#}
43     | ... | ... | #skʰˈiːnton# | *#skʰˈiːnton# | *#skʰˈintʊ# | *#skˈintu# | *#scˈintu# | *#ʃcˈĩntu# | *#ʃcˈĩndə# | *#ʃcˈĩnd# {GOLD: >*} | *#ʃcˈĩnd# | *#ʃcˈind# | *#ʃcˈind# {GOLD: #ʃcˈind#}
44     | ... | ... | #stˈamna# | *#stˈɑmbɑ# | *#stˈɑmbɑ# | *#stˈɑmbɑ# | *#stˈamba# | *#ʃtˈãmba# | *#ʃtˈãmba# | *#ʃtˈãmbə# {GOLD: #ʃtˈãmbə#} | *#ʃtˈãmbə# | *#ʃtˈəmbə# | *#ʃtˈəmbə# {GOLD: #ʃtˈəmbə#}
45     | ... | ... | #stˈeripʰa# | *#stˈerəpʰɑ# | *#stˈɛrəpʰɑ# | *#stˈɛrəpɑ# | *#stˈɛrəpa# | *#ʃtˈɛɾəpa# | *#ʃtˈɛːɾpa# | *#ʃtˈɛːɾpə# {GOLD: >*} | *#ʃtˈɛːɾpə# | *#ʃtˈɛɾpə# | *#ʃtˈɛɾpə# {GOLD: #ʃtˈɛɾpə#}
46     | ... | ... | ... | ... | #stˈylɑ# | *#stˈylɑ# | *#stˈyla# | *#ʃtˈyla# | *#ʃtˈyːlˠa# | *#ʃtˈyːlˠə# {GOLD: >*} | *#ʃtˈyːlˠə# | *#ʃtˈylˠə# | *#ʃtˈylˠə# {GOLD: #ʃtˈylˠə#}
47     | ... | ... | #spˈaron# | *#spˈɑron# | *#spˈɑrʊ# | *#spˈɑru# | *#spˈaru# | *#ʃpˈaɾu# | *#ʃpˈaːɾə# | *#ʃpˈaːɾ# {GOLD: >*} | *#ʃpˈaːɾ# | *#ʃpˈaɾ# | *#ʃpˈaɾ# {GOLD: #ʃpˈaɾ#}
48     | ... | ... | #spˈarɡanon# | *#spˈɑrɡɑnon# | *#spˈɑrɡɑnʊ# | *#spˈɑrɡɑnu# | *#spˈarɡɑ̃ɾ̃u# | *#ʃpˈaɾɡɐɾ̃u# | *#ʃpˈaːɾɡɐɾ̃ə# | *#ʃpˈaːɾɡəɾ̃# {GOLD: #ʃpˈaɾɡəɾ̃ə#} | *#ʃpˈaːɾɡəɾ̃# | *#ʃpˈaɾɡəɾ# | *#ʃpˈaɾɡəɾ# {GOLD: #ʃpˈaɾɡəɾ#}
49     | ... | ... | #spˈarta# | *#spˈɑrtɑ# | *#spˈɑrtɑ# | *#spˈɑrtɑ# | *#spˈarta# | *#ʃpˈaɾta# | *#ʃpˈaːɾta# | *#ʃpˈaːɾtə# {GOLD: >*} | *#ʃpˈaːɾtə# | *#ʃpˈaɾtə# | *#ʃpˈaɾtə# {GOLD: #ʃpˈaɾtə#}
50     | ... | ... | #spˈɛːlaia# | *#spˈɛːlɑjɑ# | *#spˈɛːlɑjɑ# | *#spˈɛlɑjɑ# | *#spˈɛlaja# | *#ʃpˈɛlɐja# | *#ʃpˈɛːlˠɐja# | *#ʃpˈɛːlˠə# {GOLD: >*} | *#ʃpˈɛːlˠə# | *#ʃpˈɛlˠə# | *#ʃpˈɛlˠə# {GOLD: #ʃpˈɛlˠə#}
51     | ... | ... | #ɦˌaspellˈon# | *#ɐspellˈon# | *#ɐspˈɛllɒn# | *#ɐspˈɛlːon# | *#spˈɛlːon# | *#ʃpˈɛlːɔ̃n# | *#ʃpˈɛːlːə# | *#ʃpˈɛːlː# {GOLD: >*} | *#ʃpˈɛːlː# | *#ʃpˈɛl# | *#ʃpˈɛl# {GOLD: #ʃpˈɛl#}
52     | ... | ... | #spˈonɡia# | *#spˈond͡ʒɑ# | *#spˈʊnd͡ʒɑ# | *#spˈud͡ʒɑ# | *#spˈud͡ʒa# | *#ʃpˈuza# | *#ʃpˈuːza# | *#ʃpˈuːzə# {GOLD: >*} | *#ʃpˈuːzə# | *#ʃpˈuzə# | *#ʃpˈuzə# {GOLD: #ʃpˈuzə#}
53     | ... | ... | #tʰˈipʰaːn# | *#tʰˈepʰɑn# | *#tʰˈɛpʰɑ# | *#tˈɛpɑ# | *#tˈɛpa# | *#tˈɛːpa# | *#tˈie̯pa# | *#tjˈɛpə# {GOLD: >*} | *#tjˈɛpə# | *#tjˈɛpə# | *#tjˈɛpə# {GOLD: #tˈɛpə#}
54     | ... | ... | #tˈomaːron# | *#tˌomˈɒːrron# | *#tˌɛmˈɒːrrʊ# | *#tˌɛmˈorru# | *#tˌɛmˈorru# | *#tɪ̃mˈɔɾɾu# | *#tə̃mˈɔːrːə# | *#tmˈɔːr# {GOLD: >*} | *#tmˈɔːr# | *#tmˈɔr# | *#tmˈɔr# {GOLD: #tɔmˈɔr#}
55     | ... | ... | ... | ... | ... | ... | ... | #tˈuvla# | *#tˈuːvla# | *#tˈuːvlə# {GOLD: >*} | *#tˈuːvlə# | *#tˈuvlə# | *#tˈuvlə# {GOLD: #tˈuvlə#}
56     | ... | ... | ... | ... | #tˌɛtrˈɑnɡurɔn# | *#tˌɛtrˈɑnɡuron# | *#tˌɛtrˈanɡuron# | *#ttɾˈãnɡuɾɔ̃n# | *#ttɾˈanɡuɾə# | *#tːɾˈaŋɡuɾ# {GOLD: >*} | *#tːɾˈaŋɡuɾ# | *#tɾˈaŋɡuɾ# | *#tɾˈaŋɡuɾ# {GOLD: #tɾˈaŋɡuɾ#}
57     | ... | ... | #trˌɑntˈɑfyllɔn# | *#trˌɑntˌɑfˈyːllɔn# | *#trˌɑntˌɑfˈillʊ# | *#trˌɑntˌɑfˈilːu# | *#trˌantˌafˈilːu# | *#tɾə̃ntˌafˈilːu# | *#tɾə̃ndˌafˈiːlːə# | *#tɾə̃ndˌafˈiːlː# {GOLD: >*} | *#tɾə̃ndˌafˈiːlː# | *#tɾəndafˈil# | *#tɾəndafˈil# {GOLD: #tɾəndafˈil#}
58     | ... | ... | #tʰˈumbraː# | *#tʰˈumbrɑ# | *#tʰˈʊmbrɑ# | *#tˈumbrɑ# | *#tˈumbra# | *#tˈũmbɾa# | *#tˈũmbɾa# | *#tˈũmːbɾ̩# {GOLD: >*} | *#tˈũmbɾ̩# | *#tˈumbɾ̩# | *#tˈumbəɾ# {GOLD: #tɾˈumə#}
59     | ... | ... | #dˈepon# | *#dˈepon# | *#dˈɛpʊ# | *#dˈɛpu# | *#dˈɛpu# | *#dˈɛːpu# | *#dˈie̯pə# | *#djˈɛp# {GOLD: >*} | *#djˈɛp# | *#djˈɛp# | *#djˈɛp# {GOLD: #djˈɛp#}
60     | ... | ... | #dˌurrhˈacum# | *#dˌurrhˈɑt͡ʃum# | *#dˈʊrrɑt͡ʃʊ# | *#dˈurrɑt͡ʃu# | *#dˈurrat͡ʃu# | *#dˈuɾɾɐsu# | *#dˈuːrːɐsə# | *#dˈuːrəs# {GOLD: >*} | *#dˈuːrəs# | *#dˈurəs# | *#dˈurəs# {GOLD: #dˈurəs#}
61     | ... | ... | #drˈaɡmaː# | *#drˈɑɡmɑ# | *#drˈɑɡmɑ# | *#drˈɑɡmɑ# | *#drˈaɡma# | *#dɾˈaɡma# | *#dɾˈaɡma# | *#dɾˈaɡm̩# {GOLD: #dɾˈaɡmə#} | *#dɾˈaɡm̩# | *#dɾˈaɡm̩# | *#dɾˈaɡəm# {GOLD: #dɾˈaɡəm#}
62     | ... | ... | #drˈapanon# | *#drˈɑpɑnon# | *#drˈɑpɑnʊ# | *#drˈɑpɑnu# | *#drˈapɑ̃ɾ̃u# | *#dɾˈapɐɾ̃u# | *#dɾˈapɐɾ̃ə# | *#dɾˈapəɾ̃# {GOLD: #dɾˈapə̃ɾ̃ə#} | *#dɾˈapəɾ̃# | *#dɾˈapəɾ# | *#dɾˈapəɾ# {GOLD: #dɾˈapəɾ#}
63     | ... | ... | #drˈiwaston# | *#drˌiːwˈɑston# | *#drˈiwɑstʊ# | *#drˈiwɑstu# | *#drˈiwastu# | *#dɾˈiːʃtu# | *#dɾˈiːʃtə# | *#dɾˈiːʃt# {GOLD: >*} | *#dɾˈiːʃt# | *#dɾˈiʃt# | *#dɾˈiʃt# {GOLD: #dɾˈiʃt#}
64     | ... | ... | ... | ... | ... | ... | ... | #dɛrnˈɔpɔli# | *#dərːˈɔpɔlˠə# | *#dɾˈɔpulˠ# {GOLD: >*} | *#dɾˈɔpulˠ# | *#dɾˈɔpulˠ# | *#dɾˈɔpulˠ# {GOLD: #dɾˈɔpulˠ#}
65     | ... | ... | ... | ... | ... | ... | ... | #t͡sˌarˈuxja# | *#t͡sˌarˈuxja# | *#t͡sˌaɾˈuxɛ# {GOLD: >*} | *#t͡sˌaɾˈuhɛ# | *#t͡saɾˈuhɛ# | *#t͡saɾˈuhɛ# {GOLD: #t͡saɾˈucɛ#}
66     | ... | ... | ... | ... | ... | ... | ... | #sˌimmaxˈɔːrɔn# | *#sˌimmaxˈuo̯rə# | *#sˌimːaxˈuo̯ɾ# {GOLD: >*} | *#sˌimahˈua̯ɾ# | *#simahˈua̯ɾ# | *#simahˈua̯ɾ# {GOLD: #simahˈua̯ɾ#}
67     | ... | ... | ... | ... | ... | ... | ... | #sxˈima# | *#skˈima# | *#skˈimə# {GOLD: >*} | *#skˈimə# | *#skˈimə# | *#scˈimə# {GOLD: #scˈimə#}
68     | ... | ... | #ɦˌajɡialˈon# | *#ɐjd͡ʒɑlˈon# | *#ɐjd͡ʒˈɑlɒn# | *#ɐjd͡ʒˈɑlon# | *#d͡ʒˈalon# | *#zˈalɔ̃n# | *#zˈaːlˠə# | *#zˈaːlˠ# {GOLD: >*} | *#zˈaːlˠ# | *#zˈalˠ# | *#zˈalˠ# {GOLD: #zˈalˠ#}
69     | ... | ... | #diˈaːmeron# | *#d͡ʒˈɒːməron# | *#d͡ʒˈaːmərʊ# | *#d͡ʒˈaməru# | *#d͡ʒˈaməru# | *#zˈãməɾu# | *#zˈãməɾə# | *#zˈãmɾ̩# {GOLD: #zˈãməɾə#} | *#zˈãmɾ̩# | *#zˈəmɾ̩# | *#zˈəməɾ# {GOLD: #zˈəməɾ#}
70     | ... | ... | ... | ... | #jɔd͡zˈɛfɔ# | *#jod͡zˈɛfo# | *#jod͡zˈɛfo# | *#jɔzˈɛfɔ# | *#jɔzˈɛːfə# | *#jɔzˈɛːf# {GOLD: >*} | *#jɔzˈɛːf# | *#jɔzˈɛf# | *#jɔzˈɛf# {GOLD: #zˈɛf#}
71     | ... | ... | ... | ... | ... | ... | ... | #θˈamna# | *#θˈamna# | *#θˈanːə# {GOLD: >*} | *#θˈanə# | *#θˈanə# | *#θˈanə# {GOLD: #θˈanə#}
72     | ... | ... | ... | ... | ... | ... | ... | #ðjˈakɔn# | *#ðjˈakə# | *#ðjˈak# {GOLD: >*} | *#ðjˈak# | *#ðjˈak# | *#ðjˈak# {GOLD: #ðjˈak#}
73     | ... | ... | #hˌajd͡zˈiːd͡zaː# | *#hɐjd͡zˈiːd͡zɑ# | *#hɐjðˈiðɑ# | *#hɐjðˈiðɑ# | *#hɛðˈiða# | *#hɛˈiða# | *#hɛˈiða# | *#hˈiːðə# {GOLD: #ðˈiː#} | *#hˈiːðə# | *#hˈiðə# | *#hˈiðə# {GOLD: #ðˈi#}
74     | ... | ... | ... | ... | ... | ... | ... | #ðˈiskɔ# | *#ðˈiːskə# | *#ðˈiːsk# {GOLD: >*} | *#ðˈiːsk# | *#ðˈisk# | *#ðˈisk# {GOLD: #ðˈisk#}
75     | ... | ... | ... | ... | ... | ... | ... | #ðˈɔmɔ# | *#ðˈɔmə# | *#ðˈɔm# {GOLD: >*} | *#ðˈɔm# | *#ðˈɔm# | *#ðˈɔm# {GOLD: #ðˈɔmə#}
76     | ... | ... | ... | ... | #ˌɑnˌɑfˈɔrɑ# | *#ˌɑnˌɑfˈorɑ# | *#nˌafˈora# | *#nˌafˈɔɾa# | *#nˌafˈɔːɾa# | *#nˌafˈɔːɾə# {GOLD: >*} | *#nˌafˈɔːɾə# | *#nafˈɔɾə# | *#nafˈɔɾə# {GOLD: #nafˈɔɾə#}
