etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Output {GOLD}
81     | ... | ... | ... | ... | ... | *#lˈiβɑði# | *#lˈiwaðɪ# | *#lˈuə̯ðɪ# | *#lˈuo̯ð# | *#lˈuo̯ð# {GOLD: >*} | *#lˈua̯ð# | *#lˈua̯ð# | *#lˈua̯ð# {GOLD: #lˈua̯ð#}
82     | ... | ... | ... | ... | ... | ... | ... | ... | *#rˈaːsə# | *#ɾˈaːsə# {GOLD: >*} | *#ɾˈaːsə# | *#ɾˈasə# | *#ɾˈasə# {GOLD: #ɾˈasə#}
83     | ... | ... | ... | *#ˌɑrˈenton# | *#ˌɑrˈɛntɔ# | *#ˌɑrˈɛnto# | *#ˌaːrːˈɛnto# | *#ˌarːˈɛ̃ntɔ# | *#ˌarːˈɛ̃nd# | *#ˌarˈɛ̃nd# {GOLD: >*} | *#ˌarˈɛ̃nd# | *#ˌarˈɛnd# | *#arˈɛnd# {GOLD: #ɾˈɛnd#}
84     | ... | ... | ... | ... | ... | ... | ... | ... | *#rˈiɡə# | *#ɾˈiɡə# {GOLD: >*} | *#ɾˈiɡə# | *#ɾˈiɡə# | *#ɾˈiɡə# {GOLD: #ɾˈiɡə#}
85     | ... | ... | ... | ... | ... | ... | ... | ... | *#rˈikɛ# | *#ɾˈikɛ# {GOLD: >*} | *#ɾˈikɛ# | *#ɾˈikɛ# | *#ɾˈicɛ# {GOLD: #ɾˈicɛ#}
86     | ... | ... | ... | ... | ... | ... | ... | ... | *#rˈɔːzə# | *#ɾˈɔːzə# {GOLD: >*} | *#ɾˈɔːzə# | *#ɾˈɔzə# | *#ɾˈɔzə# {GOLD: #ɾˈɔzə#}
87     | ... | ... | ... | ... | ... | ... | ... | ... | *#rˈuːsː# | *#ɾˈuːsː# {GOLD: >*} | *#ɾˈuːsː# | *#ɾˈus# | *#ɾˈus# {GOLD: #ɾˈus#}
88     | ... | ... | ... | ... | ... | *#rːˈepin# | *#rːˈepɪn# | *#rːˈepɪ̃n# | *#rːˈɛp# | *#rˈɛp# {GOLD: >*} | *#rˈɛp# | *#rˈɛp# | *#rˈɛp# {GOLD: #rˈɛp#}
89     | ... | ... | ... | ... | ... | *#rːˈoɣɑ# | *#rːˈoɣa# | *#rːˈɔɣa# | *#rːˈɔɡə# | *#rˈɔɡə# {GOLD: >*} | *#rˈɔɡə# | *#rˈɔɡə# | *#rˈɔɡə# {GOLD: #rˈɔɡə#}
90     | ... | ... | ... | *#pˈɑwlɑ# | *#pˈɑwlɑ# | *#pˈɑwlɑ# | *#pˈaːla# | *#pˈaːla# | *#pˈaːlˠə# | *#pˈaːlˠə# {GOLD: >*} | *#pˈaːlˠə# | *#pˈalˠə# | *#pˈalˠə# {GOLD: #pˈalˠə#}
91     | ... | ... | ... | ... | ... | *#prˌykˈijɑ# | *#prˌykˈija# | *#pɾˌycˈija# | *#pɾˌycˈiː# | *#pɾ̩cˈiː# {GOLD: >*} | *#pɾ̩cˈiː# | *#pɾ̩cˈi# | *#pəɾcˈi# {GOLD: #pəɾcˈi#}
92     | ... | ... | ... | ... | ... | *#prˌøtoɡˈɛnnɛmɑ# | *#prˌøtoɟˈinnɪma# | *#pɾˌœtəɟˈĩnnma# | *#pɾˌɛtəɟˈĩmːə# | *#pɾ̩təɟˈĩmːə# {GOLD: >*} | *#pɾ̩təɟˈĩmə# | *#pɾ̩təɟˈimə# | *#pəɾtəɟˈimə# {GOLD: #pəɾɟˈim#}
93     | ... | ... | ... | ... | ... | *#prˌinˈɑro# | *#prˌinˈaro# | *#pɾə̃ɾ̃ˈaɾɔ# | *#pɾə̃ɾ̃ˈaːɾ# | *#pɾə̃ɾ̃ˈaːɾ# {GOLD: >*} | *#pɾə̃ɾ̃ˈaːɾ# | *#pɾəɾˈaɾ# | *#pɾəɾˈaɾ# {GOLD: #pəɾnˈaɾ#}
94     | ... | ... | ... | *#pˌerrˈɑɔː# | *#pˌɛrrˈɑɔ# | *#pˌɛrrˈoː# | *#pˌɛrrˈoː# | *#pɪɾɾˈɔː# | *#pərːˈuo̯# | *#pərˈuo̯# {GOLD: >*} | *#pərˈua̯# | *#pərˈua̯# | *#pərˈua̯# {GOLD: #pərˈua̯#}
95     | ... | ... | ... | ... | ... | *#pˌedˈɑnɑ# | *#pɪðˈana# | *#pjˈãɾ̃a# | *#pjˈãɾ̃ə# | *#pjˈãɾ̃ə# {GOLD: >*} | *#pjˈə̃ɾ̃ə# | *#pjˈəɾə# | *#pjˈəɾə# {GOLD: ...}
96     | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɛtˈaːvr# | *#pˌɛtˈaːvɾ̩# {GOLD: >*} | *#pˌɛtˈaːvɾ̩# | *#pˌɛtˈavɾ̩# | *#pɛtˈavəɾ# {GOLD: #pɛtˈavəɾ#}
97     | ... | ... | ... | *#pˈelɑɡon# | *#pˈɛlɑɡɔ# | *#pˈɛlɑɡo# | *#pˈɛlaɡo# | *#pˈɛlɐɡɔ# | *#pˈɛːlˠɐɡ# | *#pˈɛːlˠəɡ# {GOLD: #pˈɛlˠəɡ#} | *#pˈɛːlˠəɡ# | *#pˈɛlˠəɡ# | *#pˈɛlˠɡ# {GOLD: #pˈɛlˠɡ#}
98     | ... | ... | ... | ... | ... | *#plˈɑɣjɑ# | *#plˈaɣja# | *#plˈaɣja# | *#plˈajə# | *#plˠˈajə# {GOLD: >*} | *#plˠˈajə# | *#plˠˈajə# | *#plˠˈajə# {GOLD: #plˠˈajə#}
99     | ... | ... | ... | *#pˌɑlˈɑnɡon# | *#pˌɑlˈɑnɡɔ# | *#pˌɑlˈɑnɡo# | *#pˌalˈanɡo# | *#pəlˈãnɡɔ# | *#pəlˠˈãnɡ# | *#pəlˠˈãŋɡ# {GOLD: >*} | *#pəlˠˈə̃ŋɡ# | *#pəlˠˈəŋɡ# | *#pəlˠˈəŋɡ# {GOLD: #plˈɛŋɡ#}
100    | ... | ... | ... | *#pˌɑlˈɑnɡɑ# | *#pˌɑlˈɑnɡɑ# | *#pˌɑlˈɑnɡɑ# | *#pˌalˈanɡa# | *#pəlˈãnɡa# | *#pəlˠˈãnɡə# | *#pəlˠˈãŋɡə# {GOLD: >*} | *#pəlˠˈə̃ŋɡə# | *#pəlˠˈəŋɡə# | *#pəlˠˈəŋɡə# {GOLD: #plˈɛŋɡə#}
101    | ... | ... | ... | ... | ... | ... | ... | ... | *#plˈuo̯r# | *#plˈuo̯ɾ# {GOLD: >*} | *#plˈua̯ɾ# | *#plˈua̯ɾ# | *#plˈua̯ɾ# {GOLD: #plˈua̯ɾ#}
102    | ... | ... | ... | ... | ... | *#pˌarˈɛlon# | *#pərˈɛlon# | *#pəɾˈɛlɔ̃n# | *#pəɾˈɛːlˠ# | *#pəɾˈɛːlˠ# {GOLD: >*} | *#pəɾˈɛːlˠ# | *#pɾˈɛlˠ# | *#pɾˈɛlˠ# {GOLD: #pɾˈɛlˠ#}
103    | ... | ... | ... | *#prˈɑson# | *#prˈɑsɔ# | *#prˈɑso# | *#prˈaso# | *#pɾˈaʃɔ# | *#pɾˈaːʃ# | *#pɾˈaːʃ# {GOLD: >*} | *#pɾˈaːʃ# | *#pɾˈaʃ# | *#pɾˈaʃ# {GOLD: #pɾˈɛʃ#}
104    | ... | ... | ... | *#brˈoːtɑkon# | *#brˈoːtɑkɔ# | *#brˈøtko# | *#brˈøtko# | *#bɾˈœtkɔ# | *#bɾˈɛtk# | *#bɾˈɛtk# {GOLD: #bɾˈɛtək#} | *#bɾˈɛtk# | *#bɾˈɛtk# | *#bɾˈɛtk# {GOLD: #bɾˈɛtk#}
105    | ... | ... | ... | *#brˈukɑ# | *#brˈʊkɑ# | *#brˈukɑ# | *#brˈuka# | *#bɾˈuka# | *#bɾˈukə# | *#bɾˈukə# {GOLD: >*} | *#bɾˈukə# | *#bɾˈukə# | *#bɾˈukə# {GOLD: #bɾˈukə#}
106    | ... | ... | ... | ... | ... | ... | ... | ... | *#fˌakjˈɔːlˠ# | *#fˌakjˈɔːlˠ# {GOLD: >*} | *#fˌakjˈɔːlˠ# | *#fˌacˈɔlˠ# | *#facˈɔlˠ# {GOLD: #facˈɔlˠ#}
107    | ... | ... | ... | ... | ... | *#fˌɑkjˈolɑ# | *#fˌakˈøla# | *#fəcˈœla# | *#fcˈɛːlˠə# | *#fcˈɛːlˠə# {GOLD: >*} | *#fcˈɛːlˠə# | *#fcˈɛlˠə# | *#fcˈɛlˠə# {GOLD: #fcˈɔlˠə#}
108    | ... | ... | ... | ... | ... | ... | ... | ... | *#flˌamˈuːr# | *#flˌamˈuːɾ# {GOLD: >*} | *#flˌamˈuːɾ# | *#flˌamˈuɾ# | *#flamˈuɾ# {GOLD: #flamˈuɾ#}
109    | ... | ... | ... | ... | ... | ... | ... | ... | *#frˌand͡zˈɔːlˠə# | *#fɾˌand͡zˈɔːlˠə# {GOLD: >*} | *#fɾˌand͡zˈɔːlˠə# | *#fɾˌand͡zˈɔlˠə# | *#fɾand͡zˈɔlˠə# {GOLD: #fɾand͡zˈɔlˠə#}
110    | ... | ... | ... | *#ˈorɡon# | *#ˈɔrɡɔ# | *#ˈorɡo# | *#ˈorɡo# | *#ˈɔːɾɡɔ# | *#wˈɔɾɡ# | *#wˈɔɾɡ# {GOLD: >*} | *#vˈaɾɡ# | *#vˈaɾɡ# | *#vˈaɾɡ# {GOLD: #vˈaɾɡ#}
111    | ... | ... | ... | *#ˈorfɑnon# | *#ˈɔrfɑnɔ# | *#ˈorfɑno# | *#ˈorfɑ̃ɾ̃o# | *#ˈɔːɾfɐɾ̃ɔ# | *#wˈɔɾfɐɾ̃# | *#wˈɔɾfəɾ̃# {GOLD: #wˈɔɾfəɾ̃ə#} | *#vˈaɾfəɾ̃# | *#vˈaɾfəɾ# | *#vˈaɾfəɾ# {GOLD: #vˈaɾfəɾ#}
112    | ... | ... | ... | ... | ... | ... | ... | ... | *#vˌɛlˈɛnd͡zə# | *#vˌɛlˈɛnd͡zə# {GOLD: >*} | *#vˌɛlˈɛnd͡zə# | *#vˌɛlˈɛnd͡zə# | *#vɛlˈɛnd͡zə# {GOLD: #vɛlˈɛnd͡zə#}
113    | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌaɡˈiː# | *#mˌaɡˈiː# {GOLD: >*} | *#mˌaɡˈiː# | *#mˌaɡˈi# | *#maɟˈi# {GOLD: #maɟˈi#}
114    | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌanəʃˈakɛ# | *#mˌanəʃˈakɛ# {GOLD: >*} | *#mˌant͡ʃˈakɛ# | *#mˌant͡ʃˈakɛ# | *#mant͡ʃˈacɛ# {GOLD: #manuʃˈacɛ#}
115    | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌandˈiːlɛ# | *#mˌandˈiːlɛ# {GOLD: >*} | *#mˌandˈiːlɛ# | *#mˌandˈilɛ# | *#mandˈilɛ# {GOLD: #mandˈilɛ#}
116    | ... | ... | ... | ... | ... | *#ˌɑmˈɑrɑki# | *#mˈarakɪ# | *#mˈaɾɐcɪ# | *#mˈaːɾɐc# | *#mˈaːɾəc# {GOLD: >*} | *#mˈaːɾəc# | *#mˈaɾəc# | *#mˈaɾc# {GOLD: #maɾˈac#}
117    | ... | ... | ... | *#mˌɑrrˈɑdrjon# | *#mˌɑrrˈɑdʎɔ# | *#mˌɑrrˈɑdʎo# | *#mˌarrˈaðʎo# | *#məɾɾˈaðʎɔ# | *#mərːˈaːʎ# | *#mərˈaːʎ# {GOLD: >*} | *#mərˈaːʎ# | *#mərˈaj# | *#mərˈaj# {GOLD: #marˈaj#}
118    | ... | ... | ... | *#mˈɑtɛː# | *#mˈɑtɛː# | *#mˈɑtɛ# | *#mˈatɪ# | *#mˈatɪ# | *#mˈat# | *#mˈat# {GOLD: #mˈat#} | *#mˈat# | *#mˈat# | *#mˈat# {GOLD: #mˈat#}
119    | ... | ... | ... | *#mˌɑlˈɑɡɑ# | *#mˌɑlˈɑɡɑ# | *#mˌɑlˈɑɡɑ# | *#mˌalˈaɡa# | *#məlˈaɡa# | *#məlˠˈaɡə# | *#məlˠˈaɡə# {GOLD: >*} | *#məlˠˈaɡə# | *#məlˠˈaɡə# | *#məlˠˈaɡə# {GOLD: #məlˠˈaɡə#}
120    | ... | ... | ... | *#mˌɑstˈekənon# | *#mˌɑstˈɛkənɔ# | *#mˌɑstˈɛkəno# | *#mɪstˈɛkɑ̃ɾ̃o# | *#mɪʃtˈɛkɐɾ̃ɔ# | *#məʃtˈɛkɐɾ̃# | *#məʃtˈɛkəɾ̃# {GOLD: >*} | *#məʃtˈɛkəɾ̃# | *#məʃtˈɛkəɾ# | *#məʃtˈɛkəɾ# {GOLD: #məʃtˈɛkəɾ#}
121    | ... | ... | ... | *#mˌɑnˈiːɑ# | *#mˌɑnˈiɑ# | *#mˌɑnˈijɑ# | *#mˌanˈija# | *#mə̃ɾ̃ˈija# | *#mə̃ɾ̃ˈiː# | *#mə̃ɾ̃ˈiː# {GOLD: #məɾ̃ˈi#} | *#mə̃ɾ̃ˈiː# | *#məɾˈi# | *#məɾˈi# {GOLD: #məɾˈi#}
122    | ... | ... | ... | *#mˌɑrrˈɑdrjɑ# | *#mˌɑrrˈɑdʎɑ# | *#mˌɑrrˈɑdʎɑ# | *#mˌarrˈaðʎa# | *#məɾɾˈaðʎa# | *#mərːˈaːʎə# | *#mərˈaːʎə# {GOLD: >*} | *#mərˈaːʎə# | *#mərˈajə# | *#mərˈajə# {GOLD: #mərˈajə#}
123    | ... | ... | ... | *#mˈɑnɡɑnon# | *#mˈɑnɡɑnɔ# | *#mˈɑnɡɑno# | *#mˈanɡɑ̃ɾ̃o# | *#mˈãnɡɐɾ̃ɔ# | *#mˈãnɡɐɾ̃# | *#mˈãŋɡəɾ̃# {GOLD: #mˈãŋɡəɾ̃ə#} | *#mˈə̃ŋɡəɾ̃# | *#mˈəŋɡəɾ# | *#mˈəŋɡəɾ# {GOLD: #mˈəŋɡəɾ#}
124    | ... | ... | ... | ... | ... | *#mˌɛtˈoxio# | *#mɪ̃tˈoxɪo# | *#mə̃ntˈɔxjɔ# | *#mə̃ndˈɔxj# | *#mə̃ndˈɔxj# {GOLD: >*} | *#mə̃ndˈɔhj# | *#məndˈɔhj# | *#məndˈɔhj# {GOLD: #mɛtˈɛh#}
125    | ... | ... | ... | *#mˈetɑ# | *#mˈɛtɑ# | *#mˈɛtɑ# | *#mˈɛta# | *#mˈɛːta# | *#mˈie̯tə# | *#mjˈɛtə# {GOLD: >*} | *#mjˈɛtə# | *#mjˈɛtə# | *#mjˈɛtə# {GOLD: #mjˈɛtə#}
126    | ... | ... | ... | *#mˌɒːkɑnˈɑː# | *#mˈɒːkɑnɑː# | *#mˈokɑnɑ# | *#mˈokɑ̃ɾ̃a# | *#mˈɔkɐɾ̃a# | *#mˈɔkɐɾ̃ə# | *#mˈɔkəɾ̃ə# {GOLD: #mˈɔkəɾ̃ə#} | *#mˈɔkəɾ̃# | *#mˈɔkəɾ# | *#mˈɔkəɾ# {GOLD: #mˈɔkəɾ#}
127    | ... | ... | ... | *#mˈɒːlɑ# | *#mˈɒːlɑ# | *#mˈolɑ# | *#mˈola# | *#mˈɔla# | *#mˈɔːlˠə# | *#mˈɔːlˠə# {GOLD: >*} | *#mˈɔːlˠə# | *#mˈɔlˠə# | *#mˈɔlˠə# {GOLD: #mˈɔlˠə#}
