R41,*/ˈɛxɔn/,,*/kˌɛrˈiɑ/,,,,*/plˈœrɛ/,*/prˌœtɔɡˈɛnnɛmɑ/,,,,,,,*/tˌɛtrˈɑnɡyrɔn/,,,,,,,,,,,,,
R42,*/ˈɛxon/,*/kˈɛfɑlˠon/,,*/fˌɑkiˈolˠɑ/,*/ɡrˌɑfˈɛjon/,*/mˌɛtˈoxio/,*/plˈørɛ/,*/prˌøtoɡˈɛnnɛmɑ/,,,*/skˈɑmnon/,,*/stˈɛfɑnon/,,*/tˌɛtrˈɑnɡyron/,*/θˈɑmnon/,,,,,,,,,,,,
R43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R46,,,,*/fˌɑkjˈolˠɑ/,,,,,,,,,,,,,,,,,,,,,,,,
R47,,,*/kˌɛrˈijɑ/,,,,,,*/prˌykˈijɑ/,,,,,,,,,,,,,,,,,,,
R48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R53,,,*/kərˈijɑ/,,,,,,,,,,,,,,,,,,,,,,,,,
R54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=Middle Proto-Albanian II,null*/ˈɛxon/,null*/kˈɛfɑlˠon/,null*/kərˈijɑ/,null*/fˌɑkjˈolˠɑ/,null*/ɡrˌɑfˈɛjon/,null*/mˌɛtˈoxio/,null*/plˈørɛ/,null*/prˌøtoɡˈɛnnɛmɑ/,null*/prˌykˈijɑ/,null*/rːˈɑpyn/,null*/skˈɑmnon/,null*/skˈɑmni/,null*/stˈɛfɑnon/,null*/stˈylˠɑ/,null*/tˌɛtrˈɑnɡyron/,null*/θˈɑmnon/,null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT}
R55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R56,,,,,,*/mˌɛtˈoxɪo/,*/plˈørɪ/,*/prˌøtoɡˈɛnnɪmɑ/,,*/rːˈɑpʏn/,,*/skˈɑmnɪ/,,,*/tˌɛtrˈɑnɡʏron/,,,,,,,,,,,,,
R57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R67,,,,,,,,*/prˌøtoɡɪ̯ˈɛnnɪmɑ/,,,,*/skɪ̯ˈɑmnɪ/,,,,,,,,,,,,,,,,
R68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R69,,,,,,,,,,,,*/sɡɪ̯ˈɑmnɪ/,,,,,,,,,,,,,,,,
R70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R73,,,*/kərˈiɪ̯ɑ/,,,,,,*/prˌykˈiɪ̯ɑ/,,,,,,,,,,,,,,,,,,,
R74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R76,,,*/kərˈijɑ/,,,,,*/prˌøtoɡjˈɛnnɪmɑ/,*/prˌykˈijɑ/,,,*/sɡjˈɑmnɪ/,,,,,,,,,,,,,,,,
R77,,,,,,,,*/prˌøtoɡˈinnɪmɑ/,,,,,,,,,,,,,,,,,,,,
R78,,,,*/fˌɑkˈølˠɑ/,,,,,,,,*/sɡˈemnɪ/,,,,,,,,,,,,,,,,
R79,,,,,,,,,,*/rːˈɑpʊn/,,,,,,,,,,,,,,,,,,
R80,,,,,,,,,,,,,*/stˈɛfãɾ̃on/,,,,,,,,,,,,,,,
R81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R86,,,,,*/ɡrˌɑfˈion/,,,,,,,,,,,,,,,,,,,,,,,
R87,,,,,,*/mˌɛ̃tˈoxɪo/,,,,,,,,,,,,,,,,,,,,,,
R88,,,,,,,,,,,,*/zɡˈemnɪ/,,,,,,,,,,,,,,,,
R89,,*/kˈɛfalˠon/,*/kərˈija/,*/fˌakˈølˠa/,*/ɡrˌafˈion/,,,*/prˌøtoɡˈinnɪma/,*/prˌykˈija/,*/rːˈapʊn/,*/skˈamnon/,,,*/stˈylˠa/,*/tˌɛtrˈanɡʏron/,*/θˈamnon/,,,,,,,,,,,,
=Late Proto-Albanian I,null*/ˈɛxon/,null*/kˈɛfalˠon/,null*/kərˈija/,null*/fˌakˈølˠa/,null*/ɡrˌafˈion/,null*/mˌɛ̃tˈoxɪo/,null*/plˈørɪ/,null*/prˌøtoɡˈinnɪma/,null*/prˌykˈija/,null*/rːˈapʊn/,null*/skˈamnon/,null*/zɡˈemnɪ/,null*/stˈɛfãɾ̃on/,null*/stˈylˠa/,null*/tˌɛtrˈanɡʏron/,null*/θˈamnon/,null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT}
R90,,,,,,*/mˌentˈoxɪo/,,,,,,,,,,,,,,,,,,,,,,
R91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R105,,,,,,,,,,*/rːˈapn/,,,,,,,,,,,,,,,,,,
R106,*/ˈɛxɔn/,*/kˈɛfalˠɔn/,,*/fˌakˈœlˠa/,*/ɡrˌafˈiɔn/,*/mˌentˈɔxɪɔ/,*/plˈœrɪ/,*/prˌœtɔɡˈinnɪma/,,,*/skˈamnɔn/,,*/stˈɛfãɾ̃ɔn/,,*/tˌɛtrˈanɡʏrɔn/,*/θˈamnɔn/,,,,,,,,,,,,
R107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R108,*/ˈɛːxɔn/,,,,,,,,,,,,,,,,,,,,,,,,,,,
R109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R124,,,,,,,*/plˈœːrɪ/,,,,,,,,,,,,,,,,,,,,,
R125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R129,,,,,,,,,,,*/ʃkˈamnɔn/,,*/ʃtˈɛfãɾ̃ɔn/,*/ʃtˈylˠa/,,,,,,,,,,,,,,
=Late Proto-Albanian II,null*/ˈɛːxɔn/,null*/kˈɛfalˠɔn/,null*/kərˈija/,null*/fˌakˈœlˠa/,null*/ɡrˌafˈiɔn/,null*/mˌentˈɔxɪɔ/,null*/plˈœːrɪ/,null*/prˌœtɔɡˈinnɪma/,null*/prˌykˈija/,null*/rːˈapn/,null*/ʃkˈamnɔn/,null*/zɡˈemnɪ/,null*/ʃtˈɛfãɾ̃ɔn/,null*/ʃtˈylˠa/,null*/tˌɛtrˈanɡʏrɔn/,null*/θˈamnɔn/,null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT},null{ABSENT}
R130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R132,,,,,,,,,,,,,,,,,,,,,,,,,,*/sˌiːmmaxˈɔːrɔn/,,
R133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R140,*/ˈiəxɔn/,,,,,,*/plˈyərɪ/,,,,,,,,,,,,*/katˈuəɣi/,,,,,,,*/sˌiːmmaxˈuərɔn/,,
R141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R142,,*/cˈɛfalˠɔn/,,*/fˌacˈœlˠa/,,,,*/prˌœtɔɟˈinnɪma/,*/prˌycˈija/,,,*/zɟˈemnɪ/,,,*/tˌɛtrˈanɟʏrɔn/,,,*/kˌalˈɔɟɛro/,,,,,*/rˈicja/,,,,,
R143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R144,,,,,,,,,,,,,,,,,,*/kˌalˈɔɟəro/,,,,,,,,,,
R145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R147,,,,,,*/mˌentˈɔxəɔ/,*/plˈyərə/,*/prˌœtɔɟˈinnəma/,,,,*/zɟˈemnə/,,,,,,,,,,,,,,,,
R148,,,,,,*/mˌɛntˈɔxəɔ/,,,,,,*/zɟˈɛmnə/,,,,,,,,,,,,,,,,
R149,*/ˈie̯xɔn/,,,,,,*/plˈyø̯rə/,,,,,,,,,,,,*/katˈuo̯ɣi/,,,,,,,*/sˌiːmmaxˈuo̯rɔn/,,
R150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R152,,,,*/fˌacˈɛlˠa/,,,*/plˈye̯rə/,*/prˌɛtɔɟˈinnəma/,,,,,,,,,,,,,,,,,,,,
R153,,,,,,*/məntˈɔxəɔ/,,*/prətɔɟˈinnəma/,*/prəcˈija/,,,,,,*/tətrˈanɟʏrɔn/,,,,,,,,,,,,,*/vəlˈɛnt͡sa/
R154,,,,,,,,*/prətəɟˈinnəma/,,,,,,,,,,,*/kətˈuo̯ɣi/,,,,,,,*/sˌiːmməxˈuo̯rɔn/,,
R155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R157,,,,,,,,,,,,,,,*/tətrˈanɟʏrun/,,,,,,,,,,,,,
R158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R162,,,,,,,,,,,,,,,,,,,,*/kˈafkɔn/,,,,,,,,
R163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R169,,,,,,*/məndˈɔxəɔ/,,,,,,,,,,,,,,,,,,,,,,
R170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R173,,,,,,,,,,,,,,,,,,*/kˌalˈuɟəro/,,,,,,,,,,
R174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R178,,,,,*/ɡrˌafˈiːn/,,,,,,,,,,,,,,,,,,,,,,,
R179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R180,,,,,,,,*/prtəɟˈinnəma/,*/prcˈija/,,,,,,,,,,,,,,,,,,,
R181,,,,*/fˌacˈɛːlˠa/,,,,,,,,,,*/ʃtˈyːlˠa/,,,,,,,,,,,,,,
R182,,*/cˈɛːfalˠɔn/,,,,,,,,,,,*/ʃtˈɛːfãɾ̃ɔn/,,,,,,,*/kˈaːfkɔn/,*/rˈaːsɔn/,,,*/rˈɔːzɔ/,*/rˈuːssɔn/,,,
R183,*/ˈie̯xɔ/,*/cˈɛːfalˠɔ/,,,*/ɡrˌafˈiː/,,,,,*/rːˈap/,*/ʃkˈamnɔ/,,*/ʃtˈɛːfãɾ̃ɔ/,,*/tətrˈanɟʏru/,*/θˈamnɔ/,*/ˌarsˈɛnikɔ/,,,*/kˈaːfkɔ/,*/rˈaːsɔ/,,,,*/rˈuːssɔ/,*/sˌiːmməxˈuo̯rɔ/,,
R184,*/ˈie̯xə/,*/cˈɛːfalˠə/,,,,*/məndˈɔxəə/,,,,,*/ʃkˈamnə/,,*/ʃtˈɛːfãɾ̃ə/,,*/tətrˈanɟʏrə/,*/θˈamnə/,*/ˌarsˈɛnikə/,*/kˌalˈuɟərə/,,*/kˈaːfkə/,*/rˈaːsə/,,,*/rˈɔːzə/,*/rˈuːssə/,*/sˌiːmməxˈuo̯rə/,,
R185,,,,,,,,,,,,,,,,,,,*/kətˈuo̯ɣə/,,,,,,,,,
R186,*/ˈie̯x/,,,,,,*/plˈye̯r/,,,,*/ʃkˈamn/,*/zɟˈɛmn/,,,,*/θˈamn/,,,*/kətˈuo̯ɣ/,*/kˈaːfk/,*/rˈaːs/,,,*/rˈɔːz/,*/rˈuːss/,*/sˌiːmməxˈuo̯r/,,
R187,,,,,,,,,,,,,,,,,*/ˌarsˈɛɾ̃ikə/,,,,,,,,,,,
R188,,*/cˈɛːfalˠ/,,,,*/məndˈɔxə/,,,,,,,*/ʃtˈɛːfãɾ̃/,,*/tətrˈanɟʏr/,,*/ˌarsˈɛɾ̃ik/,*/kˌalˈuɟər/,,,,,,,,,,
R189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R192,,,,,,,,,,,,,,,,,,,*/kətˈuo̯/,,,*/rˈia/,,,,,,
R193,,,*/kərˈiɛ/,,,,,,,,,,,,,,,,,,,,*/rˈicɛ/,,,,,
R194,,,,*/fˌacˈɛːlˠə/,,,,*/prtəɟˈinnəmə/,*/prcˈijə/,,,,,*/ʃtˈyːlˠə/,,,,,,,,*/rˈiə/,,,,,*/sxˈimə/,*/vəlˈɛnt͡sə/
R195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R197,,,,,,,,,,,*/ʃkˈam/,*/zɟˈɛm/,,,,*/θˈam/,,,,,,,,,,,,
R198,,,,,,,,*/prtəɟˈinːəmə/,,,,,,,,,,,,,,,,,,*/sˌiːmːəxˈuo̯r/,,
R199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R200,,,,,,,,,,,,,,,*/tətrˈaɲɟʏr/,,,,,,,,,,,,,
R201,,,*/kərˈiː/,,,,,,,,,,,,,,,,,,,*/rˈiː/,,,,,,
R202,,,,,,*/mə̃ndˈɔxə/,,*/prtəɟˈĩnːə̃mə/,,,*/ʃkˈãm/,*/zɟˈɛ̃m/,,,*/tətrˈãɲɟʏr/,*/θˈãm/,*/ˌarsˈɛ̃ɾ̃ik/,,,,,,,,,*/sˌĩːmːəxˈuo̯r/,*/sxˈĩmə/,*/vəlˈɛ̃nt͡sə/
R203,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/vəlˈɛ̃t͡sə/
R204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R206,,,,,,,,,,,,*/d͡ʒɟˈɛ̃m/,,,,,,,,,,,,*/rˈɔːd͡ʒ/,,,,
R207,,,,,,,,,,,,*/zɟˈɛ̃m/,,,,,,,,,,,,*/rˈɔːz/,,,,
R208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R215,*/jˈɛx/,,,,,,,,,,,,,,,,,,,,,,,,,,,
R216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=Late Proto-Albanian III,null*/jˈɛx/,null*/cˈɛːfalˠ/,null*/kərˈiː/,null*/fˌacˈɛːlˠə/,null*/ɡrˌafˈiː/,null*/mə̃ndˈɔxə/,null*/plˈye̯r/,null*/prtəɟˈĩnːə̃mə/,null*/prcˈijə/,null*/rːˈap/,null*/ʃkˈãm/,null*/zɟˈɛ̃m/,null*/ʃtˈɛːfãɾ̃/,null*/ʃtˈyːlˠə/,null*/tətrˈãɲɟʏr/,null*/θˈãm/,null*/ˌarsˈɛ̃ɾ̃ik/,null*/kˌalˈuɟər/,null*/kətˈuo̯/,null*/kˈaːfk/,null*/rˈaːs/,null*/rˈiː/,null*/rˈicɛ/,null*/rˈɔːz/,null*/rˈuːss/,null*/sˌĩːmːəxˈuo̯r/,null*/sxˈĩmə/,null*/vəlˈɛ̃t͡sə/
R218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R245,,,,,,,,,,,,,,,*/tətrˈãɲɟr/,,,,,,,,,,,,,
R246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R249,,,,,,,,,,,,,,,,,,*/kˌalˠˈuɟər/,,,,,,,,,,
R250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R251,,,*/kəɾˈiː/,,*/ɡɾˌafˈiː/,,*/plˈye̯ɾ/,*/pɾtəɟˈĩnːə̃mə/,*/pɾcˈijə/,,,,,,*/tətɾˈãɲɟɾ/,,*/ˌaɾsˈɛ̃ɾ̃ik/,*/kˌalˠˈuɟəɾ/,,,*/ɾˈaːs/,*/ɾˈiː/,*/ɾˈicɛ/,*/ɾˈɔːz/,*/ɾˈuːss/,*/sˌĩːmːəxˈuo̯ɾ/,,
R252,,,,,,,,,,*/rˈap/,,,,,,,,,,,,,,,,,,
R253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R256,,*/cˈɛːflˠ/,,,,,,,,,,,,,,,,*/kˌalˠˈuɟɾ/,,,,,,,,,,
R257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R259,,*/cˈɛːf?0/,,,,,,,,,,,,,*/tətɾˈãɲɟɾ̩/,,,*/kˌalˠˈuɟɾ̩/,,,,,,,,,,
R260,,,,,,,,*/pɾ̩təɟˈĩnːə̃mə/,*/pɾ̩cˈijə/,,,,,,,,,,,,,,,,,,,
R261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
