etID  | Antique Proto-Albanian | Middle Proto-Albanian | Late Proto-Albanian |  Proto-Tosk |  Old Northern Tosk Albanian | Output {GOLD}
367    | #iˌuːrˈɑːnioː# | *#ɟˌuːrˈɑːɲoː# | *#ɟərˈãːɲ# | *#ɟəɾˈəːɲ# | *#ɟəɾˈəɲ# | *#ɟəɾˈəɲ# {GOLD: #ɟəɾˈɔj#}
368    | #iˌuwˈenkɑm# | *#ɟˌuˈenkəm# | *#ɟəjˈɛ̃ːnɡ# | *#ɟəjˈɛ̃ːnɡ# | *#ɟəjˈɛnɡ# | *#ɟəjˈɛnɡ# {GOLD: #ɟuvˈɛŋɡə#}
369    | #kˌɑbɑllˈɑːrem# | *#kˌɑɑlˈɑːrəm# | *#kəəlˈaːr# | *#kəəlˈaːɾ# | *#kəəlˈaɾ# | *#kəəlˈaɾ# {GOLD: #kalˈua̯ɾ#}
370    | #kˌɑbɑllˌɑrˈikium# | *#kˌɑɑlˌɑrˈikjəm# | *#kəələrˈicj# | *#kəələɾˈicj# | *#kəələɾˈicj# | *#kəələɾˈicj# {GOLD: #kalˈɔɾəs#}
371    | #kˌɑbˈɑllum# | *#kˌɑˈɑləm# | *#kˈaːl# | *#kˈaːl# | *#kˈal# | *#kˈal# {GOLD: #kˈalə#}
372    | #kˈae̯kɑ# | *#kˈɛkɑ# | *#cjˈɛkə# | *#cjˈɛkə# | *#cjˈɛkə# | *#cjˈɛkə# {GOLD: #cˈɛkə#}
373    | #kˈae̯lum# | *#kˈɛlːəm# | *#cjˈɛːlː# | *#cjˈɛːlˠ# | *#cjˈɛlˠ# | *#cjˈɛlˠ# {GOLD: #cjˈɛlˠ#}
374    | #kˌɑlɑmˈeːt̪um# | *#kˌɑlːɑmˈeːt̪əm# | *#kəlːə̃mˈɛt̪# | *#kəlˠə̃mˈɛt̪# | *#kəlˠəmˈɛt̪# | *#kəlˠəmˈɛt̪# {GOLD: #kalˠmˈɛt#}
375    | #kˈɑlɑmum# | *#kˈɑlːəməm# | *#kˈaːlːmb# | *#kˈaːlˠmb# | *#kˈalˠmb# | *#kˈalˠmb# {GOLD: #kˈalˠm#}
376    | #kˌɑlˈɑndae̯# | *#kˌɑlːˈɑndɛ# | *#kəlːˈɛ̃ːnd# | *#kəlˠˈɛ̃ːnd# | *#kəlˠˈɛnd# | *#kəlˠˈɛnd# {GOLD: #klˠˈanə#}
377    | #kˌɑlendˈɑːrium# | *#kˌɑʎendˈɑːrjəm# | *#kəʎə̃ndˈɛːrj# | *#kəʎə̃ndˈɛːɾj# | *#kəjəndˈɛɾj# | *#kəjəndˈɛɾj# {GOLD: #kalˠəndˈua̯ɾ#}
378    | #kˈɑlikem# | *#kˈɑʎəkəm# | *#cˈɛːʎk# | *#cˈɛːʎk# | *#cˈɛjk# | *#cˈɛjk# {GOLD: #cˈɛlc#}
379    | #kˌɑlkˈɑːriɑm# | *#kˌɑlkˈɑːrjəm# | *#kəlcˈɛːrj# | *#kəlcˈɛːɾj# | *#kəlcˈɛɾj# | *#kəlcˈɛɾj# {GOLD: #kəlcˈɛɾɛ#}
380    | #kˈɑllum# | *#kˈɑləm# | *#kˈaːl# | *#kˈaːl# | *#kˈal# | *#kˈal# {GOLD: #cˈɛl#}
381    | #kˈɑltʰɑ# | *#kˈɑltɑ# | *#kˈaːltə# | *#kˈaːltə# | *#kˈaltə# | *#kˈaltə# {GOLD: #kˈaltə#}
382    | #kˈɑltʰinum# | *#kˈɑltənəm# | *#kˈaːltn# | *#kˈaːltn# | *#kˈaltn# | *#kˈaltn# {GOLD: #kˈaltəɾ#}
383    | #kˈɑmbɑ# | *#kˈɑmbɑ# | *#kˈãːmbə# | *#kˈəːmbə# | *#kˈəmbə# | *#kˈəmbə# {GOLD: #kˈəmbə#}
384    | #kˌɑmbiˈɑːnioː# | *#kˌɑmbjˈɑːɲoː# | *#kə̃mbjˈãːɲ# | *#kə̃mbjˈəːɲ# | *#kəmbjˈəɲ# | *#kəmbjˈəɲ# {GOLD: #kəmbˈɛj#}
385    | #kˈɑmerɑ# | *#kˈɑmərɑ# | *#kˈãːmrə# | *#kˈəːmɾə# | *#kˈəmɾə# | *#kˈəmɾə# {GOLD: #cˈɛməɾ#}
386    | #kˌɑmpˈɑːnɑ# | *#kˌɑmpˈɑːnɑ# | *#kə̃mbˈãːnə# | *#kə̃mbˈəːɾə# | *#kəmbˈəɾə# | *#kəmbˈəɾə# {GOLD: #kəmbˈaɾə#}
387    | #kˌɑmpˈonɑ# | *#kˌɑmpˈonɑ# | *#kə̃mbˈɔ̃ːnə# | *#kə̃mbˈɔ̃ːɾə# | *#kəmbˈɔɾə# | *#kəmbˈɔɾə# {GOLD: #kəmbˈɔɾə#}
388    | #kˌɑmˈisiɑm# | *#kˌɑmˈisjəm# | *#kə̃mˈiːʃj# | *#kə̃mˈiːʃj# | *#kəmˈiʃj# | *#kəmˈiʃj# {GOLD: #kəmˈiʃə#}
389    | #kˈɑnɑpem# | *#kˈɑnəpəm# | *#kˈãːnb# | *#kˈəːnb# | *#kˈənb# | *#kˈənb# {GOLD: #kˈəɾp#}
390    | #kˌɑndˈeːlɑm# | *#kˌɑndˈeːlːəm# | *#kə̃ndˈɛːlː# | *#kə̃ndˈɛːlˠ# | *#kəndˈɛlˠ# | *#kəndˈɛlˠ# {GOLD: #kəndˈɛlˠə#}
391    | #kˈɑnem# | *#kˈɑnəm# | *#kˈãː# | *#kˈəː# | *#kˈə# | *#kˈə# {GOLD: #cˈɛn#}
392    | #kˈɑnnɑ# | *#kˈɑnːɑ# | *#kˈãːnːə# | *#kˈəːnə# | *#kˈənə# | *#kˈənə# {GOLD: #kˈanə#}
393    | #kˌɑnnˈɑːtɑm# | *#kˌɑnːˈɑːtəm# | *#kə̃nːˈat# | *#kə̃nˈat# | *#kənˈat# | *#kənˈat# {GOLD: #kənˈatə#}
394    | #kˌɑnnˈeːtum# | *#kˌɑnːˈeːtəm# | *#kə̃nːˈɛt# | *#kə̃nˈɛt# | *#kənˈɛt# | *#kənˈɛt# {GOLD: #kənˈɛt#}
395    | #kˌɑntˈɑːnioː# | *#kˌɑntˈɑːɲoː# | *#kə̃ndˈãːɲ# | *#kə̃ndˈəːɲ# | *#kəndˈəɲ# | *#kəndˈəɲ# {GOLD: #kəndˈɔj#}
396    | #kˈɑntʰɑris# | *#kˈɑntəri# | *#cˈɛ̃ːndr# | *#cˈɛ̃ːndɾ# | *#cˈɛndɾ# | *#cˈɛndɾ# {GOLD: #kˈandər#}
397    | #kˈɑntʰɑrus# | *#kˈɑntəru# | *#kˈãːndr# | *#kˈəːndɾ# | *#kˈəndɾ# | *#kˈəndɾ# {GOLD: #kˈandəɾ#}
398    | #kˈɑntikɑm# | *#kˈɑntəkəm# | *#kˈãːndk# | *#kˈəːndk# | *#kˈəndk# | *#kˈəndk# {GOLD: #kˈənɡə#}
399    | #kˌɑntikˈellum# | *#kˌɑntikˈeləm# | *#kə̃ntəcjˈɛːl# | *#kə̃ntəcjˈɛːl# | *#kəntəcjˈɛl# | *#kəntəcjˈɛl# {GOLD: #kəɲɟˈɛl#}
400    | #kˌɑppˈellɑ# | *#kˌɑppˈelɑ# | *#kəppjˈɛːlə# | *#kəppjˈɛːlə# | *#kəppjˈɛlə# | *#kəppjˈɛlə# {GOLD: #kapˈɛlə#}
401    | #kˈɑprɑ# | *#kˈɑprɑ# | *#kˈaprə# | *#kˈapɾə# | *#kˈapɾə# | *#kˈapɾə# {GOLD: #cˈɛpəɾ#}
402    | #kˌɑprˈeolum# | *#kˌɑprˈeəlːəm# | *#kəprˈɛːlː# | *#kəpɾˈɛːlˠ# | *#kəpɾˈɛlˠ# | *#kəpɾˈɛlˠ# {GOLD: #kapɾˈua̯lˠ#}
403    | #kˈɑpreus# | *#kˈɑprju# | *#cˈɛprj# | *#cˈɛpɾj# | *#cˈɛpɾj# | *#cˈɛpɾj# {GOLD: #cˈɛpəɾ#}
404    | #kˌɑpissˈonioː# | *#kˌɑpissˈoɲoː# | *#kəpəʃʃˈɔ̃ːɲ# | *#kəpəʃʃˈɔ̃ːɲ# | *#kəpəʃʃˈɔɲ# | *#kəpət͡ʃʃˈɔɲ# {GOLD: #kafʃˈɔj#}
405    | #kˌɑːpˈoːnem# | *#kˌɑːpˈoːnəm# | *#kəpˈɛ̃ː# | *#kəpˈɛ̃ː# | *#kəpˈɛ# | *#kəpˈɛ# {GOLD: #kapˈua̯#}
406    | #kˈɑptiː# | *#kˈɑptiː# | *#cˈɛːft# | *#cˈɛːft# | *#cˈɛft# | *#cˈɛft# {GOLD: #cˈɛft#}
407    | #kˌɑptiˈɑːtɑm# | *#kˌɑptjˈɑːtəm# | *#kəf?ˈat# | *#kəf?ˈat# | *#kəf?ˈat# | *#kəf?ˈat# {GOLD: #kafʃˈatə#}
408    | #kˌɑpˈistrum# | *#kˌɑpˈistrəm# | *#kəpˈɛːʃtr# | *#kəpˈɛːʃtɾ# | *#kəpˈɛʃtɾ# | *#kəpˈɛt͡ʃtɾ# {GOLD: #kəpɾˈɛʃ#}
409    | #kˌɑpitˈiːnɑ# | *#kˌɑpitˈiːnɑ# | *#kəpətˈĩːnə# | *#kəpətˈĩːɾə# | *#kəpətˈiɾə# | *#kəpətˈiɾə# {GOLD: #kaptˈinə#}
410    | #kˌɑrˈɑːnioː# | *#kˌɑrˈɑːɲoː# | *#kərˈãːɲ# | *#kəɾˈəːɲ# | *#kəɾˈəɲ# | *#kəɾˈəɲ# {GOLD: #cəɾˈɔj#}
411    | #kˈɑrieːs# | *#kˈɑrjeː# | *#cˈɛːrj# | *#cˈɛːɾj# | *#cˈɛɾj# | *#cˈɛɾj# {GOLD: #cˈɛrɛ#}
412    | #kˌɑrpˈutioː# | *#kˌɑrpˈutjoː# | *#kərpˈy?# | *#kəɾpˈy?# | *#kəɾpˈy?# | *#kəɾpˈy?# {GOLD: #kəpˈus#}
413    | #kˌɑrriˈoːsum# | *#kˌɑrːjˈoːsəm# | *#kərːjˈɛːʃ# | *#kərjˈɛːʃ# | *#kərjˈɛʃ# | *#kərjˈɛʃ# {GOLD: #cɛɾˈɔs#}
414    | #kˌɑrminˈɑːnioː# | *#kˌɑrminˈɑːɲoː# | *#kərmə̃nˈãːɲ# | *#kəɾmbə̃ɾˈəːɲ# | *#kəɾmbəɾˈəɲ# | *#kəɾmbəɾˈəɲ# {GOLD: #kɛɾɲˈɔj#}
415    | #kˈɑrrɑ# | *#kˈɑrːɑ# | *#kˈaːrːə# | *#kˈaːrə# | *#kˈarə# | *#kˈarə# {GOLD: #kˈarə#}
416    | #kˈɑrriː# | *#kˈɑrːiː# | *#cˈɛːrː# | *#cˈɛːr# | *#cˈɛr# | *#cˈɛr# {GOLD: #cˈɛr#}
417    | #kˌɑrrˌiːkulˈɑːnioː# | *#kˌɑrːˌiːkulːˈɑːɲoː# | *#kərːəkəlːˈãːɲ# | *#kərəkəlˠˈəːɲ# | *#kərəkəlˠˈəɲ# | *#kərəkəlˠˈəɲ# {GOLD: #kriklˠˈɔj#}
418    | #kˌɑrsˈɑːniɑm# | *#kˌɑrsˈɑːɲəm# | *#kərʃˈãːɲ# | *#kəɾʃˈəːɲ# | *#kəɾʃˈəɲ# | *#kəɾʃˈəɲ# {GOLD: #ɡəɾʃˈəɾə#}
419    | #kʰˈɑrtɑm# | *#kˈɑrtəm# | *#kˈaːrt# | *#kˈaːɾt# | *#kˈaɾt# | *#kˈaɾt# {GOLD: #kˈaɾtə#}
420    | #kˈɑsinɑ# | *#kˈɑsənɑ# | *#kˈaːʒnə# | *#kˈaːʒnə# | *#kˈaʒnə# | *#kˈaʒnə# {GOLD: #cˈɛʃəɾ#}
421    | #kˌɑstˈɑneɑm# | *#kˌɑstˈɑɲəm# | *#fʃtˈãːɲ# | *#fʃtˈəːɲ# | *#fʃtˈəɲ# | *#ft͡ʃtˈəɲ# {GOLD: #ɡəʃtˈɛɲə#}
422    | #kˌɑstɑnˈeːtum# | *#kˌɑstɑnˈeːtəm# | *#fʃtə̃nˈɛt# | *#fʃtə̃ɾˈɛt# | *#fʃtəɾˈɛt# | *#ft͡ʃtəɾˈɛt# {GOLD: #kaʃɲˈɛt#}
423    | #kˌɑstˈellɑm# | *#kˌɑstˈeləm# | *#fʃ?ˈɛːl# | *#fʃ?ˈɛːl# | *#fʃ?ˈɛl# | *#ft͡ʃ?ˈɛl# {GOLD: #kəʃtjˈɛlˠə#}
424    | #kˌɑstˈellum# | *#kˌɑstˈeləm# | *#fʃ?ˈɛːl# | *#fʃ?ˈɛːl# | *#fʃ?ˈɛl# | *#ft͡ʃ?ˈɛl# {GOLD: #kəʃtjˈɛl#}
425    | #kˈɑsulɑ# | *#kˈɑsəlːɑ# | *#kˈaːʒlːə# | *#kˈaːʒlˠə# | *#kˈaʒlˠə# | *#kˈaʒlˠə# {GOLD: #kˈat͡ʃulə#}
426    | #kˈɑwkɑm# | *#kˈɑwkəm# | *#kˈak# | *#kˈak# | *#kˈak# | *#kˈak# {GOLD: #kˈafkə#}
427    | #kˈɑwsɑm# | *#kˈɑwsəm# | *#kˈaːʃ# | *#kˈaːʃ# | *#kˈaʃ# | *#kˈaʃ# {GOLD: #kˈafʃə#}
428    | #kˈɑwulɑm# | *#kˈɑəlːəm# | *#kˈaːlː# | *#kˈaːlˠ# | *#kˈalˠ# | *#kˈalˠ# {GOLD: #ɡˈavəɾ#}
429    | #kˈellɑ# | *#kˈelɑ# | *#cjˈɛːlə# | *#cjˈɛːlə# | *#cjˈɛlə# | *#cjˈɛlə# {GOLD: #cˈɛlə#}
430    | #kˌellˈɑːnioː# | *#kˌelˈɑːɲoː# | *#kəlˈãːɲ# | *#kəlˈəːɲ# | *#kəlˈəɲ# | *#kəlˈəɲ# {GOLD: #cəlˠˈɔj#}
431    | #kˈentum# | *#kˈentəm# | *#cjˈɛ̃ːnd# | *#cjˈɛ̃ːnd# | *#cjˈɛnd# | *#cjˈɛnd# {GOLD: #cˈind#}
432    | #kˈentrum# | *#kˈentrəm# | *#cjˈɛ̃ːndr# | *#cjˈɛ̃ːndɾ# | *#cjˈɛndɾ# | *#cjˈɛndɾ# {GOLD: #cˈɛndəɾ#}
433    | #kˌentrˈɑːnioː# | *#kˌentrˈɑːɲoː# | *#kə̃ndrˈãːɲ# | *#kə̃ndɾˈəːɲ# | *#kəndɾˈəɲ# | *#kəndɾˈəɲ# {GOLD: #cɛndɾˈɔj#}
434    | #kˈeːpɑ# | *#kˈeːpɑ# | *#cˈɛpə# | *#cˈɛpə# | *#cˈɛpə# | *#cˈɛpə# {GOLD: #cˈɛpə#}
435    | #kˌeːpˈullɑ# | *#kˌeːpˈulɑ# | *#kəpˈuːlə# | *#kəpˈuːlə# | *#kəpˈulə# | *#kəpˈulə# {GOLD: #cɛpˈulɛ#}
436    | #kˌerɑsiˈɑːrium# | *#kˌerɑsjˈɑːrjəm# | *#kərəʃjˈɛːrj# | *#kəɾəʃjˈɛːɾj# | *#kəɾəʃjˈɛɾj# | *#kəɾəʃjˈɛɾj# {GOLD: #cɛɾʃˈua̯ɾ#}
437    | #kˌerebˈellum# | *#kˌereˈeləm# | *#kərəjˈɛːl# | *#kəɾəjˈɛːl# | *#kəɾəjˈɛl# | *#kəɾəjˈɛl# {GOLD: #kɾˈɛl#}
438    | #kˌerˈebrum# | *#kˌerˈerəm# | *#kərjˈɛːr# | *#kəɾjˈɛːɾ# | *#kəɾjˈɛɾ# | *#kəɾjˈɛɾ# {GOLD: #kɾˈyɛ#}
439    | #kˌerˈesiɑ# | *#kˌerˈesjɑ# | *#kərˈiːʃɛ# | *#kəɾˈiːʃɛ# | *#kəɾˈiʃɛ# | *#kəɾˈiʃɛ# {GOLD: #cɛɾʃˈi#}
440    | #kˈerrus# | *#kˈerːu# | *#cjˈɛːrː# | *#cjˈɛːr# | *#cjˈɛr# | *#cjˈɛr# {GOLD: #cˈar#}
441    | #kˌerrˈeːtum# | *#kˌerːˈeːtəm# | *#kərːˈɛt# | *#kərˈɛt# | *#kərˈɛt# | *#kərˈɛt# {GOLD: #cɛrˈɛt#}
442    | #kʰˌersˈydrɑ# | *#kˌersˈidrɑ# | *#kərʃˈɛdrə# | *#kəɾʃˈɛdɾə# | *#kəɾʃˈɛdɾə# | *#kəɾʃˈɛdɾə# {GOLD: #kulʃˈɛdəɾ#}
443    | #kˌertˈɑːnioː# | *#kˌertˈɑːɲoː# | *#kərtˈãːɲ# | *#kəɾtˈəːɲ# | *#kəɾtˈəɲ# | *#kəɾtˈəɲ# {GOLD: #cəɾtˈɔj#}
444    | #kiˈeːnioː# | *#kjˈeːɲoː# | *#cjˈɛ̃ːɲ# | *#cjˈɛ̃ːɲ# | *#cjˈɛɲ# | *#cjˈɛɲ# {GOLD: #cˈɔj#}
445    | #kˌiːkˈɑːlɑ# | *#kˌiːkˈɑːlːɑ# | *#kəkˈaːlːə# | *#kəkˈaːlˠə# | *#kəkˈalˠə# | *#kəkˈalˠə# {GOLD: #ɟinkˈalˠə#}
446    | #kˈikerem# | *#kˈikərəm# | *#cˈɛkr# | *#cˈɛkɾ# | *#cˈɛkɾ# | *#cˈɛkɾ# {GOLD: #cˈicəɾ#}
447    | #kˌikʰˈoreːɑ# | *#kˌikˈorjɑ# | *#kəcˈɛːrɛ# | *#kəcˈɛːɾɛ# | *#kəcˈɛɾɛ# | *#kəcˈɛɾɛ# {GOLD: #kˈɔɾɛ#}
448    | #kˌikˈuːtɑ# | *#kˌikˈuːtɑ# | *#kəcˈytə# | *#kəcˈytə# | *#kəcˈytə# | *#kəcˈytə# {GOLD: #kukˈutə#}
449    | #kˈiːmikem# | *#kˈiːməkəm# | *#cˈĩːmɡ# | *#cˈĩːmɡ# | *#cˈimɡ# | *#cˈimɡ# {GOLD: #cˈimkə#}
450    | #kˌimˈussɑm# | *#kˌimˈussəm# | *#kə̃mˈuːʃʃ# | *#kə̃mˈuːʃʃ# | *#kəmˈuʃʃ# | *#kəmˈut͡ʃʃ# {GOLD: #cimˈuʃə#}
451    | #kˈinɡulɑ# | *#kˈinɡəlːɑ# | *#cˈɛ̃ːnɡlːə# | *#cˈɛ̃ːnɡlˠə# | *#cˈɛnɡlˠə# | *#cˈɛnɡlˠə# {GOLD: #qˈiŋɡəl#}
452    | #kˌirkˈɑːnioː# | *#kˌirkˈɑːɲoː# | *#kərkˈãːɲ# | *#kəɾkˈəːɲ# | *#kəɾkˈəɲ# | *#kəɾkˈəɲ# {GOLD: #kəɾkˈɔj#}
453    | #kˌirkˈellɑ# | *#kˌirkˈelɑ# | *#kərcjˈɛːlə# | *#kəɾcjˈɛːlə# | *#kəɾcjˈɛlə# | *#kəɾcjˈɛlə# {GOLD: #kəɾcˈɛlə#}
454    | #kˌirkˈellus# | *#kˌirkˈelu# | *#kərcjˈɛːl# | *#kəɾcjˈɛːl# | *#kəɾcjˈɛl# | *#kəɾcjˈɛl# {GOLD: #cˈɛɾθulˠ#}
455    | #kˈirkulus# | *#kˈirkəlːu# | *#cˈɛːrklː# | *#cˈɛːɾklˠ# | *#cˈɛɾklˠ# | *#cˈɛɾklˠ# {GOLD: #cˈaɾkulˠ#}
456    | #kˈirkus# | *#kˈirku# | *#cˈɛːrk# | *#cˈɛːɾk# | *#cˈɛɾk# | *#cˈɛɾk# {GOLD: #cˈaɾk#}
457    | #kˈitrum# | *#kˈitrəm# | *#cˈɛtr# | *#cˈɛtɾ# | *#cˈɛtɾ# | *#cˈɛtɾ# {GOLD: #cˈitəɾ#}
458    | #kˌiːwitˈɑːtem# | *#kˌiːitˈɑːtəm# | *#kəətˈat# | *#kəətˈat# | *#kəətˈat# | *#kəətˈat# {GOLD: #cytˈɛt#}
459    | #klˌɑːmˈɑːnioː# | *#klˌɑːmˈɑːɲoː# | *#kʎə̃mˈãːɲ# | *#kʎə̃mˈəːɲ# | *#cəmˈəɲ# | *#cəmˈəɲ# {GOLD: #ɟəmˈɔj#}
460    | #klˌɑːrˈɑːnioː# | *#klˌɑːrˈɑːɲoː# | *#kʎərˈãːɲ# | *#kʎəɾˈəːɲ# | *#cəɾˈəɲ# | *#cəɾˈəɲ# {GOLD: #cəɾˈɔj#}
461    | #klˈɑːrtɑ# | *#klˈɑːrtɑ# | *#kʎˈaːrtə# | *#kʎˈaːɾtə# | *#cˈaɾtə# | *#cˈaɾtə# {GOLD: #cˈaɾtə#}
462    | #klˌɑwsitˈuːrɑm# | *#klˌɑwsitˈuːrəm# | *#kʎəʃətˈyːr# | *#kʎəʃətˈyːɾ# | *#kəʃətˈyɾ# | *#kəʃətˈyɾ# {GOLD: #klytˈyɾə#}
463    | #klˌɑwsˈuːrɑ# | *#klˌɑwsˈuːrɑ# | *#kʎəʃˈyːrə# | *#kʎəʃˈyːɾə# | *#kəʃˈyɾə# | *#kəʃˈyɾə# {GOLD: #kəlt͡sˈyɾə#}
464    | #klˌɑwsˈuːrɑ# | *#klˌɑwsˈuːrɑ# | *#kʎəʃˈyːrə# | *#kʎəʃˈyːɾə# | *#kəʃˈyɾə# | *#kəʃˈyɾə# {GOLD: #kəʃˈyɾə#}
465    | #klˌeːmˈeːntem# | *#klˌeːmˈeːntəm# | *#kʎə̃mˈɛ̃ːnd# | *#kʎə̃mˈɛ̃ːnd# | *#cəmˈɛnd# | *#cəmˈɛnd# {GOLD: #kɛlmˈɛnd#}
466    | #klˌomˈostrum# | *#klˌomˈostrəm# | *#kʎə̃mˈɔːʃtr# | *#kʎə̃mˈɔːʃtɾ# | *#cəmˈɔʃtɾ# | *#cəmˈɔt͡ʃtɾ# {GOLD: #cˈuməʃt#}
467    | #kˌoeːmptˈɑːnioː# | *#kweːmptˈɑːɲoː# | *#kə̃mftˈãːɲ# | *#kə̃mftˈəːɲ# | *#kəmftˈəɲ# | *#kəmftˈəɲ# {GOLD: #cəmtˈɔj#}
468    | #kˌoːɡitˈɑːnioː# | *#kˌoːɡitˈɑːɲoː# | *#kəjətˈãːɲ# | *#kəjətˈəːɲ# | *#kəjətˈəɲ# | *#kəjətˈəɲ# {GOLD: #kujtˈɔj#}
469    | #kˌoɡnˈɑːtum# | *#kˌoɲˈɑːtəm# | *#kə̃ɲˈat# | *#kə̃ɲˈat# | *#kəɲˈat# | *#kəɲˈat# {GOLD: #kunˈat#}
470    | #kˌohˌeːrˈeːdem# | *#kˌohˌeːrˈeːdəm# | *#kəhərˈɛd# | *#kəhəɾˈɛd# | *#kəhəɾˈɛd# | *#kəhəɾˈɛd# {GOLD: #kujɾˈi#}
471    | #koˈiːnioː# | *#kwˈiːɲoː# | *#cˈĩːɲ# | *#cˈĩːɲ# | *#cˈiɲ# | *#cˈiɲ# {GOLD: #cˈij#}
472    | #kˌolˈɑːnioː# | *#kˌolːˈɑːɲoː# | *#kəlːˈãːɲ# | *#kəlˠˈəːɲ# | *#kəlˠˈəɲ# | *#kəlˠˈəɲ# {GOLD: #kulˠˈɔj#}
473    | #kˌollˈɑːre# | *#kˌolˈɑːre# | *#kəlˈie̯r# | *#kəlˈie̯ɾ# | *#kəlˈie̯ɾ# | *#kəlˈie̯ɾ# {GOLD: #kulˈaɾ#}
474    | #kˌollˌuktiˈɑːnioː# | *#kˌolˌuktjˈɑːɲoː# | *#kələf?ˈãːɲ# | *#kələf?ˈəːɲ# | *#kələf?ˈəɲ# | *#kələf?ˈəɲ# {GOLD: #ɡult͡ʃˈɔj#}
475    | #kˌollˌektˈɑːnioː# | *#kˌolˌektˈɑːɲoː# | *#kələjtˈãːɲ# | *#kələjtˈəːɲ# | *#kələjtˈəɲ# | *#kələjtˈəɲ# {GOLD: #ɡultˈɔj#}
476    | #kˌollˌiːmitˈɑːnioː# | *#kˌolˌiːmitˈɑːɲoː# | *#kələ̃mtˈãːɲ# | *#kələ̃mtˈəːɲ# | *#kələmtˈəɲ# | *#kələmtˈəɲ# {GOLD: #ɟəmtˈɔj#}
477    | #kˌolˈostrum# | *#kˌolːˈostrəm# | *#kəlːˈɔːʃtr# | *#kəlˠˈɔːʃtɾ# | *#kəlˠˈɔʃtɾ# | *#kəlˠˈɔt͡ʃtɾ# {GOLD: #kulˠˈɔʃtəɾ#}
478    | #kˌolumbˈiːnɑ# | *#kˌolːumbˈiːnɑ# | *#kəlːə̃mbˈĩːnə# | *#kəlˠə̃mbˈĩːɾə# | *#kəlˠəmbˈiɾə# | *#kəlˠəmbˈiɾə# {GOLD: #kulˠumbɾˈi#}
479    | #kˌolumnˈɑːtiɑ# | *#kˌolːumnˈɑːtjɑ# | *#kəlːə̃mnˈɛ?ə# | *#kəlˠə̃mnˈɛ?ə# | *#kəlˠəmnˈɛ?ə# | *#kəlˠəmnˈɛ?ə# {GOLD: #kulˠumˈɛsə#}
480    | #kˈonkʰɑm# | *#kˈonkəm# | *#kˈɔ̃ːnɡ# | *#kˈɔ̃ːnɡ# | *#kˈɔnɡ# | *#kˈɔnɡ# {GOLD: #kˈuŋɡə#}
481    | #kˈokkɑm# | *#kˈokkəm# | *#kˈɔkk# | *#kˈɔkk# | *#kˈɔkk# | *#kˈɔkk# {GOLD: #kˈɔkə#}
482    | #kˈokkeus# | *#kˈokkju# | *#cˈɛkcj# | *#cˈɛkcj# | *#cˈɛkcj# | *#cˈɛkcj# {GOLD: #kˈuc#}
483    | #kˈokwum# | *#kˈokwəm# | *#kˈɔk# | *#kˈɔk# | *#kˈɔk# | *#kˈɔk# {GOLD: #kˈɔk#}
484    | #kˈoksɑm# | *#kˈoksəm# | *#kˈɔːfʃ# | *#kˈɔːfʃ# | *#kˈɔfʃ# | *#kˈɔfʃ# {GOLD: #kˈɔfʃə#}
485    | #kˌoktˈorium# | *#kˌoktˈorjəm# | *#kəftˈɛːrj# | *#kəftˈɛːɾj# | *#kəftˈɛɾj# | *#kəftˈɛɾj# {GOLD: #kɔftˈɔɾ#}
486    | #kˈomɑ# | *#kˈomɑ# | *#kˈɔ̃ːmə# | *#kˈɔ̃ːmbə# | *#kˈɔmbə# | *#kˈɔmbə# {GOLD: #kˈɔmə#}
487    | #kˌommˈerkium# | *#kˌommˈerkjəm# | *#kə̃mmˈiːrcj# | *#kə̃mmˈiːɾcj# | *#kəmmˈiɾcj# | *#kəmmˈiɾcj# {GOLD: #kumˈɛɾc#}
488    | #kˌommunikˈɑːnioː# | *#kˌommunikˈɑːɲoː# | *#kə̃mmə̃nɡˈãːɲ# | *#kə̃mmbə̃nɡˈəːɲ# | *#kəmmbənɡˈəɲ# | *#kəmmbənɡˈəɲ# {GOLD: #kuŋɡˈɔj#}
489    | #kˈompɑter# | *#kˈompətər# | *#kˈɔ̃ːmftr# | *#kˈɔ̃ːmftɾ# | *#kˈɔmftɾ# | *#kˈɔmftɾ# {GOLD: #kˈumtəɾ#}
490    | #kˌompˌutˈɑːnioː# | *#kˌompˌutˈɑːɲoː# | *#kə̃mbətˈãːɲ# | *#kə̃mbətˈəːɲ# | *#kəmbətˈəɲ# | *#kəmbətˈəɲ# {GOLD: #kuptˈɔj#}
491    | #kˌompˌutˈɑːnioː# | *#kˌompˌutˈɑːɲoː# | *#kə̃mbətˈãːɲ# | *#kə̃mbətˈəːɲ# | *#kəmbətˈəɲ# | *#kəmbətˈəɲ# {GOLD: #kumtˈɔj#}
492    | #kˈomputum# | *#kˈompətəm# | *#kˈɔ̃ːmft# | *#kˈɔ̃ːmft# | *#kˈɔmft# | *#kˈɔmft# {GOLD: #kˈumt#}
493    | #kˌoːnfˈiːnium# | *#kˌoːfˈiːɲəm# | *#kəfˈĩːɲ# | *#kəfˈĩːɲ# | *#kəfˈiɲ# | *#kəfˈiɲ# {GOLD: #kufˈi#}
